,label,ht_in,wt,arm_in,wing_in,c_reps,c_10y,c_40y,c_vj_in,c_bj_in,c_3c,c_ss20,est_40y,underclassman,athleticism_score,production_score,final_score,imp_grade,conf_Group of 5,conf_Power 5
26,CLE_John Dorsey,72.6875,227.66666666666666,31.71875,75.28125,9.5,1.3091666666666668,3.8491666666666666,28.458333333333332,100.83333333333333,3.0058333333333334,2.1508333333333334,0.0,0.0,69.37833333333333,72.02083333333333,71.51,6.194166666666667,0.16666666666666666,0.5833333333333334
27,CLE_Mickael Lombardi,74.275,242.0,33.175,78.6,7.6,1.34,3.8620000000000005,26.6,94.6,5.724,3.682,0.0,0.0,67.768,61.394000000000005,66.524,5.9719999999999995,0.2,0.4
28,CLE_Phil Savage,73.94270833333333,242.54166666666666,32.5,0.0,16.416666666666668,1.2495833333333335,3.5879166666666666,22.479166666666668,73.0,4.29125,2.59375,0.0,0.0,70.30083333333333,66.99208333333333,69.45708333333333,6.017916666666667,0.16666666666666666,0.7916666666666666
29,CLE_Ray Farmer,72.91911764705883,239.0,32.095588235294116,77.2279411764706,14.117647058823529,1.2782352941176471,3.648823529411765,26.794117647058822,95.94117647058823,4.644117647058824,2.5629411764705883,0.0,0.0,72.21764705882353,76.82176470588236,76.20823529411764,6.083529411764706,0.058823529411764705,0.7647058823529411
30,CLE_Sashi Brown,74.13181818181819,243.5909090909091,32.614318181818184,78.00136363636364,14.681818181818182,1.264090909090909,3.6627272727272726,28.75,101.31818181818181,3.9650000000000003,2.5954545454545457,0.0,0.0,65.36454545454545,73.27136363636363,70.95454545454545,6.100909090909091,0.09090909090909091,0.8181818181818182
31,CLE_Tom Heckert,73.765,249.28,32.575,50.1,17.88,1.4908000000000001,4.2568,27.88,99.48,4.916,2.8212,0.0,0.0,66.1524,65.3192,67.9792,6.0248,0.12,0.8
32,DAL_Jerry Jones,74.23933774834437,244.91390728476821,32.61105960264901,51.329668874172185,12.708609271523178,1.1534437086092715,3.330662251655629,24.63907284768212,85.44370860927152,4.163841059602649,2.452649006622517,1.2359602649006622,0.006622516556291391,69.96370860927152,68.67165562913907,70.66940397350993,6.026026490066225,0.18543046357615894,0.7483443708609272
33,DEN_Brian Xanders,73.81944444444444,239.55555555555554,32.125,0.0,15.277777777777779,1.3305555555555555,3.7666666666666666,27.47222222222222,92.83333333333333,5.547777777777778,3.4483333333333333,0.5033333333333333,0.0,63.87611111111111,73.66222222222223,71.43222222222222,6.0616666666666665,0.05555555555555555,0.9444444444444444
34,DEN_George Paton,73.86160714285714,232.96428571428572,32.36607142857143,75.29910714285714,3.4285714285714284,0.6860714285714286,1.9785714285714284,14.642857142857142,50.392857142857146,1.5250000000000001,0.6242857142857143,4.652142857142857,0.14285714285714285,75.3917857142857,72.97214285714286,74.31178571428572,6.062857142857142,0.03571428571428571,0.9285714285714286
35,DEN_Jim Goodman,73.06944444444444,243.55555555555554,32.40277777777778,0.0,20.11111111111111,1.4388888888888889,4.2155555555555555,26.833333333333332,103.11111111111111,5.695555555555555,2.51,0.0,0.0,60.364444444444445,61.28333333333334,62.21333333333333,5.970000000000001,0.3333333333333333,0.6666666666666666
36,DEN_John Elway,74.3487323943662,245.88732394366198,32.54591549295775,77.95964788732395,15.690140845070422,1.2056338028169014,3.4892957746478874,23.41549295774648,79.84507042253522,4.140563380281691,2.689295774647887,0.9401408450704225,0.0,70.74845070422536,70.8530985915493,72.1525352112676,6.039577464788732,0.18309859154929578,0.7323943661971831
37,DEN_Ted Sundquist,73.73484848484848,247.27272727272728,32.0,0.0,16.363636363636363,1.2503030303030302,3.6,24.151515151515152,82.45454545454545,3.745454545454545,2.31030303030303,0.4212121212121212,0.0,72.38242424242424,67.74666666666667,71.79939393939394,5.996060606060606,0.12121212121212122,0.7878787878787878
38,DET_Bob Quinn,74.75441176470588,254.35294117647058,32.6985294117647,78.27279411764707,14.558823529411764,1.1688235294117648,3.408235294117647,24.647058823529413,81.3529411764706,4.563235294117647,2.9126470588235294,1.131470588235294,0.0,66.62411764705882,67.84558823529412,68.79794117647059,6.084411764705883,0.14705882352941177,0.7647058823529411
