,label,ht_in,wt,arm_in,wing_in,c_reps,c_10y,c_40y,c_vj_in,c_bj_in,c_3c,c_ss20,est_40y,underclassman,athleticism_score,production_score,final_score,imp_grade,conf_Group of 5,conf_Power 5
90,NYJ_John Idzik,73.45138888888889,240.88888888888889,32.263888888888886,77.25694444444444,16.22222222222222,1.392777777777778,3.978888888888889,25.0,89.5,3.717777777777778,2.229444444444445,0.0,0.0,65.04833333333335,67.17777777777778,67.19944444444445,5.951666666666666,0.1111111111111111,0.7777777777777778
91,NYJ_Mike Maccagnan,74.3704,245.8,32.6004,78.4206,13.48,1.3832,4.0032,27.42,97.36,4.9048,3.1692,0.0,0.0,68.9592,69.0404,70.8232,6.105599999999999,0.12,0.64
92,NYJ_Mike Tannenbaum,73.61428571428571,242.11428571428573,32.28928571428571,24.382142857142856,15.514285714285714,1.3765714285714286,3.9397142857142855,27.8,95.71428571428571,5.573142857142857,3.3885714285714283,0.1397142857142857,0.0,67.31057142857142,69.25028571428572,70.296,6.06,0.11428571428571428,0.8
93,NYJ_Terry Bradway,73.5297619047619,238.76190476190476,31.732142857142858,0.0,13.761904761904763,1.0219047619047619,2.932857142857143,23.214285714285715,77.52380952380952,4.476666666666667,2.3899999999999997,0.21904761904761902,0.0,66.71000000000001,60.18095238095238,65.17904761904762,5.99,0.047619047619047616,0.7142857142857143
94,PHI_Andy Reid,73.62183544303798,247.8227848101266,32.56962025316456,17.424050632911392,16.481012658227847,1.3039240506329115,3.7503797468354425,24.170886075949365,82.54430379746836,4.430126582278481,2.837974683544304,0.11708860759493671,0.0,66.35,64.18139240506329,67.23797468354431,5.981139240506329,0.11392405063291139,0.7721518987341772
95,PHI_Chip Kelly,72.28125,209.5,31.59375,77.34375,16.25,1.1825,3.3875,19.25,62.25,3.37,2.0300000000000002,0.0,0.0,79.94749999999999,72.12,76.38499999999999,6.0525,0.0,1.0
96,PHI_Howie Roseman,74.10520000000001,241.37333333333333,32.30853333333333,76.567,10.36,1.0649333333333333,3.102133333333333,22.666666666666668,78.53333333333333,2.9448000000000003,2.1352,2.639733333333333,0.05333333333333334,75.3988,71.95293333333333,74.24826666666667,6.061866666666666,0.12,0.8133333333333334
97,PIT_Kevin Colbert,74.04911538461539,247.51538461538462,32.527076923076926,46.71261538461539,14.446153846153846,1.2673846153846153,3.6446923076923077,25.723076923076924,86.5,4.2994615384615384,2.801769230769231,0.663,0.0,67.99476923076922,68.26976923076923,69.63723076923077,6.0,0.1076923076923077,0.8076923076923077
98,PIT_Omar Khan,74.80555555555556,248.16666666666666,32.625,78.50694444444444,9.555555555555555,1.5333333333333334,4.444444444444445,27.833333333333332,93.16666666666667,1.9755555555555557,1.9183333333333334,4.758333333333334,0.1111111111111111,79.62444444444445,74.57055555555556,77.04666666666667,6.126666666666667,0.05555555555555555,0.8888888888888888
99,SEA_Bob Ferguson,74.1,248.0,31.691666666666666,0.0,12.533333333333333,1.0966666666666667,3.1746666666666665,24.6,83.13333333333334,5.244666666666666,3.0733333333333333,0.0,0.0,61.77066666666666,54.24,58.672000000000004,5.996666666666667,0.0,0.8666666666666667
100,SEA_John Schneider,74.09426605504586,248.90825688073394,32.721559633027525,72.57128440366972,14.623853211009175,1.416788990825688,4.091192660550458,26.573394495412845,91.54128440366972,4.216330275229358,2.5091743119266057,1.524954128440367,0.01834862385321101,71.22733944954128,68.74733944954129,70.8602752293578,6.017247706422018,0.06422018348623854,0.8715596330275229
101,SEA_Tim Ruskell,74.03225806451613,251.16129032258064,32.778225806451616,0.0,18.161290322580644,1.406774193548387,4.035161290322581,26.129032258064516,93.58064516129032,5.440645161290322,3.3941935483870966,0.0,0.0,57.0558064516129,57.95870967741936,59.928064516129034,5.989032258064516,0.03225806451612903,0.9032258064516129
102,SF_John Lynch,73.54042372881356,234.0677966101695,32.044830508474575,75.75466101694914,9.389830508474576,1.0054237288135592,2.9266101694915254,22.11864406779661,74.11864406779661,2.7833898305084745,1.7705084745762714,3.1308474576271186,0.01694915254237288,69.83338983050848,66.93016949152542,68.4628813559322,5.9777966101694915,0.0847457627118644,0.8135593220338984
103,SF_Scot McCloughan,73.98263888888889,246.77777777777777,32.49305555555556,0.0,14.916666666666666,1.2069444444444446,3.466111111111111,23.73611111111111,78.77777777777777,4.656666666666667,2.805833333333333,0.12611111111111112,0.0,66.98916666666668,65.51249999999999,68.24583333333334,6.020555555555556,0.05555555555555555,0.8611111111111112
104,SF_Terry Donahue,74.50833333333334,242.26666666666668,32.05,0.0,10.0,1.2293333333333334,3.516,24.766666666666666,75.06666666666666,4.957333333333334,2.884666666666667,0.6193333333333333,0.0,65.62333333333333,65.296,67.404,5.976,0.0,0.8
105,SF_Trent Baalke,74.21551724137932,248.48275862068965,32.6875,68.86206896551724,15.10344827586207,1.2675862068965515,3.629137931034483,23.21551724137931,85.05172413793103,4.271896551724138,2.6672413793103447,0.1596551724137931,0.0,65.22413793103448,64.84137931034483,67.17603448275862,6.0024137931034485,0.1724137931034483,0.7758620689655172
106,TB_Bruce Allen,74.51736111111111,248.44444444444446,32.59375,0.0,15.777777777777779,1.3805555555555555,3.9694444444444446,27.25,88.25,5.439722222222223,3.3047222222222223,0.0,0.0,72.395,68.30361111111111,72.40972222222223,5.995277777777778,0.1111111111111111,0.8055555555555556
107,TB_Jason Licht,73.63577464788733,240.7887323943662,32.0687323943662,77.0531690140845,11.859154929577464,1.1630985915492957,3.365211267605634,21.739436619718308,69.43661971830986,3.2616901408450705,2.036619718309859,2.257323943661972,0.014084507042253521,69.48408450704225,67.63478873239436,68.99957746478874,6.0574647887323945,0.11267605633802817,0.7887323943661971
108,TB_Mark Dominik,73.85,246.03333333333333,32.395833333333336,43.775,17.366666666666667,1.3946666666666667,3.9916666666666667,27.483333333333334,95.16666666666667,4.781000000000001,2.9256666666666664,0.162,0.0,63.620333333333335,66.62266666666667,67.24766666666667,6.026333333333333,0.06666666666666667,0.8666666666666667
109,TB_Rich McKay,74.64583333333333,262.8333333333333,31.6875,0.0,15.333333333333334,1.4566666666666668,4.251666666666666,30.166666666666668,105.83333333333333,7.579999999999999,4.491666666666666,0.0,0.0,62.663333333333334,64.34333333333333,66.90666666666667,5.941666666666666,0.0,1.0
110,TEN_Floyd Reese,74.44318181818181,249.3030303030303,32.36363636363637,0.0,14.090909090909092,1.1545454545454545,3.2763636363636364,23.863636363636363,84.24242424242425,4.763939393939395,2.653030303030303,0.27181818181818185,0.0,68.8209090909091,63.268787878787876,67.62090909090908,6.007272727272728,0.06060606060606061,0.8181818181818182
111,TEN_Jon Robinson,73.85197674418605,237.69767441860466,32.267906976744186,77.24744186046512,9.651162790697674,1.0625581395348838,3.0760465116279074,21.302325581395348,73.16279069767442,2.885813953488372,1.7706976744186047,2.4848837209302324,0.023255813953488372,70.87232558139536,73.10627906976744,73.59906976744186,6.102093023255813,0.13953488372093023,0.7441860465116279
112,TEN_Mike Reinfeldt,73.45075757575758,238.78787878787878,32.68939393939394,13.825757575757576,17.272727272727273,1.5960606060606062,4.577878787878788,29.439393939393938,99.63636363636364,4.542727272727273,3.0215151515151515,0.0,0.0,70.57787878787879,69.49151515151515,72.17545454545454,6.03060606060606,0.12121212121212122,0.696969696969697
113,TEN_Ran Carthon,74.73958333333333,258.5,32.5,78.64583333333333,6.416666666666667,0.9725,2.8275,27.75,96.91666666666667,0.65,0.0,4.751666666666666,0.16666666666666666,71.39333333333333,75.44,75.02166666666666,6.163333333333333,0.16666666666666666,0.75
114,TEN_Ruston Webster,73.78571428571429,249.46428571428572,32.517857142857146,77.64285714285714,17.071428571428573,1.5521428571428573,4.436428571428571,29.785714285714285,108.10714285714286,5.631785714285714,3.4074999999999998,0.185,0.0,72.09714285714286,69.06928571428571,71.72357142857143,6.015,0.14285714285714285,0.8214285714285714
115,WAS_Adam Peters,74.015625,228.25,32.15625,76.9375,1.75,1.17,3.41625,28.125,93.875,3.4175,2.05,4.5925,0.0,79.45375,73.68625,75.8075,6.06375,0.25,0.75
116,WAS_Bruce Allen,73.78725806451612,240.4516129032258,32.41209677419355,77.43612903225807,15.03225806451613,1.3151612903225807,3.817096774193548,27.016129032258064,83.25806451612904,3.7435483870967743,2.410967741935484,0.2874193548387097,0.0,70.47193548387096,70.5658064516129,71.40548387096774,6.03483870967742,0.12903225806451613,0.8387096774193549
117,WAS_Daniel Snyder,74.38020833333333,242.33333333333334,32.302083333333336,78.09895833333333,5.708333333333333,0.805,2.3379166666666666,15.729166666666666,59.25,1.8708333333333333,1.1612500000000001,4.7283333333333335,0.0,75.20333333333333,69.85583333333334,72.2925,6.0062500000000005,0.2916666666666667,0.6666666666666666
118,WAS_Martin Mayhew,74.14285714285714,239.42857142857142,32.5,78.82142857142857,4.857142857142857,1.16,3.384285714285714,29.285714285714285,101.71428571428571,1.0757142857142858,0.6571428571428571,4.744285714285715,0.0,73.18857142857144,70.31142857142858,72.23,5.95,0.14285714285714285,0.8571428571428571
119,WAS_Mike Shanahan,73.65178571428571,251.0,32.267857142857146,65.76785714285714,16.464285714285715,1.4375,4.0964285714285715,27.964285714285715,96.78571428571429,4.9325,3.0028571428571427,0.0,0.0,68.38714285714285,69.9675,70.58571428571429,5.967142857142858,0.17857142857142858,0.7142857142857143
120,WAS_Scott McCloughhan,73.83653846153847,247.92307692307693,32.45192307692308,78.02884615384616,12.923076923076923,1.3030769230769232,3.673076923076923,23.346153846153847,81.38461538461539,3.8923076923076922,2.36,0.0,0.0,63.16076923076923,67.50615384615384,66.6,6.001538461538461,0.0,1.0
121,WAS_Vinny Cerrato,74.08712121212122,240.6969696969697,32.56060606060606,0.0,13.515151515151516,0.9972727272727272,2.8678787878787877,19.848484848484848,65.15151515151516,3.519090909090909,2.083636363636364,0.42424242424242425,0.0,65.89333333333333,63.797575757575764,66.1939393939394,6.026060606060606,0.12121212121212122,0.696969696969697
