ID,Last_Season,predicted_value,min_value,mean_value,max_value,Seasons,Attempts,ForcedMissedTackleRate,ExplosiveRate,TDP,YardsAfterContact,YPRR,WAR,RushWAR,RecWAR,best_Attempts,best_ForcedMissedTackleRate,best_ExplosiveRate,best_TDP,best_YardsAfterContact,best_YPRR,best_WAR,best_RushWAR,best_RecWAR,worst_Attempts,worst_ForcedMissedTackleRate,worst_ExplosiveRate,worst_TDP,worst_YardsAfterContact,worst_YPRR,worst_WAR,worst_RushWAR,worst_RecWAR,Strength_Power 5,ht_in,wt,arm_in,wing_in,c_reps,c_10y,c_40y,c_vj_in,c_bj_in,c_3c,c_ss20,est_40y
Jordan James - 163295,2024,10.98,10.55,11.06,11.91,3,0.792555606,0.719473445,0.804357694,0.966409442,0.667725828,0.511141428,0.674033149,0.134401973,0.652897657,0.926009986,0.735360872,0.807535179,0.957784839,0.840217885,0.581247155,0.803762074,0.565380997,0.658513641,0.398093509,0.542896051,0.715388107,0.890603722,0.297321834,0.329995448,0.461108287,0.565380997,0.658513641,1,69.5,205,29.75,73.75,21.6,1.62,4.55,35,117,7.118,4.36,4.48
Demie SumoKarngbaye - 144006,2024,10.79,6.22,10.36,13.5,2,0.607353609,0.968679074,0.752156151,0.599636859,0.850204267,0.874943156,0.309392265,0.04377312,0.057953144,0.650930549,0.965047662,0.825692238,0.509305493,0.823876532,0.923987255,0.568886629,0.565380997,0.658513641,0.531093963,0.940535633,0.5814798,0.679981843,0.79210168,0.686845699,0.180986274,0.565380997,0.658513641,1,70.575,207,31.025,75.475,20.4,1.528,4.476,35.5,123.2,7.006,4.306,4.512
Brandon Thomas - 121788,2024,10.62,6.77,10.18,12.33,4,0.469359964,0.789832047,0.309123922,0.99364503,0.788016341,0.251477945,0.288297338,0.359432799,0.292848335,0.592374035,0.969133,0.721743078,0.996368588,0.953245574,0.329995448,0.27808846,0.565380997,0.658513641,0.414434862,0.298683613,0.070358602,0.91148434,0.310939628,0.259444697,0.333502796,0.565380997,0.658513641,0,70.775,212.4,30.45,74.125,19.6,1.57,4.53,33.4,119.8,7.006,4.218,4.504
Terrez Worthy - 190679,2024,10.6,7.8,10.73,13.15,1,0.515206537,0.951883795,0.866091693,0.661370858,0.646391285,0.46521146,0.230035158,0.067200986,0.341553637,0.410349523,0.880163414,0.713118475,0.46345892,0.466182478,0.334091944,0.149974581,0.068673565,0.269049859,0.716749887,0.970948706,0.911030413,0.800272356,0.786654562,0.660446063,0.493136756,0.068673565,0.269049859,0,71.675,221.6,31.351,75.226,21.4,1.554,4.536,35.5,120.8,7.132,4.268,4.524
Oscar Adaway - 100835,2024,10.54,4.43,10.45,14.47,4,0.681343622,0.757149342,0.607353609,0.487063096,0.823422606,0.331514325,0.473129081,0.45622688,0.487053021,0.613708579,0.890149796,0.793463459,0.451656832,0.873354517,0.635867091,0.639552618,0.617121355,0.534336783,0.702678166,0.565138448,0.098955969,0.523831139,0.578756241,0.209376422,0.15963396,0.617121355,0.534336783,0,72.7,229,31.4,75.725,18.2,1.55,4.564,33.3,117,7.074,4.27,4.544
Jordan Houston - 99592,2024,10.5,5.72,10.05,12.87,5,0.544711757,0.569223786,0.449387199,0.177939174,0.546981389,0.564802183,0.140130588,0.143649815,0.206535142,0.678620064,0.694053563,0.657739446,0.696323196,0.733091239,0.670914884,0.451448907,0.565380997,0.658513641,0,0.345891966,0.370857921,0,0.226963232,0.010013655,0.014743264,0.565380997,0.658513641,1,70.55,211.8,30.725,73.65,19,1.556,4.618,34.8,121.2,7.214,4.156,4.558
Devin Mockobee - 145111,2024,10.49,8.33,10.86,12.63,3,0.903313663,0.831593282,0.556059918,0.424421244,0.685882887,0.731241473,0.198895028,0.154747226,0.335388409,0.850658193,0.813436223,0.42623695,0.404448479,0.629142079,0.565771507,0.70920183,0.340545626,0.656632173,0.906945075,0.8061734,0.650022696,0.509759419,0.709033137,0.805188894,0.122013218,0.340545626,0.656632173,1,70.75,209.8,31.026,75,20.6,1.514,4.494,35.7,124,7.086,4.308,4.52
Marcus Major - 99488,2024,10.3,3.12,8.88,11.9,4,0.367680436,0.640490241,0.290512937,0.679981843,0.517022242,0.640745794,0.810145655,0.841553637,0.759556104,0.4030867,0.740354063,0.260099864,0.863368134,0.785292783,0.670914884,0.770716828,0.565380997,0.658513641,0.238311394,0.262369496,0.34271448,0.241488879,0.115751248,0.654073737,0.805287239,0.565380997,0.658513641,1,70.55,209.8,30.575,73.276,19.2,1.552,4.528,35.2,118.2,6.966,4.244,4.486
NayQuan Wright - 98803,2024,10.18,7.8,11.1,15.71,5,0.613254653,0.502042669,0.222423967,0.52246936,0.374489333,0.691678035,0.609743847,0.730579531,0.597410604,0.812074444,0.771221062,0.316840672,0.742623695,0.529732183,0.874829313,0.749364514,0.565380997,0.658513641,0.442124376,0.179300953,0.06672719,0.244666364,0.043123014,0.144742831,0.111337062,0.565380997,0.658513641,0,71.45,223.2,31.551,75.076,15,1.592,4.542,31.4,118.4,7.004,4.31,4.528
Jaden Nixon - 144652,2024,10.1,9.95,11.82,15.84,3,0.523831139,0.904221516,0.531093963,0.368134362,0.782115297,0.857662574,0.885484681,0.887792848,0.838471023,0.709487063,0.917385384,0.867907399,0.840671811,0.938719927,0.83750569,0.793594306,0.846660395,0.729068674,0.414434862,0.810258738,0.319110304,0,0.477984567,0.863905325,0.933909507,0.846660395,0.729068674,0,69.375,209,30.625,73.726,17.6,1.588,4.578,34.7,120.2,7.076,4.348,4.476
Johnny Richardson - 123760,2024,9.93,9.74,12.94,19.07,4,0.420335906,0.975487971,0.916477531,0.095778484,0.674080799,0.930877672,0.870416876,0.935881628,0.844636252,0.546073536,0.987743985,0.966863368,0.197911938,0.805719473,0.969959035,0.86273513,0.565380997,0.658513641,0,0.955969133,0.617793917,0,0.316386745,0.520710059,0.831723437,0.565380997,0.658513641,1,70.625,203.4,30.701,73.527,15.2,1.554,4.54,34.3,120.2,6.946,4.298,4.446
Harrison Waylee - 130584,2024,9.86,2.97,7.67,10.96,5,0.758057195,0.551066727,0.567862006,0.218792556,0.685428961,0.213733515,0.304871924,0.276818742,0.383477189,0.777122106,0.733545166,0.525646845,0.32864276,0.70994099,0.299044151,0.561260803,0.565380997,0.658513641,0.599182932,0.388107127,0.652746255,0.212891512,0.521561507,0.184342285,0.189628876,0.565380997,0.658513641,0,72.75,232.2,31.8,76.35,20,1.534,4.496,35.3,122,7.102,4.286,4.568
Robert Henry - 174094,2024,9.8,7.46,9.47,11.58,2,0.78302315,0.773036768,0.268724467,0.890603722,0.715842034,0.593451569,0.91210447,0.805178792,0.877928483,0.636404902,0.724920563,0.196096232,0.876985928,0.577848389,0.529358216,0.86578546,0.715898401,0.823142051,0.889695869,0.779391739,0.462551067,0.836586473,0.802088062,0.660446063,0.906964921,0.715898401,0.823142051,0,69.576,208.6,30.95,74.901,14.8,1.596,4.566,35.5,118.6,7.066,4.266,4.502
Brandon High - 174095,2024,9.62,3.87,9.62,14.66,1,0.613254653,0.729913754,0.153427145,0.95506128,0.418974126,0.308776717,0.804620794,0.675709001,0.74784217,0.488878802,0.587380844,0.118474807,0.867907399,0.296413981,0.223031406,0.621250635,0.432737535,0.546566322,0.792555606,0.831593282,0.312301407,0.967317295,0.623694961,0.520710059,0.906456533,0.432737535,0.546566322,0,72.65,244,31.9,77,20.8,1.656,4.748,33.6,117,7.168,4.3,4.558
Floyd Chalk - 167095,2024,9.6,3.46,9,15.1,1,0.876985928,0.911938266,0.585111212,0.845211076,0.723104857,0.273306048,0.496735309,0.318125771,0.336004932,0.746255107,0.815705856,0.405810259,0.646845211,0.542442124,0.20254893,0.310625318,0.209783631,0.265286924,0.934180663,0.946890604,0.736268724,0.89605084,0.833408988,0.483841602,0.695983732,0.209783631,0.265286924,0,70.475,221,30.701,74.176,20.6,1.554,4.568,35.1,121.2,7.13,4.288,4.58
LeVeon Moss - 158664,2024,9.42,5.03,8.34,10.74,3,0.533363595,0.579664094,0.566500227,0.752156151,0.836586473,0.638926785,0.299849322,0.110357583,0.336621455,0.613708579,0.550612801,0.487970949,0.837948252,0.914207898,0.765134274,0.25571937,0.565380997,0.658513641,0.056740808,0.583295506,0.65592374,0.642759873,0.720381298,0.452890305,0.480427046,0.565380997,0.658513641,1,71.1,216,31.275,75.65,17.6,1.548,4.574,35,122.8,7.06,4.204,4.538
Bryson Donelson - 191080,2024,9.38,5.71,8.91,11.29,1,0.507943713,0.67907399,0.942351339,0.448933273,0.980481162,0.403819918,0.095429432,0.041923551,0.183107275,0.4030867,0.534725374,0.850204267,0.310031775,0.934634589,0.29449249,0.065073716,0.040451552,0.154280339,0.708125284,0.798002724,0.955515207,0.666364049,0.985474353,0.610832954,0.291814947,0.040451552,0.154280339,0,69.875,210.6,30.951,74.201,19.2,1.562,4.532,34.1,118.4,7.126,4.262,4.504
EJ Smith - 131782,2024,9.36,5.08,8.61,11.99,4,0.177031321,0.962324103,0.687698593,0.466636405,0.495233772,0.842655753,0.694625816,0.884710234,0.728729963,0.262823423,1,0.825692238,0.925102133,0.946436677,0.889394629,0.769191662,0.565380997,0.658513641,0.02950522,0.482069905,0.368588289,0,0.019064911,0.747837961,0.585155058,0.565380997,0.658513641,1,70.675,207.4,30.7,73.776,17,1.556,4.528,33.7,121,7.03,4.208,4.498
Derrick McFall - 183252,2024,9.22,5.87,8.76,10.84,1,0,0.889241943,0.417612347,0.935996369,0.402632773,0.990904957,0.602712205,0.511097411,0.627003699,0,0.78302315,0.291874716,0.812074444,0.285065819,0.978152025,0.40569395,0.565380997,0.658513641,0,0.931457104,0.617793917,0.954153427,0.609623241,0.99408284,0.780376207,0.565380997,0.658513641,0,71.25,213.6,30.65,74.85,21,1.562,4.57,34.2,118.4,7.082,4.26,4.496
Kylin James - 150195,2024,9.19,6.64,9.09,12.56,1,0.586926918,0.97049478,0.822060826,0.734453019,0.994098956,0.053206003,0.363134103,0.495067818,0.375462392,0.467998184,0.918747163,0.64956877,0.530640036,0.978665456,0.052799272,0.223182511,0.29915334,0.287864534,0.777576033,0.983204721,0.889241943,0.842941443,0.995460735,0.123805189,0.599389934,0.29915334,0.287864534,0,70.7,217.6,30.726,74.151,20.8,1.532,4.526,35.6,121.8,7.178,4.368,4.524
Chez Mellusi - 99597,2024,9.15,-1.1,7.72,12.03,6,0.503404448,0.110758057,0.34271448,0.781661371,0.511575125,0.361527967,0.44148669,0.472872996,0.479654747,0.803903768,0.209714026,0.405810259,0.957784839,0.84339537,0.599908967,0.459074733,0.565380997,0.658513641,0.056740808,0.085338175,0.195188379,0.312301407,0.287789378,0.023668639,0.520589731,0.565380997,0.658513641,1,71.675,220.8,31.275,75.75,17.2,1.56,4.61,32.3,119.2,7.094,4.262,4.554
Jamal Haynes - 143918,2024,9.14,6.81,9.09,11.35,2,0.914661825,0.820699047,0.786654562,0.597821153,0.746255107,0.502046385,0.027122049,0.008631319,0.03945746,0.807535179,0.798002724,0.754425783,0.493418066,0.577848389,0.41101502,0.082867311,0.010348071,0.169332079,0.953245574,0.809804812,0.769405356,0.688606446,0.837948252,0.610832954,0.023385867,0.010348071,0.169332079,1,70.25,207.6,31.025,74.25,18.8,1.578,4.526,33.3,117,7.108,4.246,4.488
George Pettaway - 156351,2024,9.13,7.38,9.44,12.13,1,0.896958693,0.533363595,0.958692692,0.303676804,0.715842034,0.725329695,0.649924661,0.74784217,0.837854501,0.772128915,0.394462097,0.889241943,0.221062188,0.534725374,0.537551206,0.665988815,0.562558796,0.666039511,0.946890604,0.688152519,0.966409442,0.538356786,0.828415797,0.824761038,0.527707168,0.562558796,0.666039511,0,69.8,210.2,30.75,74.175,14.6,1.58,4.552,35,119.6,7.082,4.246,4.488
Viron Ellison - 190723,2024,8.92,5.43,8.26,10.92,1,0.368588289,0.606899682,0.952337721,0.127553336,0.95506128,0.791723511,0.280261175,0.101726264,0.353267571,0.320018157,0.456650023,0.87290059,0.104403087,0.873354517,0.626763769,0.178444331,0.091251176,0.275634995,0.58919655,0.744893327,0.961416251,0.283250113,0.968225148,0.868001821,0.542958821,0.091251176,0.275634995,0,69.4,202.6,30.85,74.7,19.2,1.554,4.528,35.2,119.6,7.046,4.258,4.496
Johnnie Daniels - 184755,2024,8.77,7.38,9.27,10.73,1,0.701770313,0.911938266,0.809804812,0.42487517,0.878801634,0.334242838,0.053741838,0.175709001,0.109124538,0.556967771,0.815705856,0.624602814,0.287789378,0.733091239,0.243969049,0.038129131,0.136406397,0.095954845,0.844757149,0.946890604,0.877439855,0.642759873,0.926463913,0.546654529,0.19166243,0.136406397,0.095954845,1,70.2,208.4,31.101,74.176,18.6,1.56,4.498,32.1,116,7.152,4.36,4.522
Jordan Lyle - 189441,2024,8.6,4.28,8.22,10.75,1,0.305038584,0.794825238,0.809804812,0.905583296,0.969133,0.240563893,0.722250126,0.511097411,0.627003699,0.262823423,0.644121652,0.624602814,0.74716296,0.904675443,0.176149294,0.523640061,0.565380997,0.658513641,0.517022242,0.873354517,0.877439855,0.932818883,0.97821153,0.445152481,0.85612608,0.565380997,0.658513641,1,72.275,224.8,31.85,76.7,20.2,1.556,4.582,34.8,122.6,7.088,4.304,4.476
Mel Brown - 169178,2024,8.51,6.19,9.33,13,1,0.743531548,0.690422152,0.654561961,0.136177939,0.888788016,0.593451569,0.751381215,0.682490752,0.646115906,0.592374035,0.548343168,0.468906037,0.110304131,0.749886518,0.426035503,0.552109812,0.439322672,0.443085607,0.870630958,0.808896959,0.786654562,0.300953246,0.931003177,0.747837961,0.87544484,0.439322672,0.443085607,0,69.575,212.8,30.725,73.675,19.8,1.576,4.574,35,120,7.122,4.294,4.494
Rodney Hill - 156290,2024,8.49,2.7,7.92,11.05,3,0.124829778,0.966863368,0.578302315,0.532455742,0.868815252,0.853115052,0.393269714,0.511097411,0.627003699,0.235587835,0.993191103,0.901951884,0.713572401,0.972310486,0.977696859,0.424504321,0.565380997,0.658513641,0.056740808,0.884702678,0.263731276,0.34407626,0.422151611,0.023668639,0.351804779,0.565380997,0.658513641,1,70.025,212.2,30.95,74.575,19.8,1.56,4.602,35.1,122,6.98,4.258,4.514
Myles Montgomery - 144232,2024,8.47,6.98,9.22,12.02,2,0.339990921,0.891511575,0.781207444,0.680435769,0.964139809,0.46521146,0.503264691,0.299013564,0.438964242,0.341806627,0.847934635,0.624602814,0.560599183,0.973672265,0.704597178,0.438739197,0.565380997,0.658513641,0.480254199,0.898774399,0.846118929,0.750340445,0.893781207,0.152935822,0.605490595,0.565380997,0.658513641,1,71.45,218.8,31.375,75.9,21.4,1.586,4.636,32.8,120,7.098,4.304,4.48
Justice Ellison - 123383,2024,8.47,6.82,8.35,9.34,5,0.746255107,0.46209714,0.244666364,0.502496596,0.567862006,0.338790359,0.756403817,0.631935882,0.734895191,0.797548797,0.613708579,0.513390831,0.647753064,0.632773491,0.352298589,0.771225216,0.565380997,0.658513641,0.130730822,0.173399909,0.165683159,0.206082615,0.367680436,0.317705963,0.451957295,0.565380997,0.658513641,1,69.925,214.4,30.2,73.425,16.8,1.58,4.618,32.9,117.2,7.152,4.362,4.514
Kyle Monangai - 129891,2024,8.42,6.13,8.85,11.68,4,0.904675443,0.705401725,0.243758511,0.508851566,0.653654108,0.346521146,0.430939227,0.253390875,0.509247842,0.951883795,0.791647753,0.433045847,0.622787108,0.70994099,0.479289941,0.723945094,0.40639699,0.684854186,0.599182932,0.530640036,0.147980027,0.321833863,0.614616432,0.274010014,0.142348754,0.40639699,0.684854186,1,68.25,211,28.75,72,20.8,1.54,4.6,34.5,117,7.192,4.296,4.5
Mark Fletcher - 175374,2024,8.38,6.12,8.36,10.37,2,0.701770313,0.789378121,0.640036314,0.834770767,0.800272356,0.446111869,0.153189352,0.178175092,0.231812577,0.570131639,0.802541988,0.52246936,0.8216069,0.772582842,0.340919436,0.287239451,0.208842897,0.315145814,0.831593282,0.737630504,0.722197004,0.781661371,0.756241489,0.614929449,0.156075241,0.208842897,0.315145814,1,70.525,211.4,31.001,74.226,21,1.532,4.476,35.7,120.8,7.116,4.31,4.468
Kalel Mullings - 129590,2024,8.17,3.34,7.49,13.24,2,0.713572401,0.680889696,0.482977758,0.588742624,0.912846119,0.611186903,0.697639377,0.30702836,0.656596794,0.825238311,0.644121652,0.624602814,0.640036314,0.866091693,0.722348657,0.512455516,0.565380997,0.658513641,0.257376305,0.690876078,0.317294598,0.486609169,0.901044031,0.373236231,0.829689883,0.565380997,0.658513641,1,73.5,226,31.75,78,20.4,1.606,4.556,32.5,118.4,7.198,4.328,4.58
Kiefer Sibley - 183481,2024,8.08,2.96,7.25,10.53,1,0.21561507,0.612800726,0.757603268,0,0.846118929,0.697135061,0.838774485,0.885326757,0.785450062,0.190649115,0.462551067,0.572401271,0,0.682251475,0.514792899,0.67717336,0.754468485,0.594543744,0.380390377,0.748978665,0.852927826,0,0.907399001,0.812926718,0.92323335,0.754468485,0.594543744,0,70.5,209.4,30.75,74.55,19.2,1.544,4.51,34.7,122.4,7.126,4.272,4.5
Anthony Watkins - 99165,2024,8,2.51,7.01,10.53,3,0.775760327,0.535179301,0.563776668,0.438946891,0.878347708,0.710777626,0.687594174,0.454377312,0.591861899,0.858374943,0.701316387,0.878801634,0.41715842,0.921470722,0.886663632,0.668022369,0.611476952,0.517403575,0.755333636,0.393100318,0.363595098,0.346799818,0.752610077,0.423304506,0.630401627,0.611476952,0.517403575,0,70.2,204.6,30.575,74.275,18.2,1.54,4.496,35.7,123,6.984,4.278,4.486
KayRon Adams - 101643,2024,7.77,5.14,9.5,15.65,6,0.631865638,0.678620064,0.267362687,0.220608261,0.54561961,0.659390632,0.546961326,0.340937115,0.500616523,0.929187472,0.883794825,0.695869269,0.467544258,0.598729006,0.876194811,0.8113879,0.565380997,0.658513641,0.238311394,0.110304131,0.06672719,0.233318202,0.498865184,0.123805189,0.250635486,0.565380997,0.658513641,0,70.475,215.8,30.651,73.751,15.6,1.572,4.554,34.2,121,7.082,4.298,4.518
Jekail Middlebrook - 170487,2024,7.7,4.46,7.59,11.64,1,0.350885157,0.882433046,0.691330005,0.345891966,0.846118929,0.861300591,0.656454043,0.6972873,0.592478422,0.301861099,0.774398547,0.503858375,0.241034952,0.682251475,0.728720983,0.457041179,0.466603951,0.392285983,0.570585565,0.928279619,0.813436223,0.578756241,0.907399001,0.905325444,0.815963396,0.466603951,0.392285983,0,69.875,205.2,30.35,74.325,20.6,1.542,4.542,35.5,121.2,7.2,4.318,4.496
Wayshawn Parker - 184224,2024,7.52,1.1,6.16,8.5,1,0.8216069,0.778029959,0.667725828,0.277349069,0.795279165,0.361982719,0.042692115,0.115906289,0.062268804,0.678620064,0.631411711,0.480708125,0.204720835,0.617793917,0.264451525,0.033045247,0.100658514,0.058325494,0.906945075,0.863822061,0.797094871,0.509759419,0.874716296,0.571688666,0.162175902,0.100658514,0.058325494,1,70.95,213,31.426,75.101,16.2,1.608,4.56,32.4,116.2,7.202,4.272,4.558
Davon Booth - 174754,2024,7.46,3.1,7.68,10.88,2,0.8216069,0.718111666,0.684067181,0.509305493,0.763504312,0.446111869,0.770467102,0.426633785,0.705302096,0.742169768,0.774398547,0.624602814,0.453472537,0.74580118,0.523441056,0.821555669,0.646284102,0.764816557,0.878347708,0.610077167,0.704039946,0.575578756,0.726736269,0.373236231,0.447890188,0.646284102,0.764816557,1,71.4,216.6,31.125,75.45,20.2,1.552,4.472,33.8,124.2,7.132,4.32,4.554
Peny Boone - 129498,2024,7.44,0.98,6.87,12.24,4,0.633227417,0.699046754,0.601452565,0.70086246,0.777122106,0.454297408,0.319939729,0.120221948,0.381011097,0.848842488,0.868815252,0.864275987,0.794825238,0.889695869,0.670914884,0.288256228,0.565380997,0.658513641,0.21697685,0.118474807,0.235587835,0.441216523,0.597821153,0.144742831,0.363497712,0.565380997,0.658513641,0,70,211.8,30.75,73.775,17,1.548,4.51,34.3,120.4,7.046,4.274,4.522
Devonte Lyons - 189778,2024,7.33,4.96,7.85,12,1,0.203812982,0.296413981,0.988197912,0.594189741,0.900590104,0.791723511,0.692616775,0.511097411,0.627003699,0.181570586,0.226963232,0.963685883,0.404902406,0.764412165,0.626763769,0.493136756,0.565380997,0.658513641,0.367680436,0.464366773,0.990013618,0.762142533,0.937358148,0.868001821,0.835282156,0.565380997,0.658513641,0,70.7,212.4,31.025,74.825,20.8,1.564,4.542,34.2,119.6,7.104,4.306,4.482
Raheim Sanders - 146626,2024,7.29,5.53,8.21,13.28,4,0.855651384,0.856559237,0.595551521,0.576486609,0.630049932,0.768531151,0.76494224,0.43649815,0.659062885,0.910576487,0.889241943,0.755333636,0.583749433,0.728551975,0.728720983,0.881037112,0.80056444,0.831608655,0.58919655,0.659101226,0.403540626,0.560599183,0.375397186,0.715521165,0.269445857,0.80056444,0.831608655,1,72,217,31.5,76.25,19.6,1.55,4.46,36.5,121,7.098,4.316,4.64
Ahmani Marshall - 123391,2024,7.17,0.27,6.55,10.61,2,0.72401271,0.198819791,0.608715388,0.644121652,0.576940536,0.429740791,0.604218985,0.536991369,0.570900123,0.728098048,0.266454834,0.589650477,0.482523831,0.695415343,0.317250797,0.634977123,0.420507996,0.556914393,0.695869269,0.182932365,0.603722197,0.770313209,0.380844303,0.624487938,0.511947128,0.420507996,0.556914393,0,72.4,234.8,31.7,76.5,16.6,1.564,4.568,34.8,122.8,7.13,4.306,4.552
Aidan Laughery - 158212,2024,7.12,4.93,6.62,8.74,1,0.647299138,0.340898774,0.794825238,0.497049478,0.878801634,0.246020919,0.343545957,0.25215783,0.423551171,0.512029051,0.262369496,0.606899682,0.346799818,0.733091239,0.180700956,0.211997966,0.171213547,0.300094073,0.81252837,0.527916478,0.871992737,0.70857921,0.926463913,0.452890305,0.587697001,0.171213547,0.300094073,1,70.425,215.6,30.626,74.001,22,1.556,4.528,32.4,116.4,7.224,4.318,4.514
Carson Hansen - 174669,2024,7.11,0.82,5.88,7.97,1,0.868361325,0.283250113,0.301861099,0.957330912,0.692237857,0.301500682,0.024108488,0.05918619,0.052404439,0.733091239,0.211983659,0.214253291,0.873808443,0.505674081,0.215748748,0.017285206,0.062088429,0.052681091,0.928279619,0.446209714,0.496141625,0.969133,0.810712665,0.513427401,0.096085409,0.062088429,0.052681091,1,69.65,207.4,30.425,72.775,20.8,1.556,4.488,33,115.8,7.236,4.36,4.558
Elijah Davis - 176332,2024,7.07,2.92,7.41,10.87,2,0.655015887,0.708125284,0.87290059,0.878347708,0.794825238,0.212369259,0.233550979,0.163995068,0.163378545,0.774852474,0.735360872,0.901951884,0.840671811,0.689060372,0.235776058,0.332486019,0.565380997,0.658513641,0.257376305,0.639128461,0.725374489,0.83567862,0.824784385,0.279927173,0.269954245,0.565380997,0.658513641,0,70.05,210.8,30.45,73.75,20.8,1.532,4.484,36.5,121.4,7.088,4.25,4.5
LJ Martin - 175035,2024,6.9,5.21,6.37,7.33,2,0.771674989,0.804357694,0.788016341,0.552882433,0.763504312,0.306957708,0.123556002,0.167077682,0.237361282,0.681797549,0.671811167,0.645937358,0.467998184,0.608715388,0.334091944,0.135231317,0.138287865,0.269990593,0.844757149,0.873354517,0.848388561,0.642759873,0.840671811,0.367319071,0.245551601,0.138287865,0.269990593,1,70.525,211.4,31.001,74.226,20.6,1.542,4.506,33.6,118.4,7.208,4.336,4.496
Kobe Pace - 122155,2024,6.9,-0.01,5.55,8.63,4,0.624602814,0.472083522,0.153881071,0.62006355,0.272809805,0.733515234,0.813159216,0.833538841,0.824907522,0.640490241,0.687698593,0.390376759,0.925102133,0.655469814,0.697769686,0.855109304,0.565380997,0.658513641,0.130730822,0.275079437,0.060826146,0.203359056,0.097140263,0.783340919,0.502796136,0.565380997,0.658513641,1,71.475,213.2,31.675,75.125,17.8,1.572,4.526,34.1,119,6.984,4.246,4.456
Greg Burrell - 184204,2024,6.9,4.8,7.62,11.08,1,0.396277803,0.920562869,0.824330458,0.586019065,0.972310486,0.112323784,0.359116022,0.55918619,0.371763255,0.337267363,0.829777576,0.653200182,0.402178847,0.91148434,0.098315885,0.220132181,0.326434619,0.286923801,0.617793917,0.953245574,0.890149796,0.758511121,0.980935089,0.274010014,0.596339603,0.326434619,0.286923801,0,69.75,209.8,30.5,73.6,20.8,1.536,4.504,35.3,120.6,7.178,4.358,4.516
Davion Gause - 183328,2024,6.49,4.99,6.78,8.04,1,0.414434862,0.527008625,0.874262369,0.78302315,0.846118929,0.519326967,0.302360623,0.453760789,0.376695438,0.346799818,0.391738538,0.729913754,0.575578756,0.682251475,0.369594902,0.191154042,0.268109125,0.288805268,0.635043123,0.683159328,0.919201089,0.86518384,0.907399001,0.693673191,0.562785968,0.268109125,0.288805268,1,69.825,213.4,30.801,74.226,22.4,1.544,4.498,33.2,118.8,7.18,4.34,4.494
Elijah Green - 122836,2024,6.46,3.41,6.39,9.56,2,0.523831139,0.303222878,0.754879709,0.990013618,0.348161598,0.177808095,0.820693119,0.832922318,0.901972873,0.656377667,0.32728098,0.944620971,0.994098956,0.266000908,0.329995448,0.800203355,0.565380997,0.658513641,0.106218793,0.334543804,0.234679982,0.874262369,0.536087154,0.023668639,0.758515506,0.565380997,0.658513641,1,72.15,219.2,31.05,75.125,20,1.568,4.584,35.5,125.2,7.032,4.252,4.528
Josh Williams - 99171,2024,6.43,2.99,6.36,9.53,3,0.592827962,0.720381298,0.369496142,0.865637767,0.503404448,0.784902228,0.857358112,0.781134402,0.827990136,0.592374035,0.815705856,0.343622333,0.893781207,0.629142079,0.830223031,0.782918149,0.745061148,0.737535278,0.531093963,0.565138448,0.457103949,0.802995915,0.326827054,0.660446063,0.904931368,0.745061148,0.737535278,1,70.325,205.8,30.4,73.801,18.2,1.544,4.49,35.8,120.8,6.954,4.21,4.496
Ulysses Bentley - 97200,2024,6.19,5.05,6.42,8.21,4,0.717203813,0.788016341,0.699500681,0.679527916,0.721289151,0.613460664,0.864892014,0.61405672,0.812577065,0.797548797,0.867453473,0.777576033,0.638674535,0.881071266,0.561675011,0.900355872,0.810912512,0.870178739,0.748978665,0.6277803,0.287789378,0.716749887,0.505674081,0.507965407,0.331469243,0.810912512,0.870178739,0,69.875,201,29,71.125,19.2,1.59,4.62,32.5,117,7.182,4.346,4.5
Dylan Edwards - 171893,2024,6.18,-1.95,3.77,6.41,2,0.470267817,0.949160236,0.85882887,0.491148434,0.746255107,0.786721237,0.012054244,0.002466091,0.027743527,0.376758965,0.878347708,0.947798457,0.674534725,0.869269178,0.635867091,0.074224708,0.015992474,0.143932267,0.684975034,0.969133,0.504766228,0.249659555,0.430322288,0.857988166,0.012201322,0.015992474,0.143932267,1,71.35,214.4,31.7,75.926,19.6,1.52,4.526,35.3,122.6,6.966,4.264,4.526
Nathan Carter - 147376,2024,6.17,-3.92,3.8,6.84,4,0.773490695,0.768497503,0.661370858,0.203812982,0.691330005,0.472032742,0.048719237,0.025893958,0.045622688,0.833408988,0.8061734,0.89468906,0.371311847,0.741715842,0.467000455,0.261311642,0.565380997,0.658513641,0.608261462,0.619155697,0.451202905,0.276895143,0.498865184,0.498862085,0.033553635,0.565380997,0.658513641,1,71.351,208.2,30.95,74.825,18.2,1.534,4.5,35.5,122.6,7.074,4.244,4.536
Michael Benefield - 109080,2024,6.15,0.2,4.41,7.59,1,0.828415797,0.16432138,0.15660463,0.408987744,0.217884703,0.170077308,0.649924661,0.260172626,0.258939581,0.68679074,0.132092601,0.119836586,0.281434408,0.171130277,0.133818844,0.665988815,0.174976482,0.2144873,0.910576487,0.298683613,0.319110304,0.63413527,0.411711303,0.35685025,0.527707168,0.174976482,0.2144873,0,73.875,244,32.7,78.4,19.6,1.662,4.65,33.6,115.4,7.14,4.292,4.576
