ID,Last_Season,predicted_value,min_value,mean_value,max_value,Seasons,Attempts,ForcedMissedTackleRate,ExplosiveRate,TDP,YardsAfterContact,YPRR,WAR,RushWAR,RecWAR,best_Attempts,best_ForcedMissedTackleRate,best_ExplosiveRate,best_TDP,best_YardsAfterContact,best_YPRR,best_WAR,best_RushWAR,best_RecWAR,worst_Attempts,worst_ForcedMissedTackleRate,worst_ExplosiveRate,worst_TDP,worst_YardsAfterContact,worst_YPRR,worst_WAR,worst_RushWAR,worst_RecWAR,Strength_Power 5,ht_in,wt,arm_in,wing_in,c_reps,c_10y,c_40y,c_vj_in,c_bj_in,c_3c,c_ss20,est_40y
Cameron Davis - 72376,2024,1.94,-6.31,0.9,4.81,3,0.52246936,0.519291875,0.304130731,0.611892873,0.335905583,0.799454297,0.278754395,0.356966708,0.367447596,0.560145256,0.550612801,0.411257376,0.973672265,0.517476169,0.851160674,0.501779359,0.520225776,0.409219191,0.380390377,0.288697231,0.189287335,0,0.310939628,0.67728721,0.110320285,0.520225776,0.409219191,1,71.75,216.4,30.9,74.5,17.2,1.58,4.572,32.1,119.2,7.074,4.23,4.542
Isaiah Augustave - 172398,2024,1.9,-1.2,1.35,3.26,2,0.347707671,0.84339537,0.199727644,0.445755788,0.911030413,0.193269668,0.138623807,0.162762022,0.081381011,0.436677258,0.749886518,0.255560599,0.421243759,0.895142987,0.171142467,0.266903915,0.565380997,0.658513641,0.238311394,0.884702678,0.195188379,0.497503404,0.859282796,0.339098771,0.159125572,0.565380997,0.658513641,1,70.7,216.8,30.575,74.375,21,1.538,4.514,32.6,118,7.184,4.376,4.508
Jeremy Payne - 183837,2024,1.87,-0.52,1.58,3.4,1,0.295506128,0.973672265,0.102587381,0.738992283,0.147980027,0.649840837,0.869412356,0.82675709,0.821208385,0.253744893,0.921924648,0.082614616,0.532909669,0.123014072,0.472462449,0.714794103,0.669802446,0.638758231,0.505220154,0.985020427,0.231956423,0.843849296,0.30549251,0.783340919,0.938485003,0.669802446,0.638758231,1,69.85,208,30.4,74.075,18.2,1.61,4.616,32.8,116.4,7.168,4.288,4.46
BJ Harris - 146874,2024,1.82,-1.75,0.54,2.1,1,0.594643668,0.59055833,0.441670449,0.345891966,0.548797095,0.88631196,0.828729282,0.840937115,0.765104809,0.472991375,0.441670449,0.311393554,0.241034952,0.390376759,0.773782431,0.66141332,0.687676388,0.566321731,0.782569224,0.728098048,0.640944167,0.578756241,0.719019519,0.920801092,0.915607524,0.687676388,0.566321731,0,70.2,219.4,30.9,74.15,20,1.626,4.608,35.4,118.6,7.22,4.278,4.524
Corey Kiner - 86392,2024,1.8,0.41,3.89,9.68,4,0.831139355,0.818883341,0.621425329,0.342260554,0.645483432,0.120509322,0.485685585,0.424167694,0.506781751,0.873808443,0.939173854,0.797548797,0.601906491,0.861552429,0.223031406,0.822064057,0.435559737,0.777046096,0.716749887,0.325465275,0.525192919,0.340444848,0.259645937,0.126991352,0.425521098,0.435559737,0.777046096,1,68.625,209,30.5,75.5,19,1.59,4.57,34.5,125,7.032,4.294,4.53
Nolan Ray - 170203,2024,1.8,-0.62,2.15,4.9,1,0.477984567,0.965501589,0.417612347,0.240127099,0.956423059,0.403819918,0.110999498,0.122071517,0.193588163,0.382206083,0.913300045,0.291874716,0.183386291,0.876078075,0.29449249,0.07676665,0.106302916,0.163687676,0.689514299,0.979573309,0.617793917,0.464366773,0.970040853,0.610832954,0.318759532,0.106302916,0.163687676,1,70.525,209.4,31.1,74.275,18.2,1.57,4.512,33,118,7.198,4.382,4.496
Antwain Littleton - 144892,2024,1.7,-6.76,-0.17,5,3,0.52246936,0.573309124,0.080798911,0.464366773,0.610531094,0.308321965,0.112506278,0.254623921,0.210234279,0.488878802,0.631865638,0.202905129,0.796187018,0.81389015,0.426035503,0.445856634,0.370649106,0.384760113,0.650476623,0.597367227,0.070358602,0.221062188,0.455288243,0.236686391,0.108795119,0.370649106,0.384760113,0,71.775,234.8,31.15,75.05,20.6,1.544,4.532,34.8,120.8,7.086,4.242,4.574
Arnold Barnes - 169972,2024,1.59,-3.74,0.17,4.75,1,0.581933727,0.506128007,0.46209714,0.867907399,0.402632773,0.185538881,0.716725264,0.720715166,0.61837238,0.460735361,0.374489333,0.324103495,0.675896505,0.285065819,0.140646336,0.520081342,0.50611477,0.425211665,0.773036768,0.669087608,0.65592374,0.908760781,0.609623241,0.373236231,0.853584138,0.50611477,0.425211665,0,72.675,242.8,31.95,76.625,20.2,1.648,4.752,31.5,115.4,7.202,4.368,4.572
Aaron Young - 97161,2024,1.38,-6.83,1.15,7.36,4,0.486609169,0.546981389,0.134362233,0.505674081,0.486155243,0.649840837,0.156705173,0.136251541,0.226263872,0.797548797,0.67271902,0.396277803,0.88833409,0.625510667,0.796540737,0.49211998,0.690498589,0.395108184,0.238311394,0.354970495,0.027235588,0,0.455288243,0.490669094,0.2236909,0.690498589,0.395108184,0,71.225,216.8,31.026,73.901,18.8,1.544,4.524,34,120.4,7.106,4.294,4.542
Rodrigues Clark - 101068,2024,1.37,-8.69,-1.87,3.29,5,0.585111212,0.6123468,0.538356786,0.254652746,0.455288243,0.161891769,0.482672024,0.456843403,0.486436498,0.678620064,0.773036768,0.874716296,0.46345892,0.511575125,0.247610378,0.62938485,0.565380997,0.658513641,0.02950522,0.409895597,0.235587835,0.205174762,0.274625511,0.023668639,0.315709202,0.565380997,0.658513641,0,72.425,234.6,31.7,75.675,19.6,1.554,4.538,34.3,122,7.144,4.278,4.582
Myles Bailey - 145722,2024,1.34,-1.87,1.71,5.89,4,0.304584657,0.729459828,0.488424875,0.185201997,0.715388107,0.800818554,0.754394776,0.837854501,0.87053021,0.530640036,0.838856105,0.777576033,0.560599183,0.755787562,0.804278562,0.804270463,0.565380997,0.658513641,0.130730822,0.332274172,0.165683159,0,0.455288243,0.789713245,0.606507372,0.565380997,0.658513641,0,69.475,211,30.575,73.575,18.2,1.564,4.582,34.5,120.4,7.066,4.384,4.534
OJ Arnold - 158336,2024,1.34,-2.64,1.11,4.16,3,0.364502951,0.597821153,0.834770767,0.585111212,0.744893327,0.519326967,0.579105977,0.577681874,0.508014797,0.38901498,0.67271902,0.825692238,0.622787108,0.608715388,0.472462449,0.783934926,0.565380997,0.658513641,0.398093509,0.310939628,0.769859283,0.382660009,0.807989106,0.601729631,0.136248094,0.565380997,0.658513641,0,70.625,203.8,30.95,74.75,17.2,1.542,4.504,35.8,121.6,7.034,4.228,4.482
Samuel Brown V - 162899,2024,1.22,0.03,2.45,4.63,3,0.377666818,0.180208806,0.117113028,0.608715388,0.7753064,0.623010459,0.630838774,0.697903822,0.71701603,0.449387199,0.308669995,0.106218793,0.762142533,0.91783931,0.635867091,0.612099644,0.565380997,0.658513641,0.320018157,0.142986836,0.228778938,0.552428507,0.542896051,0.498862085,0.556685308,0.565380997,0.658513641,1,71.725,221.4,31.1,74.875,20,1.568,4.546,33.9,117.2,7.062,4.334,4.51
Elijah Gilliam - 73621,2024,1.12,0.48,1.74,3.75,2,0.701770313,0.798910576,0.25419882,0.778483886,0.271901952,0.78535698,0.842290306,0.836621455,0.795930949,0.613708579,0.800726282,0.338175216,0.654108034,0.390376759,0.640418753,0.772241993,0.797742239,0.707431797,0.800726282,0.763504312,0.226509305,0.808443032,0.211529732,0.854346837,0.867310625,0.797742239,0.707431797,0,69.9,206,30.1,72.601,17,1.588,4.612,34.5,118.8,7.094,4.34,4.51
Nate Frazier - 191146,2024,0.92,-3.99,0.66,3.25,1,0.809804812,0.378574671,0.492510213,0.788016341,0.408987744,0.494315598,0.215469613,0.097410604,0.304562269,0.664548343,0.289605084,0.349069451,0.584203359,0.290512937,0.352298589,0.140823589,0.087488241,0.242709313,0.901044031,0.560145256,0.681343622,0.867907399,0.614616432,0.67728721,0.477885104,0.087488241,0.242709313,1,70.25,216.2,30.475,73.4,22.2,1.594,4.54,33.3,116.4,7.226,4.292,4.558
Cameron Dickey - 184897,2024,0.81,-1.9,0.95,3,1,0.190195188,0.741715842,0.809804812,0.198819791,0.777122106,0.593451569,0.753390256,0.511097411,0.627003699,0.17203813,0.600090785,0.624602814,0.155242851,0.598729006,0.426035503,0.553126589,0.565380997,0.658513641,0.350885157,0.839763958,0.877439855,0.403994553,0.864729914,0.747837961,0.876461617,0.565380997,0.658513641,1,71.825,221.8,31.375,75.575,20.2,1.532,4.536,33.9,120,7.202,4.298,4.512
Jalen Washington - 184783,2024,0.78,-1.87,1.24,4.34,1,0.013617794,0.445755788,0.972764412,0.448933273,0.442124376,0.604365621,0.516323456,0.511097411,0.627003699,0.013617794,0.330458466,0.925102133,0.310031775,0.313663187,0.435138826,0.326893747,0.565380997,0.658513641,0.02950522,0.615524285,0.979119383,0.666364049,0.645937358,0.755120619,0.717844433,0.565380997,0.658513641,0,70.925,214.2,30.925,75.1,23.8,1.526,4.494,34.8,120.2,7.118,4.284,4.494
Damien Taylor - 147252,2024,0.71,-4.47,-0.48,3.59,2,0.75351793,0.576486609,0.70086246,0.261461643,0.788924194,0.08640291,0.257157207,0.504932182,0.351418002,0.797548797,0.687244666,0.53018611,0.352700862,0.825692238,0.084660901,0.21098119,0.310442145,0.294449671,0.635043123,0.392646391,0.810712665,0.270994099,0.637312755,0.176149294,0.453990849,0.310442145,0.294449671,0,72.4,236.6,31.45,75.3,19.2,1.558,4.522,33.8,120,7.168,4.336,4.58
Jambres Dubar - 176209,2024,0.61,-3.63,-0.14,1.96,2,0.223785747,0.715388107,0.596005447,0.729459828,0.754879709,0.600727603,0.593671522,0.511097411,0.627003699,0.331366319,0.610077167,0.55333636,0.812074444,0.608715388,0.60537096,0.407727504,0.565380997,0.658513641,0,0.783477077,0.617793917,0.540626419,0.824784385,0.558488848,0.770208439,0.565380997,0.658513641,0,71.25,212.6,30.875,75.375,20.2,1.538,4.596,35.8,122.8,7.066,4.256,4.494
Tate Carney - 157522,2024,0.5,-2.15,0.27,2.95,2,0.403994553,0.204720835,0.091239219,0.92555606,0.668179755,0.741246021,0.746860874,0.761405672,0.706535142,0.430776214,0.290512937,0.114843395,0.82932365,0.755787562,0.684569868,0.67412303,0.67826905,0.641580433,0.45438039,0.168406718,0.137085792,0.926917839,0.484793463,0.73736914,0.758007117,0.67826905,0.641580433,1,71.45,219,30.5,74.15,21.8,1.59,4.59,32,115.6,7.106,4.312,4.52
Kye Robichaux - 145532,2024,0.37,-4.72,-0.35,4.52,4,0.758511121,0.370857921,0.499773037,0.621879256,0.562414889,0.500227376,0.246609744,0.285450062,0.309494451,0.803903768,0.596459374,0.716749887,0.548797095,0.638674535,0.746472462,0.58159634,0.431796802,0.45625588,0.641398094,0.132092601,0.368588289,0.712664548,0.528370404,0.309968138,0.191154042,0.431796802,0.45625588,1,70.775,219.2,30.8,74.55,17.4,1.562,4.606,32.5,120.4,7.256,4.336,4.566
Zylan Perry - 156734,2024,0.34,-3.64,0.5,4.03,2,0.54561961,0.628234226,0.882433046,0.412165229,0.686336813,0.191905412,0.063284782,0.11837238,0.10974106,0.570131639,0.522015433,0.814344076,0.287789378,0.706309578,0.161583978,0.051347229,0.565380997,0.658513641,0.517022242,0.728098048,0.877439855,0.619155697,0.614616432,0.348202094,0.201830198,0.565380997,0.658513641,0,70.725,211.6,30.675,73.85,20,1.558,4.522,33.8,120,7.158,4.32,4.546
Alex Tecza - 162587,2024,0.27,-6.23,0.32,5.76,2,0.779391739,0.339083069,0.315932819,0.683159328,0.567862006,0.949977262,0.76393772,0.511097411,0.627003699,0.636404902,0.34271448,0.285065819,0.642759873,0.443032229,0.978152025,0.585663447,0.565380997,0.658513641,0.884248752,0.399001362,0.412619156,0.68679074,0.697684975,0.686845699,0.875953228,0.565380997,0.658513641,0,70.301,218.8,31.325,75.601,19.4,1.628,4.658,36.1,119.8,7.206,4.3,4.554
Jaquez Moore - 143866,2024,0.21,-2.35,-0.33,1.76,3,0.493871993,0.662278711,0.569223786,0.624602814,0.646391285,0.314688495,0.32395781,0.548088779,0.447595561,0.58919655,0.550612801,0.820699047,0.601906491,0.817521562,0.550295858,0.646670056,0.565380997,0.658513641,0.176577394,0.741715842,0.142078983,0.540626419,0.205174762,0.157032317,0.195221149,0.565380997,0.658513641,1,70.9,214.6,30.95,74.65,18.6,1.542,4.568,33.4,119.4,7.168,4.204,4.526
Jerrick Gibson - 184509,2024,0.21,-6.5,-0.59,2.98,1,0.507943713,0.37358148,0.718565592,0.670449387,0.532909669,0.58526603,0.437970869,0.511097411,0.627003699,0.4030867,0.286427599,0.535633227,0.469359964,0.378574671,0.419208011,0.273512964,0.565380997,0.658513641,0.708125284,0.556059918,0.826146164,0.802995915,0.709033137,0.746017296,0.655312659,0.565380997,0.658513641,1,70.55,220.2,30.65,74.35,22,1.598,4.568,34.2,117,7.204,4.302,4.556
Braylen Russell - 184393,2024,0.03,-6.75,-2.22,1.56,1,0.414434862,0.302768951,0.685882887,0.569677712,0.459373581,0.142792178,0.232546459,0.422318126,0.334155364,0.346799818,0.231956423,0.49931911,0.391738538,0.322287789,0.118343195,0.151499746,0.255879586,0.26434619,0.635043123,0.472537449,0.810712665,0.746709033,0.654561961,0.325898953,0.497712252,0.255879586,0.26434619,1,70.575,217.6,30.875,74.05,23.6,1.568,4.496,32.1,116.4,7.226,4.328,4.57
Peyton Lewis - 184885,2024,0,-2.09,0.32,1.94,1,0.385383568,0.264639128,0.617793917,0.603268271,0.688152519,0.234197362,0.388247112,0.511097411,0.627003699,0.331366319,0.197911938,0.4339537,0.413073082,0.499773037,0.171142467,0.240467717,0.565380997,0.658513641,0.608261462,0.423513391,0.763504312,0.766227871,0.807989106,0.432407829,0.621250635,0.565380997,0.658513641,1,70.9,220,30.675,73.85,24.8,1.572,4.53,31.2,117.4,7.238,4.354,4.52
Sevion Morrison - 129705,2024,-0.11,-2.76,0.16,2.6,2,0.046754426,0.342260554,0.082614616,0.954153427,0.686336813,0.516598454,0.444500251,0.511097411,0.627003699,0.058102587,0.408079891,0.446209714,0.925102133,0.866091693,0.60537096,0.375190646,0.565380997,0.658513641,0.083522469,0.310939628,0,0.921016795,0.274625511,0.382339554,0.572953737,0.565380997,0.658513641,1,71.975,224.4,31.3,75.45,21.8,1.582,4.632,34.6,119.8,7.036,4.236,4.498
Joseph Himon - 162843,2024,-0.13,-3.45,0,2.91,2,0.203812982,0.94098956,0.614162506,0.155242851,0.730821607,0.876307412,0.29281768,0.10974106,0.073982737,0.247389923,0.904221516,0.800272356,0.310031775,0.936904222,0.930814747,0.574478902,0.565380997,0.658513641,0.21697685,0.942351339,0.32728098,0,0.13481616,0.654073737,0.163192679,0.565380997,0.658513641,1,69.926,208.2,30.625,73.225,20.8,1.544,4.552,36.5,120.4,7.094,4.234,4.538
Anthony Hankerson - 157691,2024,-0.22,-7,-1.05,1.66,3,0.78302315,0.777576033,0.239219246,0.493871993,0.349977304,0.271032287,0.296835761,0.190505549,0.390875462,0.922378575,0.83567862,0.202905129,0.640944167,0.425783023,0.230769231,0.582104728,0.550329257,0.501411101,0.641398094,0.674080799,0.334543804,0.239673173,0.240127099,0.423304506,0.132689375,0.550329257,0.501411101,1,70.727,217.4,30.326,73.627,21,1.56,4.588,31.1,116.4,7.086,4.242,4.548
Billy Lucas - 109083,2024,-0.25,-4.39,-1.25,1.43,2,0.75351793,0.360417612,0.762142533,0.599182932,0.478892419,0.400636653,0.243596183,0.408754624,0.303329223,0.625510667,0.285065819,0.662732637,0.482523831,0.383113936,0.299044151,0.185561769,0.280338664,0.258701787,0.862914208,0.533817522,0.809350885,0.707217431,0.614616432,0.593536641,0.467717336,0.280338664,0.258701787,0,69.8,218.4,30.75,73.725,23.4,1.6,4.606,33.9,118,7.242,4.342,4.58
Lexington Joseph - 97104,2024,-0.31,-0.73,1.92,6.21,3,0.536087154,0.876532002,0.341352701,0.355424421,0.622787108,0.455661664,0.892516323,0.836004932,0.834771887,0.552428507,0.960508398,0.368134362,0.411257376,0.755787562,0.443786982,0.898322318,0.845719661,0.844778928,0.547435315,0.764412165,0.412619156,0.305038584,0.416250567,0.452890305,0.868327402,0.845719661,0.844778928,0,69.5,209.6,30.1,73.05,17.8,1.562,4.554,34.4,120.2,7.082,4.348,4.494
Kaleb Jackson - 172483,2024,-0.36,-2.91,-0.11,2.96,2,0.147980027,0.728098048,0.270086246,0.837040399,0.67907399,0.827194179,0.659467604,0.511097411,0.627003699,0.190649115,0.860190649,0.59055833,0.980935089,0.724920563,0.845243514,0.569903406,0.565380997,0.658513641,0.15660463,0.441216523,0.076713572,0,0.566500227,0.715521165,0.691916624,0.565380997,0.658513641,1,71.125,213.4,30.725,74.075,21.4,1.542,4.576,35.6,118,7.08,4.33,4.522
Jamious Griffin - 97189,2024,-0.38,-6.48,-0.56,3.65,4,0.347707671,0.550158874,0.645029505,0.415796641,0.762596459,0.380627558,0.576594676,0.599260173,0.591245376,0.442578302,0.834770767,0.897866546,0.514298684,0.768043577,0.640418753,0.567869853,0.565380997,0.658513641,0.238311394,0.110304131,0.119836586,0,0.748070813,0.325898953,0.527707168,0.565380997,0.658513641,1,70.325,213.6,30.65,73.6,19.4,1.546,4.608,35.8,122.8,7.072,4.28,4.522
Elijah Young - 124223,2024,-0.52,-8.07,-1.44,3.54,3,0.732637313,0.755787562,0.229232864,0.196550159,0.364956877,0.839017735,0.952285284,0.969790382,0.967324291,0.862914208,0.694053563,0.208806173,0.198365865,0.333635951,0.718252162,0.98068124,0.565380997,0.658513641,0.274171584,0.779391739,0.27598729,0.272355878,0.405810259,0.880746472,0.900355872,0.565380997,0.658513641,0,69.8,200.4,30.451,74.051,16.8,1.602,4.65,34.2,119.2,7.172,4.288,4.55
Richard Young - 175877,2024,-0.78,-3.24,-1,0.95,1,0.022696323,0.400363141,0.021334544,0.905583296,0.97049478,0.193269668,0.368658965,0.511097411,0.627003699,0.022696323,0.304130731,0.021334544,0.74716296,0.909214707,0.145197997,0.227758007,0.565380997,0.658513641,0.056740808,0.583295506,0.049931911,0.932818883,0.979573309,0.382339554,0.60396543,0.565380997,0.658513641,1,72.525,227.4,31.85,76.875,20.6,1.574,4.61,32.8,121,7.128,4.354,4.508
Delbert Mimms - 99609,2024,-0.88,-4.81,-0.75,3.98,3,0.672265093,0.548343168,0.06808897,0.553790286,0.306400363,0.742155525,0.266700151,0.189272503,0.179408138,0.822060826,0.441670449,0.119836586,0.840671811,0.456196096,0.889394629,0.49517031,0.565380997,0.658513641,0.056740808,0.645483432,0.049931911,0,0.253290967,0.432407829,0.240467717,0.565380997,0.658513641,0,71.225,216.8,31.026,73.901,20.8,1.542,4.538,33,121.2,7.072,4.306,4.53
AlJay Henderson - 145676,2024,-0.94,-6.86,-1.7,1.72,2,0.804811621,0.235587835,0.407172038,0.612800726,0.416250567,0.727603456,0.837769965,0.758939581,0.754007398,0.871084884,0.398547435,0.527462551,0.464820699,0.66500227,0.692307692,0.792069141,0.640639699,0.679209784,0.564230595,0.108942351,0.300045393,0.740807989,0.154334998,0.693673191,0.83070666,0.640639699,0.679209784,0,70.55,221.2,31.026,74.426,18.2,1.632,4.666,33.6,116.2,7.11,4.318,4.56
Cam Barfield - 162657,2024,-1.06,-5.52,-2.3,-0.52,1,0.08851566,0.873808443,0.46209714,0,0.783931003,0.954524784,0.532395781,0.511097411,0.627003699,0.081706764,0.758511121,0.324103495,0,0.602814344,0.903959945,0.341637011,0.565380997,0.658513641,0.176577394,0.926009986,0.65592374,0,0.867453473,0.968593537,0.732079309,0.565380997,0.658513641,0,70.275,214.4,30.825,74.326,19,1.578,4.614,33.3,117.2,7.186,4.288,4.488
Stacy Sneed - 123680,2024,-1.09,-6.93,-2.17,0.28,3,0.366772583,0.942805266,0.769405356,0.363141171,0.614616432,0.565711687,0.213962833,0.164611591,0.32675709,0.396731729,0.927825692,0.809804812,0.640944167,0.647299138,0.467000455,0.65480427,0.57855127,0.588899341,0.442124376,0.946890604,0.429414435,0.293690422,0.274625511,0.67728721,0.165226233,0.57855127,0.588899341,1,69.851,211.8,31.225,74.926,20.8,1.546,4.492,36.2,123.4,7.116,4.252,4.516
Cam Cook - 173133,2024,-1.15,-3.41,-1.5,-0.13,1,0.741715842,0.852927826,0.426690876,0.928279619,0.176123468,0.240563893,0.009040683,0.03945746,0.021578298,0.58919655,0.725374489,0.301407172,0.792555606,0.141625057,0.176149294,0.007117438,0.039510818,0.022577611,0.868361325,0.912846119,0.628688153,0.950068089,0.343168407,0.445152481,0.049822064,0.039510818,0.022577611,1,70.275,204.6,30.5,72.725,20.4,1.628,4.594,33.9,115.2,7.136,4.264,4.534
NaQuari Rogers - 160350,2024,-1.19,-8.14,-2.3,0.89,1,0.486609169,0.699954607,0.117566954,0.848842488,0.532909669,0.142792178,0.53038674,0.479654747,0.491368681,0.38901498,0.550612801,0.093054925,0.651838402,0.378574671,0.118343195,0.340111845,0.287864534,0.325493885,0.695869269,0.810258738,0.257376305,0.897866546,0.709033137,0.325898953,0.731062532,0.287864534,0.325493885,0,72.675,246.2,31.675,76.6,24,1.592,4.704,34,118.4,7.118,4.3,4.544
Telly Johnson - 188420,2024,-1.22,-5.79,-2.38,0.68,1,0.674988652,0.850658193,0.389922833,0.459827508,0.680889696,0.063665302,0.422400804,0.525277435,0.445745993,0.533817522,0.723558783,0.272355878,0.322741716,0.491148434,0.06008193,0.262836807,0.31420508,0.310442145,0.82796187,0.91148434,0.583749433,0.680435769,0.802088062,0.144742831,0.643111337,0.31420508,0.310442145,0,72.675,238,31.551,76.051,20.6,1.54,4.556,33.8,120.8,7.136,4.338,4.58
Xavier Brown - 156371,2024,-1.37,-4.79,-1.08,1.79,2,0.420335906,0.679527916,0.675442578,0.123014072,0.843849296,0.53478854,0.621295831,0.765721332,0.761405672,0.419428053,0.545165683,0.763958239,0.11938266,0.900590104,0.644970414,0.656329436,0.565380997,0.658513641,0.517022242,0.788470268,0.525192919,0.235587835,0.609623241,0.361857078,0.510421962,0.565380997,0.658513641,1,70.85,214,30.9,74.875,18.6,1.544,4.56,36.3,122.8,7.074,4.304,4.49
Keith Adams - 156236,2024,-1.61,-5.64,-2.76,-1.26,1,0.046754426,0.188833409,0.591012256,0.369042215,0.430322288,0.07366985,0.291310899,0.511097411,0.627003699,0.045392646,0.149795733,0.412165229,0.255106673,0.300045393,0.068730086,0.184544992,0.565380997,0.658513641,0.106218793,0.334543804,0.742169768,0.600544712,0.630049932,0.171142467,0.5526182,0.565380997,0.658513641,1,71,215,30.85,74.425,21.6,1.586,4.55,33,118.2,7.106,4.272,4.53
Jordan Brunson - 123342,2024,-1.62,-5.15,-1.58,2.16,1,0.295506128,0.003177485,0.212891512,0.913753972,0.825692238,0.866757617,0.603214465,0.511097411,0.627003699,0.253744893,0.002723559,0.157512483,0.768043577,0.655469814,0.741465635,0.406202339,0.565380997,0.658513641,0.505220154,0.007262823,0.385383568,0.940535633,0.893781207,0.910332271,0.781901373,0.565380997,0.658513641,0,71.375,227.4,31.275,75.75,21.8,1.666,4.728,34.1,115.8,7.254,4.308,4.538
Joey Mattord - 175055,2024,-1.63,-8.88,-2.33,0.93,1,0.046754426,0.188833409,0.017703132,0.369042215,0.228325011,0.969986357,0.872425917,0.511097411,0.627003699,0.045392646,0.149795733,0.017703132,0.255106673,0.176577394,0.938097406,0.719877987,0.565380997,0.658513641,0.106218793,0.334543804,0.042669088,0.600544712,0.422151611,0.979517524,0.940010168,0.565380997,0.658513641,0,71.325,226.8,30.85,74.476,21,1.652,4.788,32.2,112,7.366,4.356,4.552
LJ Johnson - 147003,2024,-1.64,-4.47,-0.55,4.42,2,0.605991829,0.233318202,0.386291421,0.677712211,0.329096686,0.603910869,0.571572074,0.506165228,0.561652281,0.556967771,0.274625511,0.421243759,0.656377667,0.3722197,0.455621302,0.604982206,0.610536218,0.52869238,0.689514299,0.237857467,0.374489333,0.642759873,0.358601906,0.73736914,0.504321301,0.610536218,0.52869238,0,73.275,242.6,32.026,76.876,20,1.626,4.702,33.2,117.4,7.1,4.33,4.606
Quinton Cooley - 123380,2024,-1.68,-12.35,-4.36,2.99,4,0.799818429,0.349523377,0.598729006,0.715388107,0.571039492,0.153251478,0.739326971,0.387176326,0.707768187,0.904221516,0.407625965,0.774852474,0.732183386,0.647299138,0.253982704,0.652262328,0.565380997,0.658513641,0.398093509,0.310939628,0.073990014,0.382660009,0.416250567,0.163859809,0.812913066,0.565380997,0.658513641,0,72.275,235.6,31.65,75.525,19,1.554,4.526,33.7,119,7.09,4.304,4.574
Avery Morrow - 128240,2024,-1.72,-9.34,-4.37,0.16,3,0.854743532,0.561507036,0.346345892,0.329550613,0.589650477,0.167348795,0.079357107,0.143033292,0.15351418,0.817975488,0.855651384,0.531093963,0.443940082,0.70994099,0.243969049,0.074733096,0.257761054,0.170272813,0.729913754,0.085338175,0.092147072,0.397639582,0.192010894,0.157032317,0.232333503,0.257761054,0.170272813,0,73,230.8,31.625,76.15,20.2,1.534,4.516,34.4,119.8,7.118,4.274,4.576
Rahmir Johnson - 101655,2024,-1.79,-4.53,-2.13,0.27,2,0.541988198,0.601906491,0.29005901,0.249205629,0.198819791,0.882219191,0.867905575,0.878545006,0.819975339,0.566954153,0.644121652,0.359509759,0.280072628,0.16432138,0.845243514,0.752414845,0.767638758,0.675446849,0.517022242,0.512029051,0.27598729,0.323195642,0.380844303,0.87391898,0.919674631,0.767638758,0.675446849,1,70.625,217.2,30.275,72.876,18.2,1.576,4.652,34.1,116,7.206,4.274,4.51
Cartevious Norton - 157582,2024,-1.9,-6.06,-1.97,0.75,3,0.661370858,0.908760781,0.427144803,0.4339537,0.625056741,0.145975443,0.202913109,0.454993835,0.299630086,0.645483432,0.916931457,0.501134816,0.512936904,0.591466182,0.235776058,0.532791052,0.423330198,0.432737535,0.766681798,0.891965502,0.463912846,0.395823877,0.47117567,0.221210742,0.234875445,0.423330198,0.432737535,0,72.875,235.2,31.675,75.875,22.2,1.532,4.54,31.7,116.4,7.13,4.322,4.562
Anthony Tyus - 145037,2024,-1.91,-6.92,-1.14,5.17,3,0.725374489,0.942351339,0.652746255,0.230140717,0.711756695,0.272396544,0.796082371,0.608508015,0.758323058,0.932818883,0.953245574,0.575578756,0.30549251,0.554244212,0.287209832,0.87849517,0.565380997,0.658513641,0.467998184,0.918747163,0.617793917,0.34407626,0.813436223,0.317705963,0.458566345,0.565380997,0.658513641,0,69.625,212,30.4,73.275,19,1.564,4.582,33.5,119.6,7.078,4.302,4.556
Savion Red - 163857,2024,-1.91,-8.35,-2.78,1.72,2,0.463004993,0.857013164,0.41715842,0.67271902,0.780753518,0.173260573,0.687091914,0.713933416,0.691122072,0.592374035,0.815705856,0.665910123,0.682705402,0.717657739,0.324078289,0.592272496,0.565380997,0.658513641,0.106218793,0.871084884,0.182932365,0.600544712,0.782569224,0.023668639,0.739705135,0.565380997,0.658513641,0,70.875,213.4,30.8,74.525,18,1.596,4.616,34.4,121.8,7.066,4.306,4.54
Kedrick Reescano - 172525,2024,-1.92,-3.32,-1.61,0.08,1,0.497503404,0.980935089,0.113481616,0.108488425,0.841125738,0.447476126,0.243093923,0.278668311,0.330456227,0.396731729,0.934634589,0.091239219,0.095324557,0.672265093,0.324078289,0.157600407,0.190968956,0.260583255,0.702678166,0.987743985,0.25283704,0.242850658,0.901044031,0.648611743,0.509913574,0.190968956,0.260583255,1,70.9,216,31,74.251,20,1.56,4.616,32.8,119.6,7.214,4.36,4.5
