ID,Last_Season,target,predicted_value,Diff,min_value,mean_value,max_value,Seasons,Attempts,ForcedMissedTackleRate,ExplosiveRate,TDP,YardsAfterContact,YPRR,WAR,RushWAR,RecWAR,best_Attempts,best_ForcedMissedTackleRate,best_ExplosiveRate,best_TDP,best_YardsAfterContact,best_YPRR,best_WAR,best_RushWAR,best_RecWAR,worst_Attempts,worst_ForcedMissedTackleRate,worst_ExplosiveRate,worst_TDP,worst_YardsAfterContact,worst_YPRR,worst_WAR,worst_RushWAR,worst_RecWAR,Strength_Power 5,ht_in,wt,arm_in,wing_in,c_reps,c_10y,c_40y,c_vj_in,c_bj_in,c_3c,c_ss20,est_40y
Chase Brown - 77787,2022,51.31,30.43,-20.88,27.98,30.57,33.13,4,0.905129369,0.671811167,0.808896959,0.189741262,0.735814798,0.623010459,0.858864892,0.610974106,0.794697904,0.995460735,0.701316387,0.755787562,0.217430776,0.866091693,0.544833864,0.895780376,0.63593603,0.852304798,0.662278711,0.636858829,0.791647753,0,0.637312755,0.58306782,0.386375191,0.63593603,0.852304798,1,69.5,209,31,75.125,25,1.53,4.43,40,127,6.902,4.192,4.48
Tank Bigsby - 123974,2022,40.07,30.33,-9.74,25.51,29.05,31.14,3,0.926917839,0.89468906,0.74580118,0.581933727,0.89468906,0.558890405,0.201908589,0.021578298,0.301479655,0.910576487,0.914207898,0.690876078,0.530640036,0.873354517,0.462448794,0.247076767,0.145813735,0.307619944,0.910576487,0.737630504,0.798910576,0.63413527,0.778483886,0.67137005,0.300965938,0.145813735,0.307619944,1,71.625,210,32,76.625,21,1.54,4.56,32.5,119,7.172,4.326,4.52
Jordan Wilkins - 26618,2017,39.31,30.29,-9.02,23.15,28.09,32.59,3,0.613254653,0.743985474,0.805265547,0.558783477,0.763050386,0.524783993,0.854846811,0.821824908,0.769420469,0.754879709,0.687698593,0.807535179,0.556513845,0.647299138,0.724624488,0.967463142,0.936970837,0.940733772,0.492056287,0.728098048,0.570585565,0.334089877,0.817975488,0.171142467,0.391967463,0.936970837,0.940733772,1,72.625,216,30.125,74,16,1.578,4.536,36,117,7.138,4.27,4.536
Jaret Patterson - 77745,2020,12.87,30.04,17.17,25.69,30.76,35.49,3,0.967771221,0.869723105,0.782115297,0.964593736,0.944167045,0.341973624,0.848819689,0.528360049,0.78729963,0.99228325,0.827054017,0.668179755,0.986382206,0.955515207,0.666818389,0.901372649,0.357478833,0.867356538,0.914207898,0.878801634,0.783477077,0.873808443,0.91148434,0.023668639,0.274021352,0.357478833,0.867356538,0,66.5,195,28.75,68.75,16.4,1.564,4.512,32.7,119,7.054,4.286,4.54
Ryan Nall - 45753,2017,3.99,29.91,25.92,26.38,30.88,36.2,3,0.792555606,0.753971857,0.707217431,0.775760327,0.945982751,0.913142337,0.924158714,0.887176326,0.880394575,0.78438493,0.881979119,0.716749887,0.883340899,0.973672265,0.864360492,0.866802237,0.873941675,0.812793979,0.676804358,0.498411257,0.566500227,0.712664548,0.778483886,0.905325444,0.931875953,0.873941675,0.812793979,1,74.125,232,31.5,75.625,15,1.59,4.58,33,122,6.95,4.16,4.552
Kenny McIntosh - 99158,2022,9.32,29.84,20.52,27.98,29.9,32.16,4,0.443486155,0.980027236,0.825692238,0.720835225,0.699954607,0.897680764,0.957810146,0.991985203,0.991368681,0.738538357,0.998638221,0.85882887,0.812074444,0.823876532,0.950842057,0.988307067,0.565380997,0.658513641,0,0.097140263,0.617793917,0.361779392,0.188379483,0.184342285,0.631926792,0.565380997,0.658513641,1,72.25,204,30.5,76.375,19,1.54,4.62,36,123.2,6.932,4.22,4.39
Chris Rodriguez - 83689,2022,50.08,29.8,-20.28,16.34,26.56,31.7,4,0.85882887,0.867907399,0.828415797,0.822968679,0.93962778,0.135516144,0.805123054,0.503082614,0.735511714,0.910576487,0.906491148,0.91148434,0.900590104,0.916477531,0.187073282,0.839857651,0.443085607,0.799623706,0.662278711,0.833408988,0.769859283,0.599182932,0.942805266,0.197997269,0.579054398,0.443085607,0.799623706,1,71.625,217,30.625,73.625,19,1.546,4.51,33.4,119.4,7.07,4.272,4.54
Myles Gaskin - 45914,2018,30.67,29.11,-1.56,27.78,29.72,32.74,4,0.981842941,0.628688153,0.678166137,0.805719473,0.731275533,0.494315598,0.904068307,0.520345253,0.855733662,0.958238765,0.649114843,0.737176577,0.908306854,0.791647753,0.692307692,0.950686324,0.870178739,0.923800564,0.9845665,0.585565138,0.616886064,0.722650931,0.645937358,0.184342285,0.326385358,0.870178739,0.923800564,1,69.25,205,29.5,71.125,24,1.57,4.58,35.5,118,7.19,4.27,4.486
Javian Hawkins - 77704,2020,6.26,28.97,22.71,23.7,28.52,31.42,2,0.953699501,0.733091239,0.8061734,0.548343168,0.906037222,0.502046385,0.805625314,0.507398274,0.723797781,0.963231956,0.613254653,0.646391285,0.497503404,0.852927826,0.544833864,0.716319268,0.402634055,0.587017874,0.897412619,0.821152973,0.873354517,0.598275079,0.896504766,0.445152481,0.835790544,0.402634055,0.587017874,1,68.125,183,29.5,72,16.8,1.56,4.51,35.4,119,6.944,4.238,4.34
Trey Benson - 131705,2023,48.56,28.44,-20.12,25.59,28.24,29.44,2,0.88061734,0.989559691,0.851566046,0.908306854,0.93962778,0.800818554,0.392767454,0.086313194,0.400123305,0.757149342,0.990921471,0.838402179,0.891511575,0.931003177,0.692307692,0.379766141,0.126058325,0.339604892,0.935996369,0.954153427,0.799818429,0.859282796,0.896504766,0.846609012,0.478393493,0.126058325,0.339604892,1,72.25,216,31.5,76.375,18.2,1.52,4.39,33.5,122,7.084,4.36,4.48
JK Dobbins - 57366,2019,56.41,28.41,-28,27.6,30.82,35.71,3,0.986382206,0.478438493,0.740807989,0.642759873,0.86518384,0.669849932,0.877950779,0.333538841,0.823057953,0.987743985,0.550158874,0.81252837,0.696323196,0.88697231,0.591715976,0.891713269,0.56349953,0.843838194,0.974126192,0.478892419,0.472537449,0.630503858,0.528370404,0.601729631,0.283680732,0.56349953,0.843838194,1,69.5,209,29.75,73.5,23,1.564,4.462,32.3,119.6,7.178,4.492,4.39
James Robinson - 22425,2019,31.86,28.39,-3.47,26.48,29.64,34.8,1,1,0.596459374,0.679981843,0.639582388,0.87290059,0.301500682,0.649924661,0.053020962,0.475339088,0.999092147,0.448933273,0.493871993,0.449841126,0.724920563,0.215748748,0.665988815,0.055503293,0.320790216,1,0.735360872,0.805265547,0.791193827,0.923286428,0.513427401,0.527707168,0.055503293,0.320790216,0,69,219,29.625,72.5,24,1.55,4.64,40,125,7.03,4.19,4.59
Jaylen Wright - 146934,2023,30.69,28.28,-2.41,22.94,27.09,29.71,3,0.771221062,0.786200635,0.919655016,0.62641852,0.852019973,0.334242838,0.782019086,0.694821208,0.713933416,0.718565592,0.856105311,0.964593736,0.684067181,0.904675443,0.670914884,0.887137773,0.840075259,0.838193791,0.755333636,0.73944621,0.733999092,0.509759419,0.521561507,0.157032317,0.555668531,0.840075259,0.838193791,1,70.5,210,31.5,75.875,20.2,1.55,4.38,38,134,7.052,4.23,4.37
JJ Taylor - 25512,2019,4.73,28.23,23.5,25.36,28.34,33.26,4,0.856105311,0.796640944,0.860644576,0.408079891,0.720381298,0.502046385,0.867403315,0.655363748,0.836621455,0.950522015,0.837494326,0.935542442,0.482523831,0.952337721,0.773782431,0.928317234,0.565380997,0.658513641,0.292782569,0.600998638,0.742169768,0.4030867,0.398093509,0.348202094,0.462633452,0.565380997,0.658513641,1,65.25,185,28.75,71.25,19,1.54,4.61,34.5,118,7,4.15,4.42
Josh Adams - 45662,2017,28.12,28.22,0.1,25.56,27.85,30.32,3,0.890603722,0.474807081,0.777576033,0.527916478,0.953245574,0.316052751,0.109994977,0.102959309,0.168310727,0.877893781,0.466182478,0.798002724,0.480708125,0.970948706,0.419208011,0.638027453,0.401693321,0.529633114,0.866091693,0.428506582,0.764412165,0.551520654,0.867453473,0.339098771,0.027961362,0.401693321,0.529633114,1,73.625,213,33.75,79.25,18,1.546,4.552,35.1,125,7.024,4.226,4.498
CJ Prosise - 10724,2015,5.86,27.92,22.06,22.1,27.93,31.83,1,0.881525193,0.864729914,0.972764412,0.886518384,0.430322288,0.904047294,0.121546961,0.016646116,0.190505549,0.757149342,0.740354063,0.925102133,0.707671357,0.300045393,0.804278562,0.083375699,0.018814675,0.162746943,0.936904222,0.919201089,0.979119383,0.919655016,0.630049932,0.933545744,0.340111845,0.018814675,0.162746943,1,72.5,220,32.125,75.75,18.2,1.53,4.48,35.5,121,7.07,4.294,4.548
Clyde EdwardsHelaire - 57279,2019,30.6,27.77,-2.83,23.62,27.19,30.09,2,0.927371766,0.891057649,0.6277803,0.802541988,0.800272356,0.822191905,0.963837268,0.888409371,0.945745993,0.896958693,0.922832501,0.647753064,0.76123468,0.713572401,0.770141102,0.915099136,0.805268109,0.890874882,0.924648207,0.801180209,0.576032683,0.772582842,0.813436223,0.820664543,0.978139298,0.805268109,0.890874882,1,67.25,207,29,70.625,15,1.53,4.6,39.5,123,7.02,4.252,4.52
Nyheim Hines - 48103,2017,32.96,27.07,-5.89,23.35,26.06,29.21,1,0.952337721,0.643213799,0.539264639,0.802995915,0.893327281,0.511141428,0.082872928,0.016029593,0.120221948,0.854289605,0.496595552,0.378120744,0.595551521,0.755787562,0.364588075,0.058464667,0.017873942,0.106302916,0.975941897,0.772582842,0.711302769,0.874716296,0.934180663,0.686845699,0.270462633,0.017873942,0.106302916,1,68.375,198,30.75,72.5,18.4,1.56,4.38,35.5,119,7.18,4.35,4.412
Evan Hull - 97302,2022,5.74,26.76,21.02,22.05,25.86,28.79,4,0.769405356,0.736268724,0.587834771,0.736268724,0.926917839,0.734879491,0.931190357,0.982737361,0.982737361,0.904221516,0.772582842,0.940535633,0.874716296,0.957784839,0.849340009,0.962379258,0.565380997,0.658513641,0,0.635043123,0.319110304,0.391738538,0.576032683,0.023668639,0.624300966,0.565380997,0.658513641,1,70.125,209,30.625,74.375,21,1.53,4.47,37,123,6.9,4.38,4.5
JaMycal Hasty - 25582,2019,35.02,26.28,-8.74,21.16,25.09,27.73,4,0.637766682,0.811166591,0.699954607,0.441216523,0.49296414,0.588904047,0.553490708,0.450678175,0.514796547,0.60463005,0.96277803,0.662732637,0.631865638,0.780753518,0.738279472,0.751906457,0.77798683,0.666980245,0.695869269,0.538356786,0.740807989,0.244666364,0.331820245,0.390532544,0.063040163,0.77798683,0.666980245,1,68,205,31.125,74.5,15,1.53,4.55,39,123,6.982,4.03,4.5
Tyler Ervin - 10753,2015,9.81,25.97,16.16,24.09,26.26,30.11,2,0.974126192,0.526100772,0.535633227,0.384475715,0.486609169,0.781264211,0.991963837,0.985203453,0.990135635,0.984112574,0.534725374,0.390376759,0.387199274,0.425783023,0.646335913,0.987798678,0.970837253,0.981185325,0.936904222,0.529732183,0.694053563,0.441216523,0.578756241,0.837050523,0.985765125,0.970837253,0.981185325,0,69.875,192,29.75,73.5,17,1.5,4.41,39,130,6.99,4.24,4.47
Miles Sanders - 40555,2018,40.42,25.07,-15.35,20,23.75,25.48,3,0.607353609,0.92555606,0.955969133,0.627326373,0.982750794,0.537517053,0.101958815,0.017262639,0.038224414,0.904221516,0.977303677,0.940535633,0.632773491,0.972310486,0.741465635,0.200813421,0.565380997,0.658513641,0,0.735814798,0.901044031,0.688606446,0.942805266,0.460172963,0.097610574,0.565380997,0.658513641,1,70.625,211,30.625,74.625,20,1.53,4.49,36,124,6.89,4.19,4.508
DOnta Foreman - 11844,2016,27.93,24.44,-3.49,21.62,24.06,25.22,2,0.964593736,0.636858829,0.746709033,0.644575579,0.721289151,0.361982719,0.397790055,0.351418002,0.354500617,0.994552882,0.611892873,0.658193373,0.49296414,0.667271902,0.334091944,0.37061515,0.22953904,0.280338664,0.795733091,0.657739446,0.789378121,0.761688606,0.744893327,0.490669094,0.49211998,0.22953904,0.280338664,1,72,233,31.38,75.38,18,1.61,4.678,32.2,117,7.13,4.234,4.522
Spencer Brown - 57441,2020,2.45,24.04,21.59,23.61,24.49,25.81,4,0.969133,0.406264185,0.357694054,0.593281888,0.554244212,0.180536608,0.662481165,0.474106042,0.566584464,0.969586927,0.45438039,0.349977304,0.560599183,0.659555152,0.192990442,0.685815963,0.380997178,0.599247413,0.930549251,0.348161598,0.428506582,0.577848389,0.521561507,0.243969049,0.436197255,0.380997178,0.599247413,0,80.25,311,34.75,82.625,23.6,1.61,4.658,34.2,120.2,7.108,4.296,4.64
Wayne Gallman - 11895,2016,19.46,23.99,4.53,22.84,24.02,25.18,3,0.974580118,0.695415343,0.504312301,0.623694961,0.512029051,0.46521146,0.374686087,0.103575832,0.333538841,0.97684975,0.611892873,0.496141625,0.742169768,0.554244212,0.489303596,0.502287748,0.340545626,0.414863594,0.945074898,0.712210622,0.600090785,0.428960508,0.422151611,0.507965407,0.141840366,0.340545626,0.414863594,1,72.5,215,32.63,77,21,1.49,4.6,29.5,120,7.17,4.28,4.484
Dee Hart - 12987,2014,0.03,23.8,23.77,21.36,23.28,26.31,1,0.945528824,0.830231502,0.902859737,0.945528824,0.708125284,0.678490223,0.939226519,0.776818742,0.920468557,0.847026782,0.696777122,0.777576033,0.840671811,0.524285066,0.501137915,0.840874428,0.603010348,0.80056444,0.971856559,0.89605084,0.934634589,0.960962324,0.8216069,0.801547565,0.973055414,0.603010348,0.80056444,0,67.5,199,29.75,73.5,16.4,1.72,4.8,33,113,7.2,4.38,4.458
Zach Evans - 123072,2022,5.18,23.79,18.61,19.82,23.25,25.72,3,0.640036314,0.82932365,0.95506128,0.828415797,0.979573309,0.874033652,0.50075339,0.315043157,0.553637485,0.709487063,0.79845665,0.921924648,0.74716296,0.994098956,0.861629495,0.661921708,0.565380997,0.658513641,0.517022242,0.859736723,0.929641398,0.829777576,0.904675443,0.766499772,0.446365023,0.565380997,0.658513641,1,71.125,202,31.625,78.5,14.8,1.528,4.464,36.2,124.8,7.022,4.172,4.48
Daniel Lasco - 10871,2015,6.67,23.63,16.96,22.01,23.3,23.98,2,0.831139355,0.443032229,0.741261916,0.665456196,0.329096686,0.46521146,0.792566549,0.570900123,0.636868064,0.893781207,0.418974126,0.624602814,0.532909669,0.290512937,0.565771507,0.834265379,0.43650047,0.733772342,0.625964594,0.482069905,0.792555606,0.750340445,0.466636405,0.35685025,0.464158617,0.43650047,0.733772342,1,72.25,209,32,76.875,23,1.5,4.46,41.5,135,7.22,4.26,4.436
David Cobb - 9571,2014,3.68,23.62,19.94,17.55,22.73,26.05,1,0.998638221,0.494779846,0.718565592,0.512482978,0.616886064,0.761709868,0.492214967,0.045006165,0.551787916,0.991375397,0.36586473,0.535633227,0.356786201,0.446209714,0.586253983,0.309100153,0.043273754,0.362182502,0.998638221,0.659555152,0.826146164,0.716749887,0.763050386,0.849795175,0.694458566,0.043273754,0.362182502,1,70.875,229,31.625,76.375,17,1.64,4.81,38.5,121,6.992,4.226,4.556
Brian Hill - 11911,2016,23.33,22.92,-0.41,17.97,22.28,25.29,3,0.990013618,0.288243305,0.622333182,0.536995007,0.442124376,0.832196453,0.407835259,0.314426634,0.422318126,0.998184294,0.303676804,0.694961416,0.618247844,0.482523831,0.934456076,0.729537367,0.551269991,0.636876764,0.920108942,0.36586473,0.64956877,0.311847481,0.375397186,0.35685025,0.294865277,0.551269991,0.636876764,0,73,219,31.38,75.13,15,1.53,4.54,34,125,7.03,4.32,4.564
Bo Scarbrough - 45731,2017,17.71,22.88,5.17,18.8,25.49,33.92,2,0.779391739,0.683613255,0.803903768,0.91783931,0.913753972,0.455206912,0.750878955,0.638717633,0.641183724,0.630957785,0.78302315,0.799818429,0.881979119,0.956423059,0.529358216,0.697000508,0.665098777,0.609595484,0.886064458,0.50068089,0.735814798,0.891057649,0.697684975,0.382339554,0.729537367,0.665098777,0.609595484,1,73.375,228,33.5,80.375,14,1.65,4.52,40,129,6.982,4.34,4.568
Thomas Rawls - 9993,2014,10.54,22.44,11.9,19.7,22.26,23.95,1,0.965955515,0.404448479,0.67135724,0.613254653,0.538810713,0.533424284,0.91109995,0.689272503,0.860049322,0.888788016,0.307308216,0.486609169,0.421243759,0.383113936,0.380063723,0.788510422,0.457196613,0.690498589,0.981842941,0.586019065,0.800272356,0.772582842,0.713572401,0.705052344,0.960854093,0.457196613,0.690498589,0,69,215,30.75,73.875,15,1.69,4.65,35.5,116,7.138,4.298,4.534
Jeremy Langford - 9539,2014,6.36,22.32,15.96,21.81,22.68,23.79,1,0.992737177,0.166137086,0.524738992,0.935996369,0.496141625,0.185538881,0.110497238,0.051171393,0.159679408,0.971402633,0.13345438,0.368588289,0.812074444,0.349977304,0.140646336,0.075749873,0.053621825,0.136406397,0.995460735,0.301861099,0.700408534,0.954153427,0.684067181,0.373236231,0.318251144,0.053621825,0.136406397,1,71.625,208,31.5,75,18.6,1.55,4.42,34.5,118,7.22,4.32,4.49
Matt Jones - 9528,2014,30.38,22.18,-8.2,13.92,18.99,22.25,1,0.90240581,0.348615524,0.537448933,0.405810259,0.35179301,0.341973624,0.097940733,0.060419236,0.21701603,0.78438493,0.266908761,0.377212892,0.280526555,0.250567408,0.247610378,0.066090493,0.063969897,0.179680151,0.950068089,0.531093963,0.710394916,0.631411711,0.566500227,0.552571689,0.293340112,0.063969897,0.179680151,1,74.375,231,32,77,20,1.64,4.61,31.5,112,7.226,4.2,4.572
Devontae Booker - 10770,2015,13.09,21.97,8.88,16.48,21.68,26.08,2,0.994552882,0.595551521,0.44030867,0.440762596,0.63413527,0.855388813,0.981416374,0.952527744,0.962392109,0.981842941,0.611438947,0.344984113,0.353154789,0.47753064,0.738279472,0.925775292,0.921919097,0.88523048,0.994552882,0.551066727,0.585565138,0.600090785,0.752610077,0.897587619,0.990849009,0.921919097,0.88523048,1,70.75,219,31.625,76.25,22,1.548,4.534,36.9,124.2,7.092,4.298,4.56
Isaiah Spiller - 99146,2021,6.36,21.13,14.77,15.96,20.13,22.6,3,0.92555606,0.779391739,0.759418974,0.591466182,0.888788016,0.638926785,0.711702662,0.196670777,0.641800247,0.837040399,0.896504766,0.694053563,0.552882433,0.878801634,0.523441056,0.960854093,0.922859831,0.94261524,0.956423059,0.58284158,0.714026328,0.589650477,0.864729914,0.705052344,0.05439756,0.922859831,0.94261524,1,72.375,217,31.75,74.125,18.6,1.542,4.528,30,114,7.072,4.248,4.5
Ronald Jones - 34001,2017,35.54,20.95,-14.59,18.49,20.99,23.01,3,0.953699501,0.563776668,0.800272356,0.83567862,0.883794825,0.332878581,0.375188348,0.159679408,0.410604192,0.960054471,0.497957331,0.704493872,0.734453019,0.801634135,0.406463359,0.605998983,0.158043274,0.470366886,0.934180663,0.591466182,0.846572855,0.807081253,0.890149796,0.423304506,0.265378749,0.158043274,0.470366886,1,71,205,31.125,74.375,19.4,1.59,4.65,36.5,122,7.048,4.202,4.49
Trey Williams - 9717,2014,6.12,20.84,14.72,20.53,22.02,24.43,1,0.531093963,0.839310032,0.927371766,0.955969133,0.135724013,0.494315598,0.905072828,0.851418002,0.872379778,0.419428053,0.710848842,0.820699047,0.871084884,0.112119837,0.352298589,0.774275547,0.698965193,0.710253998,0.729913754,0.904221516,0.949160236,0.967771221,0.282796187,0.67728721,0.956786985,0.698965193,0.710253998,1,67.5,195,29.875,71.625,18,1.61,4.49,33.5,119,6.84,4.12,4.484
Zack Moss - 40341,2019,22.2,20.77,-1.43,13.38,19.38,22.77,4,0.921924648,0.862460281,0.712664548,0.635043123,0.861552429,0.622100955,0.808638875,0.402589396,0.672009864,0.927825692,0.955969133,0.782569224,0.630049932,0.921470722,0.93172508,0.974072191,0.911571025,0.95766698,0.748978665,0.142986836,0.607807535,0.403994553,0.720381298,0.144742831,0.237925775,0.911571025,0.95766698,1,69.375,223,31.25,75.5,19,1.54,4.65,33,122,7.14,4.37,4.56
Kerryon Johnson - 34455,2017,17.52,20.54,3.02,19.22,21.39,23.88,3,0.916477531,0.626872447,0.326827054,0.787108488,0.325011348,0.849477035,0.958814666,0.907521578,0.932182491,0.978665456,0.546527463,0.620517476,0.62006355,0.383113936,0.941283569,0.972547026,0.856067733,0.951081844,0.505220154,0.647299138,0.117566954,0.843849296,0.205174762,0.733272645,0.819013726,0.856067733,0.951081844,1,71.5,213,32.5,77.625,11,1.542,4.47,40,126,7.07,4.29,4.484
TJ Yeldon - 9469,2014,19.97,20.5,0.53,13.76,20.2,24.96,1,0.948252383,0.822968679,0.68679074,0.741715842,0.266454834,0.649840837,0.107483677,0.046855734,0.148581998,0.850658193,0.689968225,0.502042669,0.53654108,0.200181571,0.472462449,0.073207931,0.047036689,0.126058325,0.974126192,0.892419428,0.812074444,0.847934635,0.47117567,0.783340919,0.312658871,0.047036689,0.126058325,1,73.25,226,31.625,75.875,22,1.63,4.61,36,117,7.19,4.22,4.562
DeAndre Washington - 10777,2015,23.2,20.43,-2.77,19.22,20.59,21.61,2,0.964593736,0.895596913,0.926917839,0.402178847,0.823422606,0.690313779,0.564540432,0.042540074,0.48027127,0.921016795,0.856105311,0.882886972,0.594643668,0.66500227,0.561675011,0.858159634,0.504233302,0.786453434,0.965955515,0.895596913,0.921924648,0.220608261,0.884702678,0.766499772,0.048296899,0.504233302,0.786453434,1,68.25,204,30,72.625,24,1.5,4.49,34.5,118,7.03,4.2,4.498
Curtis Samuel - 11795,2016,9.95,20.38,10.43,16.71,23.85,37.52,2,0.504766228,0.884248752,0.991375397,0.967317295,0.674080799,0.960891314,0.985434455,0.993834772,0.979654747,0.50703586,0.839763958,0.97821153,0.940081707,0.505674081,0.960400546,0.98729029,0.998118532,0.980244591,0.556513845,0.892419428,0.991375397,0.960508398,0.789378121,0.935366409,0.925775292,0.998118532,0.980244591,1,70.63,196,31.25,74.88,18,1.49,4.31,37,119,7.09,4.33,4.424
Ty Chandler - 62942,2021,0.1,20.18,20.08,18.98,22.14,27.1,5,0.764866092,0.363595098,0.555152065,0.467090331,0.52246936,0.819918145,0.844299347,0.754623921,0.805178792,0.817975488,0.647753064,0.73808443,0.711756695,0.785292783,0.876194811,0.863243518,0.920037629,0.821260583,0.662278711,0.212437585,0.423513391,0.382660009,0.316386745,0.483841602,0.31621759,0.920037629,0.821260583,1,71.25,204,32.125,75.625,20.4,1.55,4.38,31,121,7.112,4.296,4.42
Marlon Mack - 11898,2016,45.95,19.66,-26.29,13.79,19.02,21.83,3,0.949160236,0.600090785,0.759872901,0.737176577,0.783931003,0.724420191,0.819688599,0.374229346,0.729346486,0.883340899,0.661824784,0.858374943,0.869269178,0.783931003,0.679563041,0.948652771,0.946378175,0.924741298,0.956876986,0.369042215,0.476622787,0.666364049,0.759872901,0.721893491,0.137773259,0.946378175,0.924741298,0,71.38,213,32,76.63,15,1.52,4.5,35.5,125,7.082,4.234,4.512
Tyler Badie - 83714,2021,2.22,19.58,17.36,15.15,19.34,23.63,4,0.794825238,0.534271448,0.605991829,0.588288697,0.325011348,0.916780355,0.964841788,0.966091245,0.946979038,0.967771221,0.5660463,0.656377667,0.840671811,0.586019065,0.95175239,0.97763091,0.956726246,0.964252117,0.442124376,0.482069905,0.650476623,0.38901498,0.157966409,0.852526172,0.929334011,0.956726246,0.964252117,1,68,197,29.375,71.375,17.8,1.54,4.45,33.5,121,6.974,4.284,4.43
Blake Corum - 129574,2023,16.79,19.54,2.75,18.19,20.81,26.91,4,0.906491148,0.748070813,0.316386745,0.944620971,0.462551067,0.791723511,0.947764942,0.847718866,0.961159063,0.955515207,0.928279619,0.528370404,0.945982751,0.780753518,0.93991807,0.956786985,0.565380997,0.658513641,0.02950522,0.243758511,0.054471176,0.928279619,0.070812528,0.546654529,0.713268937,0.565380997,0.658513641,1,67.75,205,28.875,70.125,27,1.58,4.53,35.5,117.6,6.82,4.12,4.42
Alex Collins - 10805,2015,24.4,19.48,-4.92,17.37,19.1,20.28,2,0.982750794,0.527916478,0.629596005,0.852927826,0.673626872,0.142792178,0.670517328,0.289765721,0.541307028,0.967771221,0.439854744,0.517476169,0.746255107,0.586019065,0.171142467,0.534824606,0.261523989,0.394167451,0.979119383,0.642305946,0.714480254,0.864275987,0.726736269,0.221210742,0.771733604,0.261523989,0.394167451,1,70,217,30.25,72.375,18,1.55,4.59,28.5,113,7.106,4.28,4.536
Mark Walton - 45996,2017,25.91,19.41,-6.5,17.79,19,20.04,3,0.8061734,0.623694961,0.737630504,0.826600091,0.424421244,0.909049568,0.963335008,0.953760789,0.941430333,0.885610531,0.706763504,0.929641398,0.696323196,0.617793917,0.929449249,0.94255211,0.947318909,0.913452493,0.537448933,0.639582388,0.370857921,0.822060826,0.15024966,0.878925808,0.922216573,0.947318909,0.913452493,1,69.625,202,30,72.125,18,1.6,4.6,31.5,118,7.262,4.388,4.45
Derrius Guice - 45664,2017,3.94,19.36,15.42,14.56,21.46,29.21,3,0.883794825,0.807535179,0.931003177,0.822514753,0.909214707,0.821282401,0.914113511,0.720098644,0.912453761,0.931003177,0.871084884,0.985020427,0.832955061,0.866091693,0.708238507,0.938993391,0.565380997,0.658513641,0.467998184,0.660916931,0.559237404,0.76123468,0.799364503,0.872553482,0.879003559,0.565380997,0.658513641,1,70.5,224,30.75,72.75,15,1.56,4.49,31.5,119.6,7.092,4.31,4.546
Paul Perkins - 10783,2015,15.6,19.02,3.42,17.65,19.41,21.75,2,0.986836133,0.751248298,0.751702224,0.619155697,0.692237857,0.541609823,0.669010547,0.137484587,0.583847102,0.946890604,0.877893781,0.763050386,0.573309124,0.689060372,0.455621302,0.919674631,0.672624647,0.875823142,0.988651838,0.47753064,0.703586019,0.631411711,0.658193373,0.648611743,0.020335536,0.672624647,0.875823142,1,70.375,208,31.625,75.125,19,1.56,4.54,32,124,7.134,4.328,4.48
Joshua Kelley - 13750,2019,4.44,18.91,14.47,11.21,17.06,19.98,2,0.976395824,0.379482524,0.430776214,0.692237857,0.42487517,0.402910414,0.902561527,0.559802713,0.869297164,0.91783931,0.330004539,0.323649569,0.494325919,0.313663187,0.395539372,0.927808846,0.796801505,0.901222954,0.985474353,0.49931911,0.599636859,0.807989106,0.609623241,0.466545289,0.547025928,0.796801505,0.901222954,1,70.625,212,31.625,76.25,23,1.54,4.49,31,121,6.95,4.28,4.56
Dameon Pierce - 83659,2021,22.23,18.81,-3.42,12.11,18.06,22.72,4,0.540626419,0.845665002,0.61098502,0.862914208,0.834316841,0.620281946,0.685585133,0.471023428,0.604808878,0.546073536,0.961416251,0.825692238,0.983204721,0.91783931,0.83750569,0.927300458,0.565380997,0.658513641,0.517022242,0.225601453,0.300953246,0.504312301,0.720381298,0.416477014,0.172343671,0.565380997,0.658513641,1,69.625,218,30.75,73.625,21,1.51,4.59,34.5,119,7.086,4.308,4.54
DeWayne McBride - 121495,2022,5.79,18.78,12.99,14.28,18.16,21.02,3,0.89468906,0.964139809,0.945982751,0.919655016,0.998184294,0.076398363,0.835760924,0.435265105,0.820591862,0.926009986,0.958692692,0.93327281,0.85882887,1,0.091488393,0.805287239,0.565380997,0.658513641,0.431684067,0.944620971,0.941897413,0.887426237,0.987290059,0.023668639,0.855617692,0.565380997,0.658513641,0,70.375,209,30.625,73.125,20.4,1.544,4.526,34.5,122.2,7.094,4.358,4.5
Braelon Allen - 145159,2023,16.22,18.67,2.45,17.32,19.05,21.61,3,0.955969133,0.748978665,0.533817522,0.782115297,0.88697231,0.447476126,0.702661979,0.266337855,0.644882861,0.921016795,0.730821607,0.644121652,0.655469814,0.927371766,0.384160218,0.68378241,0.445907808,0.642521167,0.961416251,0.773036768,0.396277803,0.780753518,0.684067181,0.546654529,0.682765633,0.445907808,0.642521167,1,73.25,235,31.25,76.25,26,1.562,4.672,32,117,7.29,4.306,4.46
