ID,Last_Season,target,predicted_value,Diff,min_value,mean_value,max_value,Seasons,Attempts,ForcedMissedTackleRate,ExplosiveRate,TDP,YardsAfterContact,YPRR,WAR,RushWAR,RecWAR,best_Attempts,best_ForcedMissedTackleRate,best_ExplosiveRate,best_TDP,best_YardsAfterContact,best_YPRR,best_WAR,best_RushWAR,best_RecWAR,worst_Attempts,worst_ForcedMissedTackleRate,worst_ExplosiveRate,worst_TDP,worst_YardsAfterContact,worst_YPRR,worst_WAR,worst_RushWAR,worst_RecWAR,Strength_Power 5,ht_in,wt,arm_in,wing_in,c_reps,c_10y,c_40y,c_vj_in,c_bj_in,c_3c,c_ss20,est_40y
Donnel Pumphrey - 11887,2016,7.42,18.49,11.07,16,22.64,30.1,3,0.998184294,0.661370858,0.803449841,0.768497503,0.571493418,0.878581173,0.966850829,0.938964242,0.948828607,0.998638221,0.661370858,0.787108488,0.732183386,0.591466182,0.927628584,0.939501779,0.940733772,0.905926623,0.995460735,0.711756695,0.729913754,0.78438493,0.536087154,0.846609012,0.963904423,0.940733772,0.905926623,0,68.25,176,29,67.75,5,1.49,4.48,33.5,117,7.012,4.238,4.396
LeVante Bellamy - 45854,2019,3.49,18.29,14.8,15.68,19.07,22.4,4,0.863368134,0.364956877,0.888788016,0.663186564,0.860644576,0.758981355,0.55801105,0.26325524,0.501233046,0.964593736,0.451656832,0.973672265,0.874262369,0.938719927,0.868456987,0.688357905,0.565380997,0.658513641,0.45438039,0.229686791,0.630049932,0.452110758,0.752610077,0.274010014,0.241992883,0.565380997,0.658513641,0,68.875,192,30.25,73.875,16,1.53,4.5,39.5,125,6.956,4.21,4.38
Trey Ragas - 42174,2020,1.31,18.27,16.96,12.9,18.81,27.64,4,0.864275987,0.911030413,0.924648207,0.873354517,0.974126192,0.627103229,0.851330989,0.630086313,0.801479655,0.879709487,0.891511575,0.853381752,0.911030413,0.97049478,0.790623578,0.915607524,0.843838194,0.87770461,0.866091693,0.85882887,0.918293236,0.67907399,0.966409442,0.274010014,0.419928826,0.843838194,0.87770461,0,70.125,218,29.75,73,20.4,1.534,4.574,35.2,119.8,7.092,4.27,4.59
Stanley Williams - 45964,2016,0.24,18.16,17.92,16.16,18.26,20.87,3,0.773036768,0.678166137,0.935996369,0.684975034,0.783931003,0.797180537,0.286288297,0.224414303,0.377928483,0.803449841,0.657739446,0.928279619,0.674534725,0.863822061,0.954483386,0.480427046,0.378174976,0.397930386,0.684975034,0.554698139,0.905583296,0.704947798,0.73808443,0.498862085,0.211489578,0.378174976,0.397930386,1,67.5,190,30,71.5,18,1.52,4.51,36,121,6.86,4.18,4.43
Kenyan Drake - 10707,2015,45.51,18.05,-27.46,15.75,18.37,20.35,1,0.497503404,0.995006809,0.391738538,0.108488425,0.464366773,0.952251023,0.975891512,0.987053021,0.961775586,0.396731729,0.973218339,0.273263731,0.095324557,0.325465275,0.895766955,0.913573971,0.951081844,0.876763876,0.702678166,0.995914662,0.586019065,0.242850658,0.658193373,0.966772872,0.989323843,0.951081844,0.876763876,1,72.625,210,31,75.25,10,1.53,4.45,34.5,123,7.04,4.21,4.482
Travis Homer - 45859,2018,7.6,17.48,9.88,11.57,16.7,19.48,2,0.899682251,0.609623241,0.820699047,0.420335906,0.943259192,0.684856753,0.422903064,0.282367448,0.416152898,0.777122106,0.512936904,0.794371312,0.443032229,0.846572855,0.537551206,0.755973564,0.688617121,0.669802446,0.947798457,0.701770313,0.793009532,0.415796641,0.960962324,0.778334092,0.096593798,0.688617121,0.669802446,1,70.375,201,31.5,75.5,17,1.53,4.48,39.5,130,7.07,4.31,4.464
Elijah McGuire - 11943,2016,14.72,17.3,2.58,15.99,18.97,24.26,3,0.960054471,0.732183386,0.606445756,0.767135724,0.641398094,0.934060937,0.990959317,0.990135635,0.986436498,0.924648207,0.915569678,0.734453019,0.850204267,0.881071266,0.958579882,0.982206406,0.995296331,0.975540922,0.950522015,0.5814798,0.558329551,0.525192919,0.163867453,0.87391898,0.969496695,0.995296331,0.975540922,0,69.75,214,31,74.63,15,1.59,4.53,36,120,7.26,4.56,4.514
Josh Ferguson - 10907,2015,0.16,16.8,16.64,10.6,17.9,28.26,2,0.8216069,0.756241489,0.826600091,0.470721743,0.407625965,0.927239654,0.977398292,0.988286067,0.968557337,0.705401725,0.706763504,0.770313209,0.527916478,0.406718112,0.898497952,0.956278597,0.973659454,0.939793039,0.895596913,0.778483886,0.826146164,0.398093509,0.47117567,0.908966773,0.974072191,0.973659454,0.939793039,1,69.5,198,30,73.125,21,1.46,4.48,34.5,120,7.066,4.28,4.412
Kendre Miller - 123091,2022,2.98,16.62,13.64,12.7,16.28,20.33,3,0.764412165,0.91783931,0.843849296,0.847934635,0.904221516,0.372442019,0.82370668,0.692355117,0.864364982,0.910576487,0.923740354,0.845665002,0.853835679,0.976395824,0.713245335,0.842907982,0.565380997,0.658513641,0.517022242,0.834316841,0.785292783,0.642759873,0.536087154,0.006827492,0.607524148,0.565380997,0.658513641,1,71.125,215,32.375,78.5,17.6,1.538,4.538,35.8,124.2,7.102,4.292,4.42
Cam Akers - 57206,2019,13.17,16,2.83,8.23,14.43,16.18,3,0.951429868,0.767135724,0.549251021,0.566954153,0.88061734,0.63574352,0.578603717,0.069667078,0.474106042,0.922378575,0.875624149,0.518837948,0.586926918,0.805719473,0.581247155,0.894255211,0.757290687,0.854186265,0.946890604,0.665910123,0.42487517,0.635950976,0.901044031,0.610832954,0.056939502,0.757290687,0.854186265,1,70.375,217,30.625,74.625,20,1.52,4.47,35.5,122,7.086,4.42,4.54
Pooka Williams - 77771,2020,7.07,15.87,8.8,8.48,15.04,22.55,3,0.826600091,0.957784839,0.678620064,0.335451657,0.777122106,0.729877217,0.96986439,0.940197287,0.954993835,0.868815252,0.950068089,0.876532002,0.372673627,0.944167045,0.790623578,0.977122522,0.961429915,0.966133584,0.467998184,0.954607354,0.263731276,0.270540172,0.422151611,0.490669094,0.827656329,0.961429915,0.966133584,1,68.625,175,30.875,72.75,14.2,1.556,4.542,35.1,117.4,6.944,4.238,4.36
Benny Snell - 45954,2018,11.11,15.55,4.44,11.19,15.66,19.51,3,0.987743985,0.445301861,0.628234226,0.849296414,0.838856105,0.398817644,0.778001005,0.448828607,0.621454994,0.980027236,0.503858375,0.59055833,0.726736269,0.840217885,0.369594902,0.844941535,0.511759172,0.759172154,0.965047662,0.482069905,0.706309578,0.836586473,0.810712665,0.460172963,0.387900356,0.511759172,0.759172154,1,70.375,224,31,74.25,16,1.55,4.66,29.5,119,7.07,4.33,4.548
Bryce Love - 38396,2018,3.43,15.41,11.98,15.41,17.43,21.3,4,0.842487517,0.94870631,0.901951884,0.669087608,0.956876986,0.952705775,0.864389754,0.58323058,0.805795314,0.961416251,0.99228325,0.944620971,0.730821607,0.944167045,0.997269003,0.764107778,0.565380997,0.658513641,0.106218793,0.905583296,0.631411711,0.466636405,0.901044031,0.398725535,0.902897814,0.565380997,0.658513641,1,68.875,200,29.375,72.875,18,1.598,4.552,33.9,118.4,7.146,4.354,4.43
Cameron ArtisPayne - 9607,2014,8.85,15.38,6.53,13.28,15.35,17.07,1,0.997276441,0.561960962,0.683159328,0.534725374,0.503404448,0.511141428,0.515318935,0.132552404,0.461775586,0.988197912,0.413980935,0.498411257,0.370403995,0.355424421,0.364588075,0.326385358,0.11476952,0.31420508,0.998184294,0.706763504,0.808896959,0.729005901,0.689514299,0.686845699,0.717336045,0.11476952,0.31420508,1,69.75,212,29.625,73.375,20.2,1.61,4.53,36.5,118,7.13,4.26,4.47
Jermar Jefferson - 83740,2020,1.91,14.09,12.18,7.68,13.18,16.58,3,0.914207898,0.568769859,0.665910123,0.693599637,0.659555152,0.490222829,0.85233551,0.602959309,0.778051788,0.934634589,0.475261008,0.67271902,0.527916478,0.720381298,0.41101502,0.895271988,0.760112888,0.849482596,0.901044031,0.661824784,0.669995461,0.798002724,0.609623241,0.552571689,0.407219115,0.760112888,0.849482596,1,70.125,206,30.5,74.25,19,1.574,4.538,36.4,123.4,7.08,4.264,4.56
Will Shipley - 144138,2023,8.94,13.65,4.71,11.83,14.17,17.26,3,0.918747163,0.707671357,0.728551975,0.765320018,0.630503858,0.659390632,0.928176796,0.709001233,0.896424168,0.891057649,0.643667726,0.702678166,0.758057195,0.577848389,0.523441056,0.923741739,0.896519285,0.891815616,0.926009986,0.686336813,0.635950976,0.522923286,0.684067181,0.755120619,0.380782918,0.896519285,0.891815616,1,71,206,30.25,74.125,20.8,1.582,4.522,34.9,124,7.08,4.306,4.49
Kalen Ballage - 45741,2017,3.24,13.63,10.39,7.73,12.44,17.77,4,0.723104857,0.276441217,0.223785747,0.827054017,0.29777576,0.758981355,0.738322451,0.675092478,0.635635018,0.759872901,0.595551521,0.468452111,0.957330912,0.499773037,0.936731907,0.978647687,0.565380997,0.658513641,0.33499773,0.221062188,0.194280527,0.560599183,0.192010894,0.398725535,0.024402644,0.565380997,0.658513641,1,73.5,228,32.75,77.125,15,1.59,4.46,32.5,122,6.91,4.35,4.576
Jamaal Williams - 11889,2016,16.66,13.21,-3.45,10.65,12.54,13.51,2,0.914661825,0.346799818,0.576032683,0.547435315,0.485701316,0.306957708,0.758412858,0.556720099,0.611590629,0.927825692,0.513390831,0.468906037,0.469359964,0.548343168,0.230769231,0.637010676,0.557855127,0.533396049,0.851566046,0.196096232,0.678620064,0.636404902,0.405810259,0.507965407,0.823080834,0.557855127,0.533396049,1,72.38,212,31.25,73.25,20.8,1.57,4.59,30,123,7.25,4.53,4.508
Raymond Calais - 45828,2019,9.5,13.14,3.64,12.23,15.32,19.45,2,0.637766682,0.457103949,0.974580118,0.885156605,0.957784839,0.649840837,0.577096936,0.423551171,0.547472256,0.577394462,0.402178847,0.954607354,0.878347708,0.973672265,0.646335913,0.643111337,0.509877705,0.538099718,0.724920563,0.531547889,0.964593736,0.817067635,0.855651384,0.593536641,0.450940519,0.509877705,0.538099718,0,67.875,188,30,73.75,20,1.5,4.42,37.5,120,6.938,4.186,4.38
Jeff Wilson - 29413,2017,34.31,13.12,-21.19,8.12,12.17,14.4,4,0.837948252,0.707217431,0.733999092,0.628234226,0.472991375,0.668940427,0.818684078,0.71701603,0.781134402,0.837040399,0.881979119,0.839763958,0.85882887,0.659555152,0.626763769,0.876970005,0.565380997,0.658513641,0.45438039,0.596459374,0.642305946,0.199273718,0.438039038,0.466545289,0.131164209,0.565380997,0.658513641,0,71.5,210,31.5,75.125,15,1.546,4.432,35.7,124.6,7.06,4.238,4.492
Jase McClellan - 123926,2023,9.81,12.87,3.06,4.12,11.71,15.89,3,0.714934181,0.949614163,0.750794371,0.554244212,0.699046754,0.801728058,0.723254646,0.332305795,0.519112207,0.815705856,0.989105765,0.737176577,0.61870177,0.647299138,0.830223031,0.747330961,0.565380997,0.658513641,0.320018157,0.875624149,0.78302315,0.429414435,0.734453019,0.715521165,0.421962379,0.565380997,0.658513641,1,70.375,221,31.125,75.5,20,1.532,4.532,36.5,127.2,7.054,4.262,4.54
Trayveon Williams - 45775,2018,2.3,12.79,10.49,10.72,13.18,15.86,3,0.956876986,0.494325919,0.73036768,0.719927372,0.793917385,0.551159618,0.285786037,0.041307028,0.363748459,0.965955515,0.639582388,0.876078075,0.656377667,0.764412165,0.554392353,0.882562278,0.554092192,0.864534337,0.936904222,0.199727644,0.275533364,0.760326827,0.589650477,0.452890305,0.021860702,0.554092192,0.864534337,1,68.125,206,30.375,74.125,19,1.55,4.51,33,121,7.44,4.44,4.494
Andy Janovich - 10810,2015,7.38,12.66,5.28,10.53,12.72,15.4,1,0.190195188,0.943259192,0.809804812,0.890603722,0.966863368,0.822191905,0.61727775,0.511097411,0.627003699,0.17203813,0.865637767,0.624602814,0.713572401,0.898320472,0.666818389,0.417895272,0.565380997,0.658513641,0.350885157,0.965955515,0.877439855,0.921016795,0.97684975,0.882111971,0.792577529,0.565380997,0.658513641,1,73,238,31.625,75.625,30,1.56,4.81,34,119,7.28,4.32,4.518
Justin Crawford - 29310,2017,8.72,12.47,3.75,6.09,10.66,13.16,2,0.920108942,0.340444848,0.931457104,0.29777576,0.63413527,0.168258299,0.03063787,0.096177559,0.035758323,0.845665002,0.436677258,0.88697231,0.286881525,0.70222424,0.180700956,0.028469751,0.144873001,0.048918156,0.947798457,0.274171584,0.926917839,0.425329097,0.505674081,0.259444697,0.097102186,0.144873001,0.048918156,1,71.375,199,32,76.25,11,1.62,4.64,33.5,122,6.896,4.25,4.472
Eric Gray - 99143,2022,9.28,12.39,3.11,7.9,12.07,16.23,4,0.824784385,0.874716296,0.681343622,0.394462097,0.659101226,0.809913597,0.972877951,0.93649815,0.959926017,0.893781207,0.960962324,0.865637767,0.477984567,0.717657739,0.843878015,0.989323843,0.95766698,0.984007526,0.708125284,0.615524285,0.427144803,0.441216523,0.455288243,0.766499772,0.222674123,0.95766698,0.984007526,1,69.5,207,29.625,71.375,22.6,1.568,4.538,37.5,118,7.098,4.268,4.47
Roschon Johnson - 99467,2022,9.85,12.26,2.41,11.3,12.71,14.78,3,0.592827962,0.989105765,0.487063096,0.788924194,0.952791648,0.59163256,0.673530889,0.405055487,0.586313194,0.500226963,0.988651838,0.409895597,0.762142533,0.892419428,0.586253983,0.659888155,0.464722484,0.555973659,0.724920563,0.981389015,0.577394462,0.808443032,0.961870177,0.483841602,0.49517031,0.464722484,0.555973659,1,72.25,219,32,76.875,19.4,1.52,4.58,31.5,122,7.104,4.286,4.34
Jarvion Franklin - 30845,2017,3.02,12.21,9.19,9.9,12.54,15.86,4,0.981389015,0.338629142,0.519745801,0.673626872,0.421697685,0.706230105,0.861878453,0.797163995,0.776202219,0.990467544,0.353608715,0.433499773,0.79845665,0.47117567,0.761037779,0.921199797,0.83537159,0.874882408,0.934180663,0.396731729,0.59055833,0.572401271,0.438039038,0.251706873,0.226232842,0.83537159,0.874882408,0,71.5,239,31.25,75.5,18,1.63,4.63,30,109,6.93,4.31,4.53
LaMical Perine - 26408,2019,10.84,11.96,1.12,6.73,11.28,15.97,4,0.774852474,0.510667272,0.517476169,0.517476169,0.629142079,0.866302865,0.899547966,0.83107275,0.853267571,0.678620064,0.527008625,0.614616432,0.560599183,0.74580118,0.971324533,0.93289273,0.914393227,0.897460019,0.786200635,0.472537449,0.325465275,0.222423967,0.528370404,0.601729631,0.394001017,0.914393227,0.897460019,1,70.75,216,31.625,76.375,22,1.52,4.62,35,118,7.13,4.31,4.57
Elijah Hood - 11997,2016,5.66,11.89,6.23,8.65,10.84,12.11,3,0.850658193,0.79845665,0.836132547,0.833862914,0.769405356,0.239199636,0.871421396,0.719482121,0.766337855,0.901951884,0.879255561,0.918293236,0.793009532,0.856105311,0.501137915,0.884087443,0.811853246,0.816556914,0.635043123,0.740807989,0.476622787,0.835224694,0.259645937,0.022758307,0.170310117,0.811853246,0.816556914,1,71.38,232,30.38,74.13,18,1.614,4.702,33.5,117.6,7.13,4.236,4.536
Anthony McFarland - 57289,2019,6.34,11.58,5.24,11.58,12.3,14.41,2,0.771674989,0.733999092,0.967771221,0.65592374,0.746255107,0.569804457,0.368156705,0.239210851,0.364364982,0.656377667,0.692691784,0.990921471,0.703132093,0.805719473,0.41101502,0.63904423,0.458137347,0.455315146,0.862914208,0.755787562,0.809350885,0.534271448,0.589650477,0.726900319,0.177935943,0.458137347,0.455315146,1,68.125,208,30.375,73.375,22.8,1.59,4.44,29.5,116,7.21,4.486,4.47
Darrel Williams - 13014,2017,30.67,11.49,-19.18,2.21,9.91,13.24,4,0.523831139,0.469359964,0.373127553,0.764412165,0.453926464,0.900409277,0.819186339,0.96054254,0.954377312,0.709487063,0.494325919,0.528370404,0.656377667,0.394462097,0.96586254,0.887646162,0.565380997,0.658513641,0.492056287,0.482069905,0.165683159,0.766227871,0.518384022,0.632225762,0.612608033,0.565380997,0.658513641,1,71.625,225,31,73.125,22,1.59,4.72,32,109,7.204,4.21,4.548
Keaontay Ingram - 77761,2021,2.25,11.47,9.22,10.21,12.66,16.08,4,0.777122106,0.809350885,0.818883341,0.288243305,0.738538357,0.703046839,0.917629332,0.844636252,0.884710234,0.757149342,0.84975034,0.825238311,0.44030867,0.73808443,0.581247155,0.854600915,0.80809031,0.813734713,0.505220154,0.802088062,0.719927372,0.330458466,0.654561961,0.726900319,0.794611083,0.80809031,0.813734713,1,71.75,221,31.5,74.875,16.6,1.55,4.53,34.5,122,7.09,4.32,4.48
Rasheen Ali - 121717,2023,5.09,11.41,6.32,8.47,12.44,17.43,3,0.906491148,0.644121652,0.734906945,0.807081253,0.838856105,0.476580264,0.859367152,0.361282367,0.871146732,0.94734453,0.698138901,0.881525193,0.899682251,0.929641398,0.561675011,0.976105745,0.565380997,0.658513641,0.431684067,0.430776214,0.561507036,0.361779392,0.438039038,0.329995448,0.037620742,0.565380997,0.658513641,0,71.25,206,31.25,74.55,20.8,1.556,4.502,34.4,122,7.116,4.332,4.43
Dare Ogunbowale - 12329,2016,1.31,10.47,9.16,9,11.12,13.25,3,0.695869269,0.669087608,0.672265093,0.486155243,0.457557876,0.803547067,0.917127072,0.945745993,0.92540074,0.850658193,0.546981389,0.704493872,0.516114389,0.783931003,0.565771507,0.899847483,0.565380997,0.658513641,0.21697685,0.773944621,0.651384476,0.509759419,0.188379483,0.520710059,0.745297407,0.565380997,0.658513641,1,70.75,213,31.38,75.88,14,1.57,4.65,35,120,6.99,4.34,4.518
Darrynton Evans - 40692,2019,5.53,10.4,4.87,8.35,12,16.46,3,0.892419428,0.458465729,0.756241489,0.415342714,0.645937358,0.688040018,0.669512808,0.324290999,0.684340321,0.951883795,0.423513391,0.646845211,0.705855651,0.801634135,0.620846609,0.825622776,0.565380997,0.658513641,0.442124376,0.482069905,0.790285974,0,0.449841126,0.69959035,0.488052872,0.565380997,0.658513641,0,70.125,203,31.625,76.625,20,1.5,4.41,37,125,7.008,4.222,4.4
Dexter Williams - 45913,2018,5.48,10.31,4.83,6.04,9.24,12.06,3,0.514298684,0.208352247,0.779845665,0.953245574,0.890603722,0.392905866,0.364138624,0.068434032,0.358816276,0.762142533,0.378574671,0.925102133,0.935088516,0.969586927,0.508420574,0.41840366,0.565380997,0.658513641,0.30549251,0.091239219,0.235587835,0.941897413,0.645937358,0.390532544,0.465175394,0.565380997,0.658513641,1,71.125,212,32.25,76.875,17,1.55,4.57,36,130,7,4.16,4.454
Damien Harris - 35134,2018,39.27,10.07,-29.2,6.8,10.42,15.04,4,0.756241489,0.571493418,0.698138901,0.561053109,0.819337267,0.536152797,0.836263184,0.704069051,0.854500617,0.728098048,0.660916931,0.774398547,0.828415797,0.964139809,0.616294948,0.897305541,0.565380997,0.658513641,0.414434862,0.404902406,0.157966409,0.25419882,0.274625511,0.520710059,0.273512964,0.565380997,0.658513641,1,70.125,216,30.75,72.875,16,1.56,4.57,37,121,7.102,4.338,4.532
Darius Anderson - 45958,2019,3.22,9.89,6.67,7.17,9.75,12.72,4,0.701316387,0.73172946,0.733091239,0.50068089,0.733091239,0.407912688,0.700652938,0.617755857,0.678791615,0.746255107,0.763958239,0.901951884,0.617793917,0.796640944,0.537551206,0.845449924,0.565380997,0.658513641,0.056740808,0.715388107,0.548797095,0.412619156,0.673626872,0.197997269,0.136756482,0.565380997,0.658513641,1,70.5,208,30.5,74.375,19,1.54,4.61,36,128,6.946,4.19,4.53
TJ Logan - 11935,2016,3.75,9.66,5.91,4.62,10.07,18.03,3,0.665910123,0.578756241,0.850658193,0.699500681,0.418974126,0.798544793,0.891009543,0.843403206,0.837237978,0.60463005,0.67271902,0.879709487,0.769859283,0.554244212,0.793809741,0.857651246,0.791157103,0.822201317,0.625964594,0.445755788,0.670449387,0.437585111,0.216068997,0.632225762,0.908998475,0.791157103,0.822201317,1,69.5,196,32,73.88,17,1.53,4.37,33.5,121,7.032,4.276,4.424
Qadree Ollison - 45934,2018,4.84,9.62,4.78,1.86,7.93,13.84,4,0.808896959,0.317294598,0.540172492,0.734906945,0.520653654,0.46521146,0.4716223,0.388409371,0.493218249,0.893781207,0.487517022,0.738992283,0.586926918,0.808896959,0.697769686,0.922216573,0.929444967,0.887111947,0.197911938,0.159328189,0.525192919,0.8061734,0.11938266,0.432407829,0.058464667,0.929444967,0.887111947,1,72.625,228,31.5,76.5,19,1.53,4.58,29.5,114,7.53,4.31,4.578
Hassan Haskins - 83701,2021,5.52,9.45,3.93,9.45,11.4,16.03,3,0.871084884,0.586472991,0.59055833,0.871538811,0.862006355,0.255570714,0.915118031,0.814426634,0.931565968,0.965955515,0.472537449,0.495687699,0.920562869,0.902859737,0.508420574,0.958820539,0.565380997,0.658513641,0.581025874,0.691330005,0.70086246,0.577394462,0.748070813,0.023668639,0.656837824,0.565380997,0.658513641,1,73.75,228,31.75,75.75,27,1.594,4.592,32,119,7.18,4.302,4.52
Akrum Wadley - 28564,2017,4.81,9.41,4.6,7.54,10.97,15.83,4,0.816159782,0.689968225,0.770313209,0.698138901,0.601906491,0.940882219,0.925163235,0.981504316,0.97595561,0.950522015,0.874262369,0.814344076,0.840671811,0.840217885,0.986345016,0.951194713,0.565380997,0.658513641,0.197911938,0.41715842,0.522923286,0.525646845,0.287789378,0.011379153,0.565836299,0.565380997,0.658513641,1,69.875,194,29.5,71.625,12,1.56,4.54,32,117.8,7.054,4.286,4.472
Jahad Thomas - 12326,2016,5.19,9.32,4.13,6.7,8.58,9.95,3,0.935542442,0.277349069,0.502496596,0.515660463,0.178847027,0.970895862,0.944249121,0.9297164,0.918618989,0.970948706,0.268724467,0.420335906,0.619609623,0.317294598,0.992262176,0.914082359,0.904985889,0.865475071,0.724920563,0.394462097,0.546527463,0,0.084884249,0.789713245,0.936959837,0.904985889,0.865475071,0,69.75,190,30.13,72.38,11,1.57,4.62,32,116,6.98,4.266,4.442
Patrick Taylor - 40448,2019,2.8,9.19,6.39,7.11,11.28,17.28,4,0.812982297,0.246935996,0.744439401,0.8061734,0.754425783,0.504320146,0.581617278,0.334771887,0.536991369,0.879709487,0.334543804,0.677258284,0.838402179,0.901951884,0.565771507,0.890188104,0.784571966,0.847601129,0.708125284,0.170222424,0.759872901,0.371765774,0.709033137,0.445152481,0.095577021,0.784571966,0.847601129,0,73.5,217,32.25,75.625,15,1.54,4.57,34,123,7.128,4.34,4.59
Jahwan Edwards - 10128,2014,7.88,8.83,0.95,6.38,8.44,9.58,1,0.991375397,0.267816614,0.4030867,0.583749433,0.312301407,0.825375171,0.334003014,0.012330456,0.339704069,0.961416251,0.201997276,0.282342261,0.398547435,0.226509305,0.670914884,0.207422471,0.014111007,0.268109125,0.99364503,0.428052655,0.602814344,0.756695415,0.521561507,0.883477469,0.579562786,0.014111007,0.268109125,0,69.5,220,31.625,76.5,16,1.75,4.8,35.5,117,7.63,4.5,4.536
Zamir White - 83665,2021,1.3,8.81,7.51,7.37,8.65,9.98,3,0.789832047,0.647753064,0.71629596,0.801180209,0.738992283,0.296953161,0.761426419,0.514796547,0.669543773,0.769859283,0.622787108,0.800272356,0.77666818,0.695415343,0.340919436,0.860701576,0.599247413,0.809971778,0.708125284,0.628688153,0.65592374,0.666364049,0.597821153,0.416477014,0.551093035,0.599247413,0.809971778,1,71.75,214,31.5,74.625,18,1.5,4.4,33.5,128,7.03,4.184,4.48
Demetric Felton - 40568,2020,9.02,8.79,-0.23,3.81,8.56,13.47,2,0.709487063,0.961416251,0.399455288,0.212437585,0.695415343,0.910413824,0.980914114,0.986436498,0.971023428,0.660463005,0.959146618,0.624602814,0.306400363,0.572401271,0.914883933,0.97458058,0.982126058,0.961429915,0.766681798,0.929641398,0.182932365,0.225147526,0.769859283,0.854346837,0.958820539,0.982126058,0.961429915,1,68.625,189,31.5,76.625,15,1.556,4.512,35.4,120,6.962,4.274,4.47
DeeJay Dallas - 55632,2019,9.88,8.64,-1.24,8.18,9.08,11.77,2,0.718565592,0.931003177,0.825238311,0.815251929,0.856105311,0.593451569,0.652435962,0.442663379,0.580764488,0.586926918,0.891511575,0.753064004,0.695415343,0.720381298,0.443786982,0.672089476,0.476011289,0.596425212,0.847480708,0.93327281,0.840217885,0.834770767,0.898320472,0.73736914,0.538891713,0.476011289,0.596425212,1,70.125,217,30.625,74.25,20.8,1.54,4.58,33.5,119,7.18,4.32,4.48
Matt Dayes - 12006,2016,5.6,8.52,2.92,7.94,8.66,9.91,3,0.897866546,0.295960054,0.522015433,0.873808443,0.240127099,0.848567531,0.855349071,0.716399507,0.768803946,0.945074898,0.35179301,0.525192919,0.890149796,0.378574671,0.810195721,0.908998475,0.926622766,0.873941675,0.83567862,0.142986836,0.548797095,0.703586019,0.114389469,0.794264907,0.034062023,0.926622766,0.873941675,1,68.63,205,30,72,18,1.576,4.532,28,109,7.242,4.48,4.496
Kyle Hicks - 45714,2017,9.2,8.29,-0.91,7.05,8.99,12.12,4,0.713572401,0.822514753,0.284157966,0.394008171,0.254652746,0.791723511,0.886489201,0.785450062,0.815043157,0.868815252,0.903313663,0.46209714,0.57376305,0.266000908,0.761037779,0.966954753,0.932267168,0.941674506,0.414434862,0.708125284,0.157966409,0,0.310939628,0.610832954,0.0701576,0.932267168,0.941674506,1,69.625,204,32.5,75.125,13,1.62,4.63,36.5,122,6.88,4.17,4.474
Javon Leake - 57288,2019,0.06,8.16,8.1,7.41,8.52,9.94,2,0.428960508,0.428506582,0.878801634,0.995006809,0.864729914,0.173260573,0.240582622,0.265104809,0.25647349,0.533817522,0.787108488,0.854289605,0.997276441,0.967771221,0.192990442,0.237417387,0.565380997,0.658513641,0.21697685,0.045846573,0.838402179,0.950522015,0.343168407,0.259444697,0.386883579,0.565380997,0.658513641,1,72.125,215,31.5,75.75,18,1.62,4.65,34,125,7.01,4.246,4.42
Brandon Wilds - 11057,2015,8.66,8.04,-0.62,1.12,7.48,10.93,2,0.735814798,0.481162052,0.616432138,0.30549251,0.24648207,0.772169168,0.063787042,0.056720099,0.155363748,0.625510667,0.428506582,0.513390831,0.302768951,0.212891512,0.660446063,0.077275038,0.067732832,0.181561618,0.837494326,0.555152065,0.696323196,0.415796641,0.389468906,0.816112881,0.153533299,0.067732832,0.181561618,1,72.75,220,32,77.25,21,1.53,4.54,36.5,118,7.08,4.33,4.556
MarShawn Lloyd - 124247,2023,0.92,7.95,7.03,3.77,7.82,11.05,3,0.636858829,0.938266001,0.874716296,0.76758965,0.789378121,0.710322874,0.357609242,0.226880395,0.42108508,0.586926918,0.980481162,0.870630958,0.832501135,0.84339537,0.616294948,0.755465175,0.492003763,0.703668862,0.608261462,0.516114389,0.841125738,0.276895143,0.226963232,0.67137005,0.209964413,0.492003763,0.703668862,1,68.75,220,30.375,73.625,25,1.56,4.46,36,118,7.09,4.332,4.56
Malcolm Brown - 9902,2014,19.06,7.73,-11.33,0.69,5.57,9.64,1,0.93191103,0.114843395,0.414888788,0.333182025,0.152519292,0.1473397,0.019588147,0.057336621,0.020961776,0.822060826,0.095778484,0.29142079,0.235587835,0.126191557,0.12016386,0.014234875,0.060206961,0.021636877,0.96277803,0.216068997,0.615524285,0.571039492,0.316386745,0.329995448,0.082867311,0.060206961,0.021636877,1,71.375,224,32.75,78.375,19,1.64,4.62,34.5,117,6.86,4.15,4.57
Chris Warren - 35977,2017,3.89,7.61,3.72,4.33,6.39,7.85,3,0.422605538,0.621425329,0.587380844,0.827507944,0.753064004,0.296953161,0.76594676,0.725030826,0.731812577,0.363595098,0.67271902,0.650930549,0.863368134,0.801634135,0.697769686,0.850533808,0.565380997,0.658513641,0.58919655,0.621425329,0.561507036,0.78302315,0.549704948,0.023668639,0.547534316,0.565380997,0.658513641,1,74,247,32,77,25,1.66,4.69,33,121,6.98,4.18,4.518
