ID,Last_Season,predicted_value,min_value,mean_value,max_value,Seasons,ContestedTile,Value,TotalNonSepSeasons,NonSepPercent,Slot_rate,best_Slot_rate,worst_Slot_rate,RR,TPRR,YPRR,TDPRR,ADOT,YAC,best_RR,best_TPRR,best_YPRR,best_TDPRR,best_ADOT,best_YAC,worst_RR,worst_TPRR,worst_YPRR,worst_TDPRR,worst_ADOT,worst_YAC,Strength_Power 5,Filter_NonSeparator,Filter_Solid,Filter_Gadget,ht_in,wt,arm_in,wing_in,c_reps,c_10y,c_40y,c_vj_in,c_bj_in,c_3c,c_ss20,est_40y,WAR,athleticism_score
Dominic Lovett - 146872,2024,33.84,29.44,37.29,52.3,4,62.25,73.01,3,0.75,0.733381373,0.787766897,0.497030021,0.864889209,0.831021438,0.787245541,0.661142137,0.166276347,0.785263916,0.914914111,0.888344839,0.954326537,0.762642479,0.536041098,0.838497351,0.531385455,0.704607481,0.329426874,0,0.084845079,0.599293627,1,0,0,1,70,185,31.375,75.625,12.6,1.53,4.4,33.5,120,7.042,4.27,4.46,0.729363505,73.11
Kole Wilson - 168441,2024,33.71,25.48,36.52,51.02,2,58.49,80.07,0,0,0.376148442,0.46716969,0.34965484,0.985408035,0.544226266,0.632318501,0.746532156,0.424247883,0.775355792,0.984668486,0.625461551,0.610451116,0.785198266,0.536041098,0.854310483,0.929282389,0.396853428,0.57641676,0.600899021,0.312329427,0.564617114,0,0,1,0,70.2,185.6,30.95,74.225,16.8,1.506,4.412,38.1,125.2,7.012,4.172,4.412,0.755815251,79.442
Aziah Johnson - 175464,2024,33.71,26.63,36.91,49.6,1,75.45,98.24,0,0,0.902720231,0.870444694,0.870444694,0.633579535,0.176724914,0.595027923,0.635741308,0.57395064,0.838407494,0.583881843,0.200192647,0.562449831,0.622491572,0.557071761,0.804222187,0.583881843,0.200192647,0.562449831,0.622491572,0.557071761,0.804222187,1,0,1,0,71.65,191,31.075,74.6,12,1.498,4.432,37.8,128,6.858,4.186,4.356,0.51072329,82.94
Kyren Lacy - 122646,2024,33.48,17.4,32.04,44.5,5,32.34,47.36,1,0.2,0.502071699,0.653716487,0.45352384,0.840389119,0.660421546,0.711583498,0.872095118,0.67429292,0.455413439,0.969577781,0.934259111,0.823246107,0.928640231,0.813051854,0.832396853,0.556991491,0.187269225,0.509792904,0,0.26769947,0.15299406,1,0,1,0,73.6,199.8,31.85,76.65,16.2,1.506,4.384,37,126.2,6.988,4.308,4.476,0.535108493,84.652
Mario Williams - 144620,2024,33.34,23.77,32.62,45.39,4,57.48,71.9,1,0.25,0.651234012,0.796436025,0.309038369,0.78814628,0.852098721,0.912448208,0.835525131,0.548729959,0.782021257,0.874137101,0.958580832,0.979290416,0.87967571,0.845962434,0.820918285,0.533151389,0.482581474,0.715203082,0.675549847,0.151468936,0.586611013,0,0,1,0,73.35,206.2,32,76.775,13.8,1.548,4.51,32.4,119.2,7.048,4.244,4.46,0.767801199,67.158
Brennan Presley - 122982,2024,33.01,26.35,38.44,53.75,4,59.13,83.81,3,0.75,0.870473789,0.906325253,0.749959865,0.942172582,0.912448208,0.762205008,0.731399748,0.141596109,0.805800757,0.99189276,0.977925831,0.773077541,0.966366993,0.338497351,0.868598491,0.338176272,0.479531225,0.532107882,0.430004816,0.076818109,0.631883127,1,0,0,1,70.85,186.8,31.075,74.125,15.6,1.522,4.452,37.2,122.6,7.006,4.17,4.436,0.859349039,74.802
Jacoby Jones - 157518,2024,33,28.3,34.05,44.17,2,8.39,98.74,2,1,0.263375968,0.458741371,0.181650345,0.541343902,0.811925779,0.954062331,0.840389119,0.687263556,0.731940191,0.746427998,0.875742495,0.952159255,0.879996789,0.826055547,0.886899984,0.227885696,0.714962273,0.900224755,0,0.484588216,0.529780061,1,1,0,0,73.775,207.2,32.3,77.25,17.6,1.55,4.58,37.9,126.2,7.062,4.34,4.488,0.783093614,65.884
Joseph Williams - 190753,2024,33,26.88,37.3,56.81,1,0.16,91.46,1,1,0.029183931,0.040616471,0.040616471,0.817330211,0.640245001,0.896054765,0.870834084,0.933705639,0.309673933,0.733665115,0.600497672,0.853588056,0.831594156,0.9181249,0.329105795,0.733665115,0.600497672,0.853588056,0.831594156,0.9181249,0.329105795,0,0,1,0,74.95,215,33.15,79.7,19,1.544,4.562,37.9,127.6,7.004,4.308,4.504,0.764908039,70.382
Savion Williams - 123101,2024,32.6,27.32,39.38,54.04,2,49.32,61.12,1,0.5,0.288056206,0.509150747,0.152030824,0.716267339,0.583678616,0.458295803,0.724193839,0.589623491,0.499009188,0.867956333,0.920051373,0.810964842,0.853748595,0.967490769,0.804222187,0,0.168566383,0.063413068,0,0.118157008,0.233263766,1,0,1,0,75.875,222,32.5,80.875,17.2,1.52,4.48,36.4,127.4,7.032,4.25,4.42,0.259225046,83.44
Jaylin Noel - 125155,2024,32.22,28.68,38.26,50.57,3,57.06,77.83,2,0.67,0.75175644,0.754695778,0.693610531,0.939650513,0.879661322,0.822734642,0.725094578,0.14069537,0.701495226,0.975678279,0.920292182,0.922780543,0.869641997,0.578343233,0.814576979,0.643602504,0.704607481,0.436586932,0,0.020629314,0.431931289,1,1,0,0,70.25,194,29.5,73.75,23,1.51,4.39,41.5,134,6.82,4.17,4.47,0.856455879,90.55
Caleb Douglas - 157740,2024,31.89,23.2,35.63,50.31,2,19.11,49.74,1,0.5,0.345703477,0.46716969,0.333039011,0.734462259,0.592325707,0.648531796,0.738425509,0.870293641,0.47432895,0.968534275,0.681810885,0.775806711,0.804222187,0.9181249,0.700433456,0.409054423,0.196419971,0.419971103,0.560924707,0.638625783,0.098731739,1,0,1,0,74.325,211.6,33.05,78.65,17.8,1.51,4.458,34.3,122,6.998,4.328,4.53,0.605990907,74.986
KD Hutchinson - 163045,2024,31.48,21.28,31.21,41.93,1,43.53,88.98,1,1,0.785624212,0.875020067,0.684218976,0.525130607,0.623851558,0.931904161,0.828499369,0.178166096,0.869392902,0.610130037,0.957617595,0.990929523,0.952961952,0.212393643,0.916680045,0.370203885,0.257585487,0.289051212,0.599775245,0.173783914,0.685984909,0,0,0,1,71.475,188,30.5,73.55,17.4,1.5,4.4,36.1,124.2,6.984,4.352,4.4,0.165404009,70.38
Jacolby George - 143942,2024,31.28,27.55,37.32,50.71,2,60.56,83.81,0,0,0.471626734,0.657087815,0.190480013,0.700954783,0.809944154,0.972437399,0.896054765,0.453611962,0.919473969,0.893642639,0.994381121,0.999036764,0.957858404,0.854551292,0.942205812,0.087172901,0.391796436,0.457938674,0,0.069433296,0.671857441,1,0,1,0,71,172,31.375,75.5,12.6,1.518,4.456,32.5,120,6.77,4.282,4.43,0.74754908,72.21
Kevin Concepcion - 170362,2024,31.27,22.88,35.87,49.09,2,64.03,62.06,1,0.5,0.836065574,0.854551292,0.75678279,0.955143217,0.915150423,0.753557917,0.919113673,0.159070438,0.769410917,0.898218013,0.925830791,0.869401188,0.928640231,0.227323808,0.845240006,0.889308075,0.813694012,0.452801413,0.786402312,0.130036924,0.564617114,1,0,0,1,73.325,197.6,31.575,76.85,12,1.522,4.454,36.3,123.2,6.966,4.308,4.424,0.757468485,69.818
Chris Hilton - 146762,2024,30.82,18.67,30.74,42.37,1,2.77,20.44,1,1,0.367681499,0.607882485,0.178760636,0.320662944,0.602594127,0.949558638,0.876418663,0.969555035,0.921635741,0.465885375,0.949670894,0.989645208,0.990287366,0.993738963,0.996869481,0.009231016,0.419890833,0.657489164,0,0.742575052,0.198988602,1,0,1,0,74.175,208.8,32.175,76.825,15.4,1.54,4.508,34.4,121.8,7.072,4.346,4.556,0.304688985,72.684
Luke Grimm - 122561,2024,30.72,21.7,36.15,52.87,5,56.54,84.57,1,0.2,0.794991893,0.924385937,0.700754535,0.721131328,0.863628175,0.899117276,0.907764367,0.664564943,0.41740227,0.777251565,0.935864505,0.925429443,0.924626746,0.773559159,0.671857441,0.465885375,0.413388987,0.547038048,0.646572484,0.427676995,0.105715203,1,0,1,0,71.1,183.2,31.125,74.475,16.8,1.522,4.402,36.4,123.4,6.956,4.272,4.43,0.791979748,77.832
Jahmal Banks - 123373,2024,30.54,20.26,31.17,44.61,3,11.87,86.45,2,0.67,0.342460818,0.429844277,0.34965484,0.852098721,0.682759863,0.721671771,0.767429292,0.768870474,0.19528013,0.934098571,0.802375983,0.862417724,0.959624338,0.871889549,0.564617114,0.285519345,0.457858404,0.488601702,0,0.496066784,0.105715203,1,1,0,0,74.575,210.2,32.375,78.05,19,1.542,4.514,36.8,125,7.004,4.308,4.52,0.730190122,71.234
DeMeer Blankumsee - 130613,2024,30.53,27.05,31.3,38,4,53.87,70.1,1,0.25,0.858223743,0.857360732,0.787766897,0.886687083,0.602413979,0.758241758,0.759863088,0.382813907,0.785263916,0.951196019,0.759030342,0.826376625,0.786081233,0.547680205,0.880478407,0.40447905,0.42631241,0.567266014,0.566142238,0.146171135,0.497832718,0,0,1,0,72.9,201.8,31.075,75.15,13.4,1.548,4.546,33.1,120.6,7.07,4.21,4.494,0.619630089,66.022
Malcolm Simmons - 191278,2024,30.53,21.91,31.81,47.61,1,58.87,70.09,1,1,0.768149883,0.728046235,0.728046235,0.662403171,0.876778959,0.909745992,0.795532337,0.063411998,0.940551252,0.604430888,0.835768181,0.869401188,0.754776048,0.069433296,0.912827099,0.604430888,0.835768181,0.869401188,0.754776048,0.069433296,0.912827099,1,0,0,1,71.6,193.8,31.575,75.4,12.4,1.532,4.438,33.6,118.8,7.026,4.244,4.43,0.631409382,72.002
Kelly Akharaiyi - 157878,2024,30.45,21.55,36.86,62.2,2,24.36,66.34,2,1,0.388758782,0.578985391,0.197704286,0.875337777,0.625833183,0.765627815,0.662223023,0.852459016,0.515582778,0.863702039,0.865467972,0.958741371,0.853588056,0.860250441,0.868598491,0.727564617,0.305265693,0.292904158,0.397736394,0.794429282,0.187429764,1,1,0,0,74.775,214.2,32.925,79.45,15.8,1.53,4.46,35.5,121.8,7.016,4.29,4.55,0.467739202,78.86
Aidan Mizell - 174257,2024,30.33,12.5,26.35,40.51,1,71.89,75.92,0,0,0.598811025,0.620404559,0.620404559,0.472347325,0.677715727,0.634840569,0.796433075,0.284453252,0.735002702,0.457858404,0.639027131,0.594798523,0.755337935,0.293947664,0.700433456,0.457858404,0.639027131,0.594798523,0.755337935,0.293947664,0.700433456,1,0,1,0,70.45,185.2,30.45,73.325,16.4,1.492,4.45,35.6,119.8,6.982,4.276,4.434,0.337960322,70.162
Tai Felton - 144886,2024,30.14,22.4,35.13,48.21,3,44.72,73.17,0,0,0.40551252,0.561326056,0.053941243,0.883984868,0.752296883,0.650333273,0.76364619,0.525310755,0.635020717,0.98643442,0.93979772,0.869401188,0.823486916,0.787445818,0.794188473,0.190078664,0.083641034,0.318028576,0,0.220661422,0.105715203,1,0,1,0,73.125,183,30,72.375,16.4,1.51,4.37,39.5,130,6.928,4.21,4.42,0.759328374,83.32
Jared Brown - 147081,2024,29.99,27.8,33.4,43.96,3,45.29,78.17,2,0.67,0.705818771,0.855996147,0.352223471,0.786885246,0.865429652,0.91226806,0.782201405,0.258151684,0.968474149,0.814576979,0.873816022,0.913388987,0.836410339,0.675389308,0.980574731,0.440439878,0.777893723,0.775806711,0.533151389,0.072884893,0.838497351,1,1,0,0,71.05,190.2,30.525,73.55,19.4,1.524,4.488,35.9,122,6.942,4.146,4.47,0.655794586,70.068
TJ Moore - 189369,2024,29.94,7.68,28.17,43.54,1,12.15,51.57,1,1,0.18969555,0.226280302,0.226280302,0.937849036,0.664745091,0.792469825,0.772833724,0.644388398,0.537200504,0.867956333,0.624979933,0.738722106,0.73230053,0.618317547,0.529780061,0.867956333,0.624979933,0.738722106,0.73230053,0.618317547,0.529780061,1,0,1,0,75.5,212.8,33.625,79.975,17.8,1.484,4.426,36,125.4,7.03,4.3,4.54,0.729156851,68.586
Kyle Ford - 71304,2024,29.83,21,32.82,52.68,3,11.23,59.74,3,1,0.295442263,0.435944774,0.190480013,0.617546388,0.525490903,0.765267519,0.650513421,0.399027202,0.701495226,0.676994702,0.938593675,0.947824691,0.883287847,0.607721946,0.916680045,0.340744903,0.283592872,0.306871087,0.414593033,0.179964681,0.391234548,1,1,0,0,75.075,212.8,33.775,80.425,16.6,1.534,4.44,38.4,130,6.914,4.31,4.544,0.220580698,82.604
Lance Legendre - 97779,2024,29.82,27.62,34.96,50.21,1,36.81,74.14,0,0,0.738065213,0.70500883,0.70500883,0.813006665,0.932084309,0.981264637,0.929021798,0.453611962,0.829580256,0.729731899,0.900224755,0.968052657,0.888746187,0.448226039,0.794188473,0.729731899,0.900224755,0.968052657,0.888746187,0.448226039,0.794188473,0,0,1,0,72.4,193.6,31.825,76.675,17,1.534,4.484,37.5,129.6,7.142,4.346,4.46,0.492124406,68.506
Caleb Medford - 123090,2024,29.76,26.91,31.48,42.37,2,16.59,44.32,2,1,0.330210773,0.519746348,0.070878151,0.740947577,0.789227166,0.810844893,0.645108989,0.975860205,0.235633219,0.741932895,0.846283513,0.800850859,0.773799968,0.977685022,0.377588698,0.586049125,0.546957778,0.707416921,0.511237759,0.954326537,0.165275325,0,1,0,0,75.15,215.8,33.5,80.125,17.8,1.536,4.476,34.5,122.6,7.012,4.328,4.538,0.428474892,71.14
Makai Jackson - 159480,2024,29.76,26.81,30.95,40.4,2,4.07,76.65,2,1,0.29328049,0.404559319,0.245304222,0.858403891,0.756800576,0.861466402,0.702936408,0.899657719,0.355431454,0.903756622,0.745705571,0.838577621,0.705570718,0.899100979,0.497832718,0.59849093,0.694172419,0.78407449,0.60932734,0.854551292,0.253812811,0,1,0,0,74.775,210,32.975,79.5,18.2,1.548,4.49,37.6,127,6.932,4.33,4.476,0.826284356,76.996
Squirrel White - 163776,2024,29.7,22.41,33.29,47,3,68.65,72.23,0,0,0.89641506,0.883528656,0.836891957,0.768330031,0.912808503,0.950279229,0.529814448,0.642406774,0.655917853,0.899662867,0.979290416,0.99189276,0.788409054,0.874698989,0.804222187,0.427757264,0.766575694,0.640471986,0.446058757,0.285920694,0.417563012,1,0,1,0,70.5,188.2,30.25,73.2,16.4,1.502,4.434,34.5,119.4,6.948,4.276,4.42,0.661994214,71.732
Harrison Wallace - 145090,2024,29.55,5.91,26.7,41.84,2,10.5,51.89,2,1,0.316519546,0.36346123,0.326135816,0.737164475,0.492343722,0.616465502,0.502071699,0.539001982,0.420284633,0.910980896,0.614544871,0.749799326,0.617033232,0.70219939,0.659656446,0.533151389,0.348611334,0.499036764,0.433777492,0.398218013,0.310483224,1,1,0,0,74.95,210.4,33.275,79.35,17.4,1.484,4.426,36,125.4,7.03,4.33,4.54,0.355525935,71.618
Sam Brown - 123410,2024,29.37,22.12,36.49,55.95,3,37.67,64.1,0,0,0.224464061,0.343393803,0.167282068,0.949558638,0.551432174,0.682039272,0.531796073,0.402269861,0.79607278,0.959704607,0.639027131,0.722908974,0.643602504,0.525846845,0.916680045,0.777251565,0.356959384,0.48362498,0.494300851,0.312329427,0.391234548,1,0,1,0,74.25,200,31.625,77.875,15,1.52,4.44,41.5,131.2,7.026,4.284,4.47,0.557427154,89.73
Vinny Anthony - 158687,2024,28.75,21.12,33.84,48.34,1,31.8,90.45,0,0,0.388218339,0.481216889,0.256140633,0.64348766,0.346784363,0.446586201,0.471626734,0.230589083,0.327688705,0.789211751,0.5219939,0.862417724,0.708299888,0.607721946,0.860972869,0.474474233,0.187269225,0.168245304,0,0.123454808,0.105715203,1,0,1,0,74.65,207.2,32.4,78.025,15.4,1.512,4.43,37.1,127,7.154,4.33,4.486,0.356559206,82.172
Jack Bech - 146771,2024,28.68,21.1,29.45,43.42,3,45.84,94.83,1,0.33,0.720410737,0.904077701,0.542623214,0.798054405,0.606917672,0.678796613,0.720410737,0.314718069,0.602594127,0.954808155,0.671456092,0.893161021,0.862899342,0.684620324,0.751003371,0.396612618,0.266094076,0.452801413,0,0.192005137,0.446139027,1,0,1,0,73.25,214,31.5,75,19,1.536,4.53,34.5,125,6.84,4.21,4.55,0.846536474,72.84
Hudson Clement - 173172,2024,28.6,15.94,29.72,43.54,2,26.5,92.78,1,0.5,0.228967754,0.277572644,0.253331193,0.787605837,0.736804179,0.952621149,0.8576833,0.782741848,0.615564763,0.858323969,0.753572002,0.963637823,0.914593033,0.813051854,0.860972869,0.525445497,0.529458982,0.8441965,0.741371007,0.666960989,0.21030663,1,0,1,0,73.4,202.8,31.3,75.875,13.6,1.52,4.484,35.1,121.2,7.086,4.306,4.506,0.885180822,75.534
Treon Sibley - 104162,2024,28.39,18.07,30.15,42.01,3,36.62,50.37,2,0.67,0.577733742,0.952801413,0.412827099,0.53125563,0.535218879,0.804359575,0.822194199,0.824355972,0.756079986,0.657810242,0.6091668,0.928640231,0.885615669,0.899100979,0.891154278,0.247230695,0.246106919,0.479129876,0.563493338,0.675389308,0.431931289,0,1,0,0,74.85,209.8,31.75,77.15,15.2,1.51,4.406,36.7,125.4,7.044,4.32,4.482,0.4288882,87.438
Zachariah Branch - 174142,2024,28.27,15.47,30.37,44.17,2,63.64,65.12,2,1,0.771032246,0.741290737,0.720581153,0.787245541,0.829940551,0.714826157,0.430553054,0.09800036,0.928301207,0.836410339,0.86073206,0.734628351,0.656686467,0.118157008,0.90704768,0.552175309,0.743458019,0.590704768,0.384652432,0.10113983,0.880478407,1,0,0,1,72.35,193.4,31.65,76.9,13.6,1.522,4.43,35.3,121.8,6.942,4.254,4.422,0.594211614,69.318
Germie Bernard - 158374,2024,27.57,19.44,32.37,46.77,2,61.07,88.53,1,0.5,0.617726536,0.734628351,0.311285921,0.728697532,0.5968294,0.803999279,0.560799856,0.382813907,0.900558458,0.886819714,0.616150265,0.851741853,0.914593033,0.515813132,0.957858404,0.307593514,0.368999839,0.630036924,0.452480334,0.179964681,0.659656446,1,0,1,0,70.25,182.6,31.15,74.675,14.2,1.518,4.44,37.3,127.4,6.956,4.24,4.462,0.794459599,74.456
Kenny Odom - 164032,2024,27.47,21.74,31.07,55.06,1,35.66,92.17,0,0,0.560259413,0.590945577,0.590945577,0.959827058,0.531796073,0.830120699,0.912087912,0.623491263,0.932624752,0.904639589,0.51091668,0.775806711,0.868598491,0.59849093,0.903194734,0.904639589,0.51091668,0.775806711,0.868598491,0.59849093,0.903194734,0,0,1,0,71.9,194.8,31.95,76.475,15,1.538,4.46,38.7,126.6,6.982,4.258,4.47,0.764701385,78.27
JMichael Sturdivant - 146288,2024,27.38,20.6,33.32,51.84,3,34.6,51.75,1,0.33,0.478472347,0.58741371,0.190480013,0.971356512,0.466762745,0.555395424,0.63556116,0.749594668,0.477031166,0.963236475,0.767298122,0.676914432,0.770348371,0.865066624,0.599293627,0.853266977,0.135575534,0.271873495,0.463718093,0.427676995,0.233263766,1,0,1,0,74.1,203.8,31.675,76.85,16.2,1.508,4.414,39.4,129.4,7.012,4.32,4.446,0.536141765,86.126
Anthony Smith - 122885,2024,27.34,19.92,31.8,44.82,1,25.7,44.83,1,1,0.446045758,0.70757746,0.067747632,0.375427851,0.791749234,0.885966493,0.857323005,0.986488921,0.824896415,0.900947183,0.995665436,0.989805747,0.982420934,0.998956494,0.916680045,0.034355434,0.368999839,0.078343233,0,0.357039653,0.671857441,0,0,1,0,73.15,202.6,32.225,76.9,15.8,1.52,4.432,35.1,124.6,6.998,4.328,4.52,0.362345526,75.916
Taylor Morin - 97213,2024,27.18,20.29,30.22,43.94,5,36.3,76.84,2,0.4,0.635381012,0.716326858,0.499357842,0.924698253,0.647090614,0.76130427,0.715907044,0.515042335,0.451990632,0.943570397,0.838417081,0.804302456,0.949911703,0.794429282,0.659656446,0.665997752,0.302777332,0.571680848,0.44798523,0.27861615,0.187429764,1,0,1,0,72.45,198,32.1,77.425,17.8,1.532,4.558,36.8,126,7.156,4.36,4.518,0.808718744,64.88
Tychaun Chapman - 162741,2024,27.16,16.79,28.02,40.06,1,70.31,20.65,1,1,0.860565664,0.886177557,0.781746669,0.203566925,0.97784183,0.969915331,0.860025221,0.197081607,0.93514682,0.282067748,0.978648258,0.985230374,0.924787285,0.418927597,0.959303259,0.124016696,0.889950233,0.797559801,0.719216568,0.084845079,0.785358806,0,0,0,1,71.375,191.2,30.725,74.25,14.8,1.534,4.526,34.8,122.6,7.028,4.412,4.45,0.277203968,68.914
Courtney Jackson - 99703,2024,26.92,20.41,30.7,46.52,3,39.85,60.37,1,0.33,0.791208791,0.979370686,0.416680045,0.830661142,0.311655558,0.441001621,0.592145559,0.361916772,0.536479914,0.953283031,0.482822283,0.79499117,0.855996147,0.70219939,0.794188473,0.447583882,0.200593996,0.103226842,0,0.156847006,0.417563012,0,0,1,0,74.625,194.8,32.75,78.925,15.4,1.532,4.45,36.9,127.2,6.96,4.204,4.472,0.321634635,78.418
Dante Cephas - 97665,2024,26.86,18.43,27.87,44.48,4,38.24,60.04,1,0.25,0.273103945,0.455931931,0.176272275,0.664564943,0.858944334,0.719870294,0.684381193,0.471626734,0.51143938,0.963958902,0.964761599,0.965162948,0.854631562,0.836570878,0.785358806,0.071921657,0.273398619,0.141435222,0,0.036442447,0.105715203,1,0,1,0,74.875,203.2,32.05,77.825,15.4,1.538,4.488,36.3,127.2,7,4.29,4.512,0.653521389,76.202
Omar Cooper - 156395,2024,26.51,22.31,29.89,45.39,2,12.94,88.95,2,1,0.343902,0.423342431,0.285760154,0.570707981,0.788866871,0.899657719,0.925418843,0.862186993,0.435957485,0.687590303,0.847567828,0.907609568,0.945577139,0.865066624,0.860972869,0.447583882,0.602664954,0.823246107,0.767137582,0.820195858,0.198988602,1,1,0,0,74.5,209.8,32.075,78.075,19,1.542,4.514,36.8,125,7.004,4.308,4.492,0.717790866,71.198
Jordan Faison - 171081,2024,26.48,24.34,29.64,43.51,2,51.63,79.34,0,0,0.654296523,0.810643763,0.427034837,0.53125563,0.747432895,0.960007206,0.822194199,0.485498108,0.758241758,0.641274683,0.931289131,0.987397656,0.989645208,0.657729973,0.785358806,0.335126023,0.537967571,0.648739766,0.424305667,0.30333922,0.644405201,1,0,1,0,71.15,182.8,30.15,72.525,18.8,1.536,4.438,35.7,123,7.048,4.156,4.458,0.586978715,73.788
Silas Bolden - 71674,2024,26.32,18.12,28.88,38.06,3,54.68,85.7,0,0,0.470725995,0.605634933,0.378551934,0.546748334,0.885606197,0.787245541,0.811745631,0.51702396,0.816069177,0.805667041,0.918205169,0.894605876,0.904719859,0.71849414,0.976240167,0.026810082,0.682453042,0.345641355,0,0.321881522,0.329105795,1,0,1,0,70.525,193.2,30.525,73.2,17,1.51,4.38,36.7,126.2,6.956,4.272,4.476,0.665094028,73.928
John Paul Richardson - 144650,2024,26.28,22.79,29.45,43.79,4,48.32,79.49,4,1,0.779859485,0.768582437,0.712794991,0.918753378,0.789587462,0.818230949,0.496487119,0.166456494,0.81895154,0.923824049,0.914271954,0.791940921,0.641916841,0.206774763,0.804222187,0.736795633,0.558356076,0.734628351,0.437871247,0.156847006,0.763926794,1,0,0,1,71.825,197.4,30.525,73.1,19,1.528,4.464,36.6,123.4,6.942,4.146,4.488,0.677906592,73.132
KeShawn Williams - 123406,2024,26.26,22.87,30.72,40.9,4,38.57,89.11,2,0.5,0.769410917,0.843393803,0.698266174,0.70906143,0.832642767,0.86957305,0.615925059,0.25689065,0.68221942,0.721464119,0.935944774,0.945657409,0.928238883,0.398218013,0.874698989,0.495585166,0.685342752,0.620725638,0.403114465,0.151468936,0.377588698,1,0,1,0,71.85,201,31.525,75.4,16,1.522,4.472,38.7,123.2,7.02,4.294,4.468,0.746722463,77.81
Jordyn Tyson - 157690,2024,26.15,23.82,30.15,41.31,2,41.55,85.25,1,0.5,0.541163754,0.620886178,0.482902553,0.824175824,0.972077103,0.973698433,0.953161593,0.829580256,0.656278148,0.893642639,0.960587574,0.961390271,0.931128592,0.90447905,0.700433456,0.546074811,0.928399422,0.943249318,0.899983946,0.618317547,0.548242093,1,0,1,0,72.375,198.4,31.225,75.55,18.2,1.528,4.486,35.8,122.6,7.036,4.33,4.446,0.80417235,73.072
Ryan Williams - 191142,2024,25.96,22.92,30.13,47.14,1,36.52,89.64,0,0,0.45379211,0.49189276,0.49189276,0.938929923,0.877859845,0.937668888,0.929742389,0.7984147,0.93514682,0.869481458,0.837132766,0.905683095,0.889388345,0.764809761,0.90704768,0.869481458,0.837132766,0.905683095,0.889388345,0.764809761,0.90704768,1,0,1,0,71.875,201.6,31.5,75.475,15,1.538,4.462,38.3,123.8,6.982,4.258,4.468,0.848189709,77.802
Semaj Morgan - 174043,2024,25.93,15.5,28.09,42.27,2,60.21,65.39,2,1,0.828499369,0.792823888,0.775244823,0.43163394,0.934065934,0.754458656,0.720590885,0.039452351,0.710502612,0.526970621,0.987477926,0.934981538,0.922941082,0.053941243,0.832396853,0.297640071,0.769866752,0.2403275,0.474795312,0.032268422,0.465082678,1,0,0,1,72.1,189.6,31.375,75.725,13.6,1.522,4.43,35.3,121.8,7.118,4.25,4.422,0.407809465,74.704
Rashod Owens - 122979,2024,25.7,16.77,31.86,55.12,3,14.87,59.95,2,0.67,0.420644929,0.596403917,0.335607642,0.851017835,0.441361917,0.563502072,0.557196901,0.683660602,0.516483516,0.937710708,0.814817788,0.849173222,0.675389308,0.70219939,0.700433456,0.526970621,0.019987157,0.075292984,0,0.627709103,0.3441965,1,1,0,0,74.4,212,33.25,79.725,18.8,1.5,4.448,37.6,127.6,7.02,4.298,4.522,0.445007233,80.408
Carnell Tate - 170273,2024,25.69,16.88,31.44,51.15,2,29.18,71.27,1,0.5,0.408214736,0.543024563,0.259190881,0.833363358,0.440100883,0.762385156,0.571608719,0.570707981,0.598630877,0.9207738,0.48097608,0.742013164,0.607481137,0.618317547,0.599293627,0.516696099,0.421496227,0.676914432,0.48089581,0.484588216,0.548242093,1,0,1,0,74.2,210.6,31.95,77.125,14.6,1.514,4.448,38.4,129,7.078,4.394,4.524,0.672740236,77.214
Trebor Pena - 123051,2024,25.62,16.2,28.7,44.04,2,31.06,86.92,2,1,0.779499189,0.979370686,0.657087815,0.765807963,0.604035309,0.760223383,0.754818952,0.220500811,0.908484958,0.994862739,0.605313855,0.872371167,0.9480655,0.587574249,0.985872532,0.100016054,0.463557553,0.493738963,0,0.07914593,0.514368277,1,0,0,1,74.15,202,31.9,77.475,15.4,1.506,4.442,36.2,125.6,7.154,4.302,4.506,0.689065923,76.824
Evan Stewart - 158674,2024,25.33,11.24,31.01,56.62,3,25.14,58.36,1,0.33,0.406413259,0.519746348,0.324289613,0.929021798,0.773554315,0.76202486,0.643667808,0.673752477,0.187533778,0.928479692,0.892599133,0.823246107,0.782629636,0.773559159,0.265853267,0.695697544,0.416118157,0.594798523,0.446781185,0.505618879,0.15299406,1,0,1,0,74.225,215.4,32.8,78.075,17.2,1.498,4.456,34.2,121.6,7.11,4.374,4.556,0.750855549,72.74
Caullin Lacy - 121426,2024,25.28,18.61,31.27,46.24,4,50.83,83.34,3,0.75,0.774455053,0.881200835,0.687831113,0.836606017,0.760943974,0.744550531,0.615564763,0.1423167,0.7904882,0.949831434,0.924546476,0.966527533,0.787526088,0.607721946,0.942205812,0.239203725,0.348611334,0.235270509,0,0.030903837,0.446139027,1,1,0,0,70.15,196.8,30.275,73.2,16.8,1.518,4.412,37.5,125.6,7.044,4.262,4.48,0.798799339,70.978
Easton Messer - 163051,2024,25.27,16.57,29.1,41.12,2,55.37,81.29,0,0,0.917672491,0.890110772,0.886177557,0.91623131,0.666546568,0.808502972,0.699153306,0.281570888,0.761484417,0.888264569,0.745625301,0.851741853,0.713276609,0.379434901,0.773799968,0.783030984,0.450553861,0.630036924,0.634933376,0.212393643,0.671857441,0,0,1,0,70.15,180.2,30.925,73.85,17.8,1.514,4.396,38.5,125.6,6.958,4.12,4.438,0.722130605,74.228
