ID,Last_Season,predicted_value,min_value,mean_value,max_value,Seasons,ContestedTile,Value,TotalNonSepSeasons,NonSepPercent,Slot_rate,best_Slot_rate,worst_Slot_rate,RR,TPRR,YPRR,TDPRR,ADOT,YAC,best_RR,best_TPRR,best_YPRR,best_TDPRR,best_ADOT,best_YAC,worst_RR,worst_TPRR,worst_YPRR,worst_TDPRR,worst_ADOT,worst_YAC,Strength_Power 5,Filter_NonSeparator,Filter_Solid,Filter_Gadget,ht_in,wt,arm_in,wing_in,c_reps,c_10y,c_40y,c_vj_in,c_bj_in,c_3c,c_ss20,est_40y,WAR,athleticism_score
DT Sheffield - 174143,2024,25.24,20.61,30.48,41.77,1,67.3,92.62,1,1,0.84741488,0.852303741,0.777893723,0.667087011,0.901098901,0.561340299,0.960547649,0.05692668,0.782021257,0.870765773,0.902953925,0.880638947,0.956895168,0.109728688,0.916680045,0.173944453,0.288168245,0.088698025,0,0.035318671,0.391234548,0,0,0,1,70.2,184.2,30.225,73.4,11.4,1.512,4.432,37.5,128,6.878,4.208,4.372,0.70249845,76.158
Xzavier Henderson - 124380,2024,25.19,18.51,28.18,44.24,4,42.6,62.75,1,0.25,0.523148982,0.628993418,0.240006422,0.827058188,0.794091155,0.668528193,0.557557197,0.628535399,0.427490542,0.918767057,0.886498635,0.78150586,0.622491572,0.895890191,0.820918285,0.474474233,0.187269225,0.349975919,0.507866431,0.25140472,0.187429764,1,0,1,0,73.875,199.2,32.4,77.825,13.8,1.524,4.378,38.3,130.4,7.046,4.224,4.444,0.55866708,86.9
LaJohntay Wester - 123616,2024,24.86,18.91,27.69,40.54,5,53.58,77.21,4,0.8,0.822734642,0.841226521,0.709905282,0.948477752,0.900738606,0.800396325,0.840929562,0.177985948,0.670870113,0.993738963,0.982982822,0.927676995,0.854390753,0.388184299,0.832396853,0.340744903,0.43722909,0.457938674,0.639027131,0.088216407,0.479932573,1,0,0,1,69.625,163,29.75,72.625,11.2,1.53,4.46,32,121,6.924,4.286,4.49,0.942630709,67.54
Darius Lassiter - 157480,2024,24.84,19.49,30.78,48.8,3,39.4,55.6,0,0,0.542424788,0.641274683,0.268181088,0.843091335,0.851197982,0.796613223,0.77391461,0.623491263,0.568726356,0.807673784,0.923743779,0.867073367,0.790415797,0.735832397,0.631883127,0.685101943,0.681008188,0.640471986,0.693289453,0.418927597,0.479932573,1,0,1,0,74,199.8,32.15,77.8,15.6,1.516,4.458,35.8,122.8,7.04,4.204,4.468,0.714897706,74.258
Nate McCollum - 122487,2024,24.84,20.6,27.7,39.32,4,52.22,68.05,0,0,0.923257071,0.955851662,0.838577621,0.60871915,0.815168438,0.546388038,0.412358134,0.393442623,0.433435417,0.810081875,0.856798844,0.823246107,0.593514208,0.59849093,0.659656446,0.194413228,0.075774603,0.043506181,0,0.25140472,0.174185262,1,0,1,0,72.425,199.6,30.675,74.175,13.2,1.526,4.486,36.2,123.8,7.094,4.236,4.492,0.553294069,72.492
Antonio Williams - 156241,2024,24.78,13.55,31.44,51.06,3,32.18,76.42,2,0.67,0.754818952,0.859608284,0.66663991,0.894613583,0.758061611,0.815528734,0.863628175,0.213114754,0.593406593,0.969096163,0.942847969,0.8441965,0.907689838,0.379434901,0.730935945,0.361615026,0.574971906,0.615187028,0.614946219,0.140793065,0.479932573,1,0,0,1,73.8,205.4,32.225,77.775,13.4,1.52,4.478,38.1,127.6,7.158,4.372,4.466,0.79693945,73.33
Cam Vaughn - 170441,2024,24.48,11.77,25.88,44.38,1,33.53,65.9,1,1,0.263375968,0.303981377,0.303981377,0.794991893,0.976760944,0.982525671,0.887407674,0.829580256,0.499009188,0.714079306,0.959704607,0.969336972,0.843152994,0.80052978,0.497832718,0.714079306,0.959704607,0.969336972,0.843152994,0.80052978,0.497832718,0,0,1,0,73.7,204.8,32.2,77.5,15.4,1.532,4.398,37.4,126.6,7.036,4.226,4.446,0.658481091,74.858
Sean Brown - 170041,2024,24.45,13.53,24.42,39.74,1,43.53,82.2,0,0,0.791388939,0.747551774,0.747551774,0.614664025,0.97153666,0.937668888,0.653575932,0.223923617,0.805980904,0.570075454,0.952881682,0.905683095,0.637903355,0.235992936,0.773799968,0.570075454,0.952881682,0.905683095,0.637903355,0.235992936,0.773799968,1,0,0,1,72.075,197.6,31.65,76.9,17.2,1.538,4.482,37,125,7.058,4.324,4.45,0.512789833,75.198
Jake Bailey - 72158,2024,24.3,16.46,29.17,42.82,4,33.21,70.32,0,0,0.795892632,0.979370686,0.597607963,0.624752297,0.736624032,0.731760043,0.403711043,0.394343362,0.457755359,0.803740568,0.908492535,0.878391395,0.687429764,0.711350136,0.671857441,0.335126023,0.219858725,0.128270991,0,0.065740889,0.198988602,0,0,1,0,74.625,216.8,32.575,78.4,16.6,1.522,4.436,38.1,127.4,7.07,4.398,4.516,0.645255218,79.184
Chris Durr - 184950,2024,24.05,15.14,26.71,36.37,1,55.37,82.82,1,1,0.849756801,0.813051854,0.813051854,0.522248244,0.974419024,0.92253648,0.460637723,0.186272744,0.735002702,0.502408091,0.956574089,0.882244341,0.489564938,0.200433456,0.700433456,0.502408091,0.956574089,0.882244341,0.489564938,0.200433456,0.700433456,0,0,0,1,70.15,180.2,30.925,73.85,17.8,1.512,4.382,37.4,126.2,6.958,4.272,4.438,0.675633395,74.228
Victor Snow - 158249,2024,24.02,18.35,26.54,41.24,1,57.21,75.32,0,0,0.902720231,0.870444694,0.870444694,0.876959106,0.91460998,0.889569447,0.897495947,0.439740587,0.38263376,0.787205009,0.881040295,0.847327019,0.852624819,0.437951517,0.391234548,0.787205009,0.881040295,0.847327019,0.852624819,0.437951517,0.391234548,0,0,1,0,72.3,200,31.025,75.65,16.4,1.542,4.518,33.6,123.6,7.034,4.168,4.458,0.534901839,69.964
Derwin Burgess - 147111,2024,23.99,9.52,24.62,43.91,4,22.21,19.63,2,0.5,0.393262475,0.502889709,0.370685503,0.98811025,0.606197082,0.616105206,0.615744911,0.453611962,0.476310575,0.9973511,0.752046878,0.683737358,0.769465404,0.568148981,0.854310483,0.570075454,0.255177396,0.509792904,0.452640873,0.30333922,0.198988602,0,0,1,0,74.725,209.8,32.35,77.075,15.4,1.506,4.442,34.2,123.8,7.1,4.378,4.544,0.137712337,79.544
Will Pauling - 144234,2024,23.88,13.08,22.83,32.13,3,28.84,53.42,1,0.33,0.909385696,0.924385937,0.821480173,0.747252747,0.969014592,0.778778598,0.728697532,0.437758962,0.222662583,0.938834484,0.989805747,0.800850859,0.741772355,0.71849414,0.3441965,0.304382726,0.88521432,0.571680848,0,0.200433456,0.119762402,1,0,1,0,74.15,217.4,32.65,78.05,15.2,1.532,4.496,36.7,125.4,7.004,4.284,4.506,0.614463732,74.826
Casey Reynolds - 147315,2024,23.87,22.96,29.48,43.36,2,8.26,79.34,2,1,0.125743109,0.18855354,0.116872692,0.400288236,0.955863808,0.990452171,0.758061611,0.946496127,0.615564763,0.440439878,0.99454166,0.998153797,0.962273238,0.975999358,0.631883127,0.347246749,0.702520469,0.76216086,0,0.80052978,0.548242093,0,1,0,0,74.35,206.8,33.225,79.3,18.2,1.532,4.472,37.3,128.2,6.94,4.248,4.498,0.47827857,75.82
Yulkeith Brown - 146985,2024,23.86,19.67,29.91,44.5,2,63.24,67.55,0,0,0.736443884,0.963718093,0.574811366,0.579174923,0.756260133,0.790127905,0.759502792,0.359394704,0.805980904,0.682693851,0.831995505,0.79499117,0.791539573,0.568148981,0.916680045,0.270910258,0.184218976,0.63669931,0.60932734,0.242896131,0.465082678,0,0,1,0,72.35,193.4,31.65,76.9,13,1.52,4.42,36,121.8,7.05,4.244,4.422,0.521056003,69.318
Jackson Meeks - 146714,2024,23.4,21.31,25.53,35.11,1,6.39,78.79,1,1,0.210232391,0.409214962,0.067747632,0.484417222,0.880562061,0.737164475,0.726896055,0.885966493,0.669969375,0.971504254,0.945095521,0.860410981,0.757585487,0.996548403,0.97278857,0,0.133327982,0.257344678,0,0.347648098,0.198988602,1,0,1,0,74.35,206.8,33.225,79.3,18.2,1.548,4.49,37.6,127,6.932,4.33,4.498,0.690305848,75.82
Traeshon Holden - 123917,2024,23.39,16.99,26.12,44.14,4,60.38,65.85,2,0.5,0.508376869,0.596403917,0.443971745,0.765627815,0.450909746,0.761484417,0.869933345,0.314718069,0.733021077,0.895007224,0.602343875,0.769465404,0.961229732,0.568148981,0.804222187,0.460587574,0.270268101,0.63669931,0.517338257,0.130036924,0.446139027,1,0,1,0,74.125,205,31.625,78.5,14.6,1.54,4.57,32,123,6.948,4.176,4.58,0.528702211,65.44
JaShaun Poke - 100218,2024,23.28,17.63,28.49,43.12,3,61.13,61.05,2,0.67,0.934606377,0.952801413,0.868518221,0.604215457,0.736443884,0.689425329,0.465141416,0.208250766,0.803098541,0.766896773,0.954487077,0.921175148,0.899422058,0.484588216,0.947262803,0.116712153,0.105795473,0.211350136,0,0.109728688,0.391234548,0,0,0,1,73.075,193.8,31.3,75.675,13,1.514,4.45,35.6,123.2,6.972,4.228,4.438,0.258605084,75.204
Donavon Greene - 97813,2024,23.27,21.88,24.84,30.71,4,6.8,73.23,4,1,0.292740047,0.389147536,0.270187831,0.727616646,0.624211854,0.869753198,0.778058008,0.859845073,0.670689966,0.863702039,0.76216086,0.880638947,0.824048804,0.935864505,0.90704768,0.399181249,0.414352223,0.734628351,0.531385455,0.578343233,0.377588698,1,1,0,0,74.275,206,32.7,78.425,17.6,1.548,4.47,38.1,127.6,6.906,4.274,4.476,0.647528415,78.244
Louis Brown - 163319,2024,23.18,12.85,23.62,35.25,2,25.11,51.02,1,0.5,0.675193659,0.772515653,0.259190881,0.93442623,0.338497568,0.414519906,0.583678616,0.30120699,0.353089533,0.947744421,0.670733665,0.75694333,0.665756943,0.865066624,0.514368277,0.632685824,0.041258629,0.081152673,0,0.040777011,0.253812811,0,0,1,0,74.375,218,32.625,78.175,15.2,1.532,4.496,33.8,122.2,6.998,4.328,4.522,0.277410622,73.088
Justin Lockhart - 74298,2024,23.13,13.34,27.19,46.96,4,27.39,69.89,3,0.75,0.220680958,0.553138546,0,0.867771573,0.517384255,0.555215277,0.468564223,0.529454152,0.455053144,0.989886017,0.630679082,0.766013806,0.593514208,0.962353508,0.751003371,0.110691925,0.344035961,0.266254616,0,0.109728688,0.165275325,0,1,0,0,73.95,209.6,31.975,77.925,14.6,1.526,4.462,35.3,121.8,7.078,4.378,4.534,0.606404216,78.406
Amare Thomas - 173349,2024,22.98,13.95,27.4,46.57,2,52.34,78.37,2,1,0.632138353,0.660057794,0.622090223,0.868312016,0.94541524,0.824896415,0.873176004,0.07746352,0.696090794,0.895007224,0.966206454,0.804302456,0.875742495,0.134210949,0.751003371,0.636297961,0.867314176,0.734628351,0.723069514,0.057713919,0.564617114,0,0,0,1,72.225,189.6,30.575,73.525,18.2,1.53,4.442,36.3,123.6,7.048,4.156,4.454,0.770901013,76.602
Jordan Watkins - 122730,2024,22.98,16.6,25.57,39.57,3,51.51,72.23,0,0,0.611421366,0.771712956,0.299406004,0.870653936,0.468564223,0.720410737,0.705998919,0.381552873,0.715726896,0.907529298,0.643441965,0.910820356,0.912827099,0.845962434,0.804222187,0.224193289,0.230052978,0.306871087,0,0.019425269,0.529780061,1,0,1,0,71.25,196,29.375,72.5,15.2,1.53,4.37,36.5,119,7.002,4.166,4.47,0.561146931,80.66
Lawrence Arnold - 122546,2024,22.73,14.38,27.65,43.64,4,32.06,71.07,2,0.5,0.228787606,0.404559319,0.043345641,0.768330031,0.53125563,0.664384796,0.673572329,0.506215096,0.509277608,0.864986354,0.629555306,0.900224755,0.831834965,0.666960989,0.785358806,0.25124418,0.421977846,0.157489164,0,0.113822443,0.253812811,1,0,1,0,74.225,216,32.25,77.95,15.4,1.518,4.458,38.4,128.2,7.078,4.398,4.492,0.664267411,76.88
Adrian Norton - 176301,2024,22.49,12.14,25.45,45.38,1,43.53,64.2,0,0,0.362277067,0.503772676,0.228768663,0.793190416,0.55971897,0.573770492,0.754638804,0.49252387,0.452531075,0.956574089,0.566222508,0.75694333,0.780462354,0.849574571,0.773799968,0.289452561,0.36057152,0.282388826,0,0.123454808,0.145769786,0,0,1,0,72.775,197.2,32.175,76.9,13.2,1.528,4.404,38,127.4,7.058,4.22,4.428,0.551227526,84.708
Malik Rutherford - 143929,2024,22.23,13.36,23.69,40.16,3,58.89,74.67,3,1,0.828679517,0.820597207,0.74040777,0.782381553,0.879481175,0.799675734,0.582777878,0.110790848,0.856782562,0.802536523,0.906806871,0.87694654,0.697945096,0.140793065,0.868598491,0.460587574,0.741210467,0.643923583,0,0.109728688,0.712955531,1,0,0,1,69.875,190.6,30.45,73.85,16.4,1.526,4.482,35.7,124.4,7.048,4.192,4.462,0.639262244,80.188
Jairus Mack - 145562,2024,21.82,15.1,28.55,45.19,2,34.62,89.58,1,0.5,0.677535579,0.805747311,0.160378873,0.565303549,0.372905783,0.819311836,0.434696451,0.764546928,0.817330211,0.67482742,0.472467491,0.797559801,0.862899342,0.94525606,0.860972869,0.179483063,0.260796275,0.727644887,0,0.167282068,0.599293627,0,0,1,0,72.5,197.8,31.925,76.675,15,1.516,4.42,38.3,127.4,7.012,4.258,4.482,0.549574292,82.512
Jaden Smith - 102637,2024,21.58,15.85,23.13,35.2,1,7.01,78.52,1,1,0.119437939,0.352223471,0,0.659520807,0.719509998,0.714105567,0.747613043,0.71698793,0.612862547,0.949831434,0.728688393,0.851741853,0.990287366,0.888425108,0.932332638,0.009231016,0.516535559,0.2403275,0,0.368999839,0.233263766,0,0,1,0,74.35,206.8,33.225,79.3,18.2,1.548,4.49,37.6,127,6.932,4.33,4.498,0.576646001,75.82
Joey Hobert - 131934,2024,21.57,14.18,27.48,43.34,3,65.5,88.57,1,0.33,0.775716087,0.941965002,0.534435704,0.706899658,0.878940731,0.8142677,0.89245181,0.241217799,0.535579175,0.906566062,0.885615669,0.900224755,0.876384652,0.407770108,0.740809119,0.079065661,0.187269225,0.312570236,0,0.156847006,0.15299406,0,0,0,1,70.725,189.4,31.275,76.3,14.2,1.514,4.438,37.5,127,6.878,4.208,4.41,0.847156437,74.094
Josh Cameron - 144513,2024,21.42,14.22,25.22,45.06,2,49.86,59.89,0,0,0.342460818,0.460667844,0.293466046,0.884885606,0.446946496,0.6047559,0.649432535,0.389839669,0.534318141,0.917402472,0.634933376,0.766013806,0.920372451,0.536041098,0.751003371,0.638786322,0.186627067,0.173302296,0,0.321881522,0.198988602,1,0,1,0,72.45,199,30.975,75.675,15.2,1.532,4.46,35.8,123.2,7.082,4.272,4.43,0.463192808,76.254
Reginald Virgil - 158022,2024,21.35,-4.68,14.61,32.56,1,32.28,49.36,1,1,0.235092776,0.326135816,0.214641194,0.703116556,0.655917853,0.60079265,0.935326968,0.994955864,0.160331472,0.913629796,0.68020549,0.829426874,0.908653074,0.998153797,0.586611013,0.142558998,0.075774603,0.219938995,0.89621127,0.942928239,0.0026489,0,0,1,0,74.275,204.2,31.7,76.775,14,1.506,4.404,37.9,126.8,7.012,4.32,4.484,0.477865261,87.718
Rahkeem Smith - 161339,2024,21.35,8.29,23.76,41.94,1,61.48,83.44,1,1,0.630156729,0.63942848,0.63942848,0.731399748,0.31147541,0.637722933,0.740767429,0.186272744,0.953161593,0.659897255,0.323165837,0.600016054,0.706052336,0.200433456,0.930004816,0.659897255,0.323165837,0.600016054,0.706052336,0.200433456,0.930004816,0,0,0,1,71.2,195.6,31.6,75.75,14,1.522,4.452,36.1,122.6,7.006,4.19,4.432,0.65744782,72.606
OMega Blake - 146913,2024,21.28,16.26,25.51,43.51,1,34.39,76.79,1,1,0.46009728,0.605313855,0.382083802,0.798955143,0.329850477,0.732480634,0.833363358,0.849936948,0.435957485,0.729731899,0.801653556,0.976159897,0.976079628,0.957697865,0.671857441,0.691603789,0.14761599,0.282388826,0.518462032,0.657729973,0.329105795,0,0,1,0,73.8,205.4,32.225,77.775,16.8,1.528,4.534,38,128.8,7.182,4.42,4.466,0.30489564,73.33
Theo Wease - 98005,2024,21.25,7.29,20.39,31.79,4,25.84,82.1,2,0.5,0.277067195,0.376224113,0.242575052,0.813006665,0.65375608,0.813547109,0.795352189,0.542965231,0.863448027,0.935864505,0.878551934,0.92631241,0.880638947,0.694172419,0.944854712,0.343875421,0.250200674,0.57641676,0.661502649,0.407770108,0.685984909,1,0,1,0,75,200,32.125,78.375,14,1.56,4.56,31,117,7.044,4.356,4.48,0.776893986,58.76
DeZhaun Stribling - 146508,2024,21.03,11.72,29.24,49.12,3,35.71,71.19,1,0.33,0.344082147,0.631321239,0.12305346,0.888848856,0.604575752,0.669068636,0.683840749,0.660961989,0.694469465,0.98643442,0.843393803,0.893161021,0.782308557,0.794429282,0.794188473,0.427757264,0.282148017,0.282388826,0.542623214,0.235992936,0.27861615,1,0,1,0,72.6,204.6,32.175,77.35,16.6,1.518,4.444,34.9,124.4,7.07,4.336,4.484,0.436741062,74.838
Kris Mitchell - 97659,2024,20.93,16.18,23.89,37.76,2,36.44,79.89,1,0.5,0.223563322,0.476320437,0.051051533,0.749954963,0.504233471,0.612141956,0.69410917,0.7984147,0.575752117,0.954808155,0.772997271,0.925429443,0.781746669,0.967490769,0.832396853,0.219377107,0.225477605,0.160539412,0,0.259190881,0.253812811,1,0,1,0,72.975,193.8,31.55,76.675,18,1.532,4.54,37,125,7.18,4.37,4.5,0.391483778,64.214
Reese Smith - 123432,2024,20.87,15.42,23.02,35.31,1,16.27,68.38,1,1,0.952441002,0.979370686,0.855996147,0.480453972,0.537921095,0.585119798,0.658800216,0.382813907,0.404431634,0.651709745,0.83881843,0.75694333,0.935222347,0.59849093,0.854310483,0.285519345,0.230052978,0.266254616,0,0.179964681,0.072001926,0,0,1,0,74.875,211.8,31.8,77.55,16.4,1.526,4.546,36.3,126,6.878,4.302,4.5,0.388177309,80.1
Dontae Fleming - 122634,2024,20.81,11.41,27.4,45.76,4,62.19,66.36,1,0.25,0.510358494,0.626103708,0.311285921,0.562241038,0.56206089,0.686903261,0.546748334,0.660961989,0.929021798,0.803740568,0.909616311,0.838577621,0.819312891,0.888425108,0.938112057,0.321399904,0.290094718,0.334323326,0,0.167282068,0.820918285,0,0,1,0,72.35,193.4,31.65,76.9,13.6,1.522,4.43,35.3,121.8,7.054,4.254,4.422,0.364205414,69.318
Isaac TeSlaa - 172430,2024,20.63,17.85,26.94,40.12,1,32.62,54.75,0,0,0.735543145,0.742253973,0.67201798,0.893532697,0.355251306,0.605116195,0.520266619,0.610700775,0.596469105,0.862819072,0.509150747,0.773077541,0.634532028,0.764809761,0.712955531,0.746427998,0.193048643,0.318028576,0.460105956,0.388184299,0.417563012,1,0,1,0,75.625,214,31.125,76.75,17,1.51,4.43,39.5,129,6.85,4.05,4.5,0.095554867,96.27
Tyson Mobley - 122350,2024,20.61,9.22,23.73,38.45,2,39.12,28.53,0,0,0.413078725,0.582758067,0.200995344,0.670870113,0.320302648,0.416141236,0.605836786,0.568906503,0.511799676,0.93722909,0.758709263,0.542382405,0.969336972,0.787445818,0.794188473,0.224193289,0.128592069,0.207095842,0,0.427676995,0.139187671,0,0,1,0,73.8,197.8,32.1,76.7,13,1.516,4.51,35.7,127,7.058,4.378,4.48,0.198882,74.176
Bailey Stockton - 175368,2024,20.35,11.99,20.03,27.06,1,66.19,59.01,1,1,0.943253468,0.918365709,0.918365709,0.317059989,0.845253108,0.937668888,0.692667988,0.138173302,0.327688705,0.321399904,0.802536523,0.905683095,0.667041259,0.151468936,0.3441965,0.321399904,0.802536523,0.905683095,0.667041259,0.151468936,0.3441965,1,0,0,1,74.575,205.2,32.475,77.875,16.8,1.554,4.538,37.2,125.8,6.838,4.22,4.45,0.471045671,71.796
Myles Price - 123155,2024,20.16,16.9,23.36,36.9,5,56.82,60.74,2,0.4,0.847234732,0.963718093,0.746749077,0.775896235,0.745991713,0.792469825,0.633759683,0.186092596,0.734462259,0.891475357,0.844597849,0.896532349,0.853347247,0.448226039,0.773799968,0.606758709,0.413629796,0.526489003,0.435543426,0.047278857,0.529780061,1,0,0,1,73.1,202.2,31.65,76.075,14.8,1.536,4.5,34.4,120.8,7.082,4.296,4.442,0.66034098,64.12
London Humphreys - 172616,2024,19.95,8.72,20.91,32.36,2,28.53,17.97,1,0.5,0.352909386,0.433055065,0.345962434,0.669609079,0.488200324,0.699873897,0.790668348,0.846694289,0.877679697,0.649301654,0.659415637,0.78407449,0.819312891,0.899100979,0.916680045,0.571520308,0.250200674,0.493738963,0.634933376,0.684620324,0.712955531,1,0,1,0,74.725,209.8,32.35,77.075,15.4,1.52,4.462,34.9,124,7.1,4.406,4.544,0.18482951,79.544
Jaden Williams - 143844,2024,19.85,14.67,22.83,32.74,2,28.77,32.8,1,0.5,0.325346784,0.522475518,0.184379515,0.725635021,0.556116015,0.578454333,0.779499189,0.870293641,0.4031706,0.915957618,0.873816022,0.818189115,0.818670734,0.954326537,0.751003371,0.385455129,0.163429122,0.282388826,0.586851822,0.476079628,0.265853267,0,0,1,0,74.575,203.8,32.05,76.5,16,1.514,4.478,34.5,124.2,7.04,4.36,4.522,0.357799132,74.778
Omari Kelly - 157048,2024,19.83,15.36,26.2,46.83,1,28.82,71.72,0,0,0.381552873,0.516214481,0.12305346,0.540263016,0.671590704,0.562241038,0.544226266,0.974058728,0.319762205,0.859608284,0.812891315,0.913388987,0.658291861,0.988120083,0.659656446,0.204446942,0.067346284,0.143843314,0,0.780221544,0.119762402,0,0,1,0,73.075,197.8,31.625,75.85,14.6,1.514,4.448,38.4,129,7.078,4.394,4.49,0.480138458,74.352
Caleb Goodie - 173459,2024,19.77,14.81,25.82,42.53,1,2.77,46.69,1,1,0.359754999,0.400465564,0.400465564,0.736443884,0.459917132,0.800576473,0.849576653,0.929742389,0.961808683,0.663027773,0.45095521,0.74594638,0.809519987,0.91258629,0.942205812,0.663027773,0.45095521,0.74594638,0.809519987,0.91258629,0.942205812,0,0,1,0,75.775,212.4,33.85,80.875,16.4,1.52,4.45,35.2,125.4,6.912,4.272,4.54,0.253645381,72.058
Jordan Moore - 143865,2024,19.73,14.33,24.89,43.37,3,23.58,72.37,1,0.33,0.488020177,0.615187028,0.403435543,0.967753558,0.885966493,0.844712664,0.858584039,0.664745091,0.428030985,0.925429443,0.891074009,0.860410981,0.861695296,0.849574571,0.529780061,0.913629796,0.736715364,0.667763686,0.692888104,0.357039653,0.329105795,1,0,1,0,74.05,203.6,32.175,76.6,15.6,1.528,4.53,34.7,123.2,7.054,4.364,4.526,0.86761521,69.868
Corri Milliner - 173337,2024,19.63,16.37,26.46,48.95,1,31.33,65.19,1,1,0.383714646,0.423342431,0.423342431,0.582777878,0.833003063,0.937668888,0.852639164,0.920014412,0.125562962,0.546074811,0.792101461,0.905683095,0.81136619,0.90158934,0.145769786,0.546074811,0.792101461,0.905683095,0.81136619,0.90158934,0.145769786,0,0,1,0,74.525,209.6,32.225,77.9,14.6,1.524,4.45,37.9,128.4,7.014,4.36,4.49,0.479931804,81.588
Skyler Bell - 145163,2024,19.53,13.04,26.14,44.98,2,48.33,9.34,0,0,0.609800036,0.952801413,0.167282068,0.901639344,0.749594668,0.676995136,0.677535579,0.551972618,0.515943073,0.907529298,0.834403596,0.867073367,0.77323808,0.750842832,0.763926794,0.707336651,0.422941082,0.408091186,0.406405523,0.192005137,0.222347086,0,0,1,0,73.4,199,32.175,76.925,12.8,1.518,4.45,36,126,7.18,4.406,4.432,0.1116739,77.62
Malachi Fields - 151069,2024,19.37,13.95,24.39,43.72,2,18.11,69.87,2,1,0.308412899,0.461550811,0.190480013,0.92019456,0.706179067,0.716267339,0.611781661,0.71068276,0.602594127,0.965805105,0.75951196,0.775806711,0.673864184,0.80052978,0.763926794,0.474474233,0.105795473,0.473992615,0,0.547680205,0.359768823,1,1,0,0,74.775,213.4,32.125,77.625,16.4,1.526,4.514,38.2,127.2,6.974,4.274,4.514,0.686379417,79.792
Kris Hutson - 131713,2024,19.37,7.18,20.58,38.27,2,62.04,24.81,1,0.5,0.589623491,0.659495906,0.288489324,0.84110971,0.508557017,0.467303189,0.337776977,0.536299766,0.602594127,0.927516455,0.782549366,0.680044951,0.476641515,0.871889549,0.804222187,0.350296998,0.074490287,0.06550008,0,0.093915556,0.27861615,1,0,1,0,72.75,200.8,32.125,77.575,14.8,1.546,4.524,35.2,123.4,7.074,4.378,4.45,0.198055383,67.13
Duce Robinson - 176642,2024,19.33,16.43,20.63,27.23,2,5.52,72.18,2,1,0.510538642,0.60097929,0.443971745,0.553413799,0.777697712,0.943433616,0.923437219,0.850837687,0.805980904,0.61735431,0.744340986,0.966206454,0.908653074,0.879033553,0.938112057,0.411944132,0.711590946,0.769465404,0.806469738,0.742575052,0.377588698,1,1,0,0,74.275,206,32.7,78.425,17.6,1.548,4.47,38.1,127.6,6.906,4.274,4.476,0.60805745,78.244
Jakobie James - 102578,2024,19.31,16.37,23.09,32.1,2,57.23,52.13,0,0,0.330210773,0.370685503,0.370685503,0.961448388,0.789047019,0.912448208,0.808142677,0.862186993,0.687623852,0.907529298,0.746347728,0.872371167,0.769947022,0.836570878,0.659656446,0.907529298,0.746347728,0.872371167,0.769947022,0.836570878,0.659656446,0,0,1,0,74.025,206.2,32.6,78.125,15,1.52,4.478,36.7,127.2,7.09,4.308,4.482,0.597311428,74.736
KJ Duff - 184654,2024,19.26,-2.31,16.86,34.66,1,27.67,43.63,1,1,0.267339218,0.309038369,0.309038369,0.858403891,0.399927941,0.606377229,0.333993875,0.835885426,0.343721852,0.766896773,0.399100979,0.571680848,0.395408573,0.807432975,0.359768823,0.766896773,0.399100979,0.571680848,0.395408573,0.807432975,0.359768823,1,0,1,0,73.7,200.6,31.875,76.125,15.2,1.506,4.41,35.1,124.6,6.998,4.308,4.506,0.641122133,80.156
Mekhi Mews - 155982,2024,19.16,9.08,19.7,30.98,1,61.66,8.74,1,1,0.80471987,0.836891957,0.720420613,0.50909746,0.66006125,0.890830481,0.471987029,0.025400829,0.949918934,0.685101943,0.951356558,0.977042864,0.869641997,0.118157008,0.980574731,0.173944453,0.498234066,0.339781666,0.412345481,0.006501846,0.671857441,1,0,0,1,72.875,195,32,76.55,14.8,1.532,4.52,36.3,128,7.108,4.406,4.446,0.103201075,74.014
Jabre Barber - 123689,2024,19.06,14.13,21.55,35.68,3,58.21,73.66,2,0.67,0.849576653,0.906325253,0.753652272,0.754999099,0.911007026,0.890470186,0.721311475,0.157449108,0.733021077,0.892358324,0.966527533,0.960908653,0.804222187,0.330390111,0.838497351,0.414271954,0.63669931,0.57641676,0.528816825,0.093915556,0.613260555,1,0,0,1,72.6,202,31.3,75.6,16.4,1.54,4.49,32.2,120.8,7.048,4.192,4.46,0.752302129,68.928
Quentin Skinner - 122579,2024,18.96,13.95,22.47,32.56,3,25.12,70.17,2,0.67,0.513961448,0.573286242,0.499357842,0.786885246,0.612322104,0.879481175,0.782201405,0.963790308,0.412898577,0.74040777,0.662947504,0.905683095,0.861133408,0.979290416,0.529780061,0.682693851,0.410740087,0.742013164,0.545593193,0.899100979,0.233263766,1,1,0,0,73.125,197.4,31.425,75.2,15,1.52,4.482,34.7,123.2,7.078,4.378,4.544,0.608470758,66.6
Jayden Harrison - 98556,2024,18.85,14.29,21.48,38.55,3,39.22,60.22,2,0.67,0.72095118,0.939396372,0.435944774,0.458295803,0.701855522,0.560799856,0.51306071,0.093856963,0.599531616,0.721464119,0.936426393,0.775806711,0.760475197,0.293947664,0.874698989,0.104832236,0.482099856,0.11743458,0,0.017900144,0.113501365,1,0,0,1,74.875,203.2,32.05,77.825,15.4,1.538,4.488,36.3,127.2,7,4.29,4.512,0.322254598,76.202
