ID,Last_Season,target,predicted_value,Diff,min_value,mean_value,max_value,Seasons,ContestedTile,Value,TotalNonSepSeasons,NonSepPercent,Slot_rate,best_Slot_rate,worst_Slot_rate,RR,TPRR,YPRR,TDPRR,ADOT,YAC,best_RR,best_TPRR,best_YPRR,best_TDPRR,best_ADOT,best_YAC,worst_RR,worst_TPRR,worst_YPRR,worst_TDPRR,worst_ADOT,worst_YAC,Strength_Power 5,Filter_NonSeparator,Filter_Solid,Filter_Gadget,ht_in,wt,arm_in,wing_in,c_reps,c_10y,c_40y,c_vj_in,c_bj_in,c_3c,c_ss20,est_40y,WAR,athleticism_score
Seth Williams - 84137,2020,19.82,27.24,7.42,19.46,27.68,37.21,3,9.02,59.17,3,1,0.561700594,0.692165677,0.36346123,0.934606377,0.871554675,0.854260494,0.821833904,0.775716087,0.537200504,0.904639589,0.963477284,0.896532349,0.895248033,0.820195858,0.644405201,0.813372933,0.29507144,0.676914432,0.621608605,0.657729973,0.446139027,1,1,0,0,75,211,33.5,81.125,17.4,1.554,4.51,36.9,123.8,7.03,4.326,4.52,0.842196735,69.28
Devin Smith - 9470,2014,25.74,26.1,0.36,24.4,30.08,39.31,1,100,86.38,0,0,0.463700234,0.502889709,0.502889709,0.808502972,0.516303369,0.991352909,0.994055125,0.993154387,0.856782562,0.726039493,0.495986515,0.984588216,0.989886017,0.988120083,0.820918285,0.726039493,0.495986515,0.984588216,0.989886017,0.988120083,0.820918285,1,0,1,0,72.375,196,31,75.125,10,1.56,4.42,39,122,6.838,4.15,4.432,0.948830337,75.47
Treylon Burks - 99218,2021,29.43,25.24,-4.19,20.72,31.09,48.94,3,27.21,87.21,1,0.33,0.777157269,0.776368598,0.697543747,0.853359755,0.880021618,0.968113853,0.912628355,0.596649252,0.85372005,0.814576979,0.920292182,0.98354471,0.969336972,0.895890191,0.942205812,0.731578102,0.711189597,0.711430406,0,0.330390111,0.377588698,1,0,1,0,74,225,33.5,79.125,16.8,1.54,4.55,33,122,7.28,4.336,4.38,0.968049184,70.26
Kyle Philips - 84463,2021,30.24,25.03,-5.21,15.21,23.49,33.12,3,54.54,68.04,2,0.67,0.885966493,0.958099213,0.767057313,0.819311836,0.826697892,0.593406593,0.810844893,0.151504233,0.395964691,0.955691122,0.884973511,0.815058597,0.936988281,0.338497351,0.712955531,0.224193289,0.614143522,0.103226842,0,0.088216407,0.069353026,1,0,0,1,71.25,189,29.625,71,14,1.55,4.58,33.5,124,7.1,4.238,4.46,0.762014879,63.67
Laquon Treadwell - 10657,2015,23.66,24.59,0.93,20.34,26.05,32.46,2,100,52.97,0,0,0.214015493,0.263043827,0.236875903,0.969915331,0.876238516,0.897856242,0.898576833,0.416321384,0.735002702,0.981056349,0.859287205,0.893161021,0.891956975,0.476079628,0.763926794,0.813372933,0.79242254,0.804302456,0.775084283,0.357039653,0.631883127,1,0,1,0,74,221,33.375,80.5,12,1.59,4.65,33,117,7.118,4.29,4.482,0.989334573,60.81
Dez Fitzpatrick - 42349,2020,25.67,24.31,-1.36,18.74,30.23,52.13,4,55.12,72.33,0,0,0.553774095,0.703242896,0.16383047,0.913709242,0.679337056,0.826517745,0.813366961,0.791028643,0.699333453,0.890271312,0.690640552,0.902472307,0.911783593,0.854551292,0.926794028,0.75694333,0.594156365,0.581072403,0.560683898,0.618317547,0.329105795,1,0,1,0,73.75,208,32.75,80.25,13,1.53,4.47,34.8,120.8,7.048,4.196,4.44,0.806238892,72.52
Jacob Cowing - 100894,2023,20.76,23.95,3.19,23.19,28.47,44.03,5,47.47,77.5,2,0.4,0.773734462,0.968775084,0.699951838,0.948477752,0.938749775,0.949018195,0.864528914,0.633039092,0.759863088,0.984668486,0.966286723,0.988922781,0.940359608,0.91523519,0.860972869,0.685101943,0.844838658,0.74594638,0.662786964,0.118157008,0.514368277,1,0,1,0,68.375,168,29.25,69.125,12.2,1.54,4.38,36,119,7.02,4.32,4.42,0.976315354,72.31
Stacy Coley - 11974,2016,0.32,23.5,23.18,20.62,25.38,34.94,3,100,51.42,1,0.33,0.658800216,0.801252207,0.549927757,0.84507296,0.884885606,0.792469825,0.802017654,0.348946136,0.805980904,0.9207738,0.877829507,0.940760957,0.892197785,0.607721946,0.886899984,0.59849093,0.721143041,0.277171296,0,0.118157008,0.599293627,1,0,1,0,71.88,195,32.25,75.88,10,1.55,4.45,34,122,6.804,4.196,4.412,0.679559826,73.68
Sammie Coates - 9520,2014,35.76,23.47,-12.29,20.86,27.77,42.34,1,100,43.94,0,0,0.257070798,0.29772034,0.29772034,0.821833904,0.941992434,0.96757341,0.790308053,0.984687444,0.343721852,0.736795633,0.914271954,0.944292824,0.748916359,0.97824691,0.359768823,0.736795633,0.914271954,0.944292824,0.748916359,0.97824691,0.359768823,1,0,1,0,73.375,212,33.375,78.75,23,1.55,4.43,41,131,6.98,4.06,4.436,0.857075842,91.86
Justin Hardy - 9540,2014,26.76,23.37,-3.39,14.99,25.21,33.52,1,100,61.78,0,0,0.711583498,0.68582437,0.68582437,0.999639705,0.914790128,0.923977662,0.806161052,0.301387137,0.602594127,0.999438112,0.881281105,0.885053781,0.767137582,0.312329427,0.586611013,0.999438112,0.881281105,0.885053781,0.767137582,0.312329427,0.586611013,0,0,1,0,70.25,192,32.125,77.5,11,1.57,4.56,36.5,114,6.63,4.21,4.438,1.01,56.61
Equanimeous St Brown - 47967,2017,25.71,23.18,-2.53,12.28,23.09,37.03,2,61.02,57.8,1,0.5,0.419023599,0.49189276,0.418686788,0.926319582,0.838947937,0.884525311,0.88380472,0.765447667,0.636281751,0.889308075,0.821078825,0.93177075,0.912184941,0.813051854,0.712955531,0.805667041,0.764809761,0.657489164,0.695456735,0.627709103,0.497832718,1,0,1,0,76.75,214,33,78.875,20,1.49,4.48,36.8,125.2,6.826,4.198,4.472,0.777720603,81.6
Damonte Coxie - 61419,2020,3.16,23.18,20.02,14.37,21.83,26.74,4,36.67,80.65,1,0.25,0.098360656,0.14488682,0.098812008,0.834444244,0.934786525,0.944514502,0.863808323,0.716087191,0.373266078,0.974875582,0.947182533,0.957858404,0.861374217,0.764809761,0.730935945,0.331273078,0.607882485,0.84162787,0.652512442,0.547680205,0.072001926,0,0,1,0,74.125,198,33.25,81,16.2,1.566,4.566,33.2,118.6,7.066,4.314,4.53,0.944697251,55.3
Michael Wilson - 84423,2022,54.56,23.1,-31.46,12.42,24.22,39.4,5,18.21,69.34,4,0.8,0.498648892,0.665355595,0.398699631,0.641686183,0.698973158,0.74148802,0.675193659,0.275806161,0.537200504,0.953283031,0.869561727,0.864183657,0.872933055,0.398218013,0.814576979,0.382164071,0.517257987,0.430727244,0,0.242896131,0.377588698,1,1,0,0,73.875,213,31,75.125,23,1.5,4.58,37.5,125,7.024,4.27,4.49,0.501217194,84.21
Olabisi Johnson - 47882,2018,28.03,22.87,-5.16,16.12,26.96,40.03,3,50.72,61.99,1,0.33,0.558457936,0.761037085,0.348049446,0.83318321,0.475589984,0.662403171,0.612322104,0.902179787,0.686903261,0.935864505,0.517257987,0.829426874,0.990287366,0.952319795,0.932332638,0.009231016,0.408331996,0.160539412,0.446058757,0.780221544,0.253812811,0,0,1,0,72.5,204,30.75,74.875,14,1.52,4.51,38,124,6.88,4.16,4.498,0.730810085,74.46
Mack Hollins - 11873,2016,26.1,22.81,-3.29,9.64,19.19,27.5,3,100,50.03,0,0,0.159070438,0.256140633,0.154759994,0.718429112,0.753197622,0.94307332,0.971356512,0.945955684,0.734642407,0.760555466,0.723551132,0.973510997,0.969015893,0.967490769,0.845240006,0.500481618,0.663589661,0.820516937,0.930245625,0.849574571,0.27861615,1,0,1,0,76,221,33.25,80.38,14,1.59,4.53,35.2,122.6,7.16,4.316,4.482,0.663647448,68.87
Kolby Listenbee - 10826,2015,4.82,22.75,17.93,11.71,21.96,34.14,2,100,30.52,0,0,0.098901099,0.16383047,0.088617756,0.925238696,0.698072419,0.843271483,0.743469645,0.984507296,0.242118537,0.881602183,0.785519345,0.826376625,0.775084283,0.980173383,0.3441965,0.813372933,0.471343715,0.753491732,0.641515492,0.9753572,0.198988602,1,0,1,0,72,197,31.375,76.75,15,1.5,4.39,35.5,129,6.91,4.152,4.444,0.734736516,84.63
TJ Vasher - 42135,2020,8.47,22.65,14.18,17.69,25.18,40.98,4,15.1,46.31,4,1,0.243379571,0.442125542,0.056349334,0.912448208,0.656278148,0.606377229,0.815889029,0.767789587,0.381733021,0.972066142,0.832798202,0.653636218,0.823486916,0.883769465,0.712955531,0.583881843,0.457055707,0.419971103,0.622491572,0.648258147,0.145769786,1,1,0,0,77.625,203,35.125,84.375,15.2,1.536,4.524,33.1,118.6,6.986,4.378,4.56,0.539034925,65.73
Dezmon Patmon - 48329,2019,19.67,22.43,2.76,15.98,29.13,45.4,3,51.79,63.26,0,0,0.035849397,0.080671055,0,0.813006665,0.706539362,0.624392001,0.706179067,0.298504774,0.360295442,0.899662867,0.859046396,0.849173222,0.887221063,0.368999839,0.586611013,0.153234869,0.011077219,0.075292984,0,0.192005137,0.085647777,1,0,1,0,75.75,225,32.75,78,15,1.51,4.48,36,132,7.28,4.38,4.58,0.705184956,81.65
Bennett Skowronek - 27948,2020,16.12,22.32,6.2,18.88,23.63,30.47,3,21.34,47.49,1,0.33,0.29328049,0.547680205,0.184379515,0.862547289,0.378130067,0.46640245,0.565303549,0.506215096,0.240497208,0.971504254,0.664954246,0.648739766,0.782629636,0.70219939,0.740809119,0.328062289,0.253893081,0.06550008,0,0.206774763,0.053780703,1,0,1,0,74.875,220,33.25,78.125,16.2,1.556,4.518,37.1,128.4,6.98,4.242,4.48,0.313368465,77.53
Cam Phillips - 47593,2017,2.52,21.91,19.39,16.77,22.67,29.8,4,81.61,56.94,2,0.5,0.582417582,0.785278536,0.449349815,0.968474149,0.752477031,0.83318321,0.645289137,0.346424068,0.656278148,0.954808155,0.978407449,0.956975437,0.868437952,0.618317547,0.874698989,0.839781666,0.366591748,0.48362498,0.424546476,0.156847006,0.391234548,1,0,1,0,72.125,201,30.5,73.5,10.6,1.568,4.586,33.9,115.8,6.918,4.216,4.44,0.6855528,51
Ricky Pearsall - 100660,2023,40.76,21.32,-19.44,15.72,20.03,23.48,3,50.28,79.35,1,0.33,0.706539362,0.741290737,0.612859207,0.782741848,0.554674833,0.792469825,0.662583318,0.570347685,0.576112412,0.961470541,0.659897255,0.890271312,0.908653074,0.90447905,0.700433456,0.142558998,0.082998876,0.296114946,0,0.285920694,0.391234548,1,0,1,0,73,189,30.875,73.375,17,1.57,4.41,42,129,6.64,4.05,4.47,0.716757595,79.9
Malik Washington - 97108,2023,21.08,21.25,0.17,17.27,25.07,39.16,3,35.54,92.57,2,0.67,0.828319222,0.926553219,0.737518061,0.7984147,0.885065754,0.684201045,0.581696992,0.313997478,0.567105026,0.966607802,0.962032429,0.966848611,0.851982662,0.742575052,0.763926794,0.194413228,0.250200674,0.063413068,0,0.134210949,0.198988602,1,1,0,0,68.5,191,30.375,72.875,19,1.53,4.47,42.5,126,7.132,4.374,4.49,0.843230006,74
Isaiah Ford - 11991,2016,30.49,21.18,-9.31,12.75,21.96,33.24,3,100,44.92,0,0,0.153485858,0.253331193,0.051051533,0.992253648,0.888488561,0.873176004,0.833543506,0.791749234,0.327328409,0.986996308,0.932011559,0.93177075,0.913388987,0.780221544,0.529780061,0.962353508,0.569433296,0.562449831,0.679161984,0.71849414,0.145769786,1,0,1,0,73,194,32.63,76.75,14,1.55,4.61,35.5,127,6.94,4.34,4.446,0.993261004,62.4
Jonathan Mingo - 97774,2022,38.26,21.07,-17.19,16.79,26.53,51.81,3,46.87,63.8,0,0,0.432534678,0.591427195,0.343393803,0.887948117,0.402089714,0.543145379,0.600972798,0.758602054,0.615564763,0.937710708,0.680526569,0.826376625,0.714320116,0.780221544,0.845240006,0.651709745,0.171777171,0.164713437,0.40977685,0.607721946,0.198988602,1,0,1,0,73.75,220,32.125,75.75,22,1.54,4.46,39.5,129,7.026,4.206,4.53,0.494397603,85.93
Kelvin Harmon - 47931,2018,33.02,20.66,-12.36,17.05,24.15,38.62,3,40,83.39,2,0.67,0.159430733,0.253331193,0.104832236,0.967213115,0.831381733,0.899657719,0.752837327,0.827238335,0.401369123,0.979210146,0.90993739,0.945657409,0.834885214,0.820195858,0.586611013,0.729731899,0.415636539,0.69136298,0.548081554,0.764809761,0.253812811,1,1,0,0,74.5,221,32.5,75.5,18,1.54,4.6,32.5,117,7.15,4.32,4.484,0.975282083,62.94
Shi Smith - 61643,2020,24.13,20.65,-3.48,11.62,24.31,41.73,4,37.09,74.14,1,0.25,0.842731039,0.975598009,0.709423664,0.885426049,0.738605657,0.784723473,0.638623671,0.39128085,0.756079986,0.902311768,0.981297158,0.917482742,0.776689677,0.505618879,0.773799968,0.703804784,0.322844758,0.571680848,0.469256703,0.162144807,0.671857441,1,0,1,0,69.5,186,31.875,75.625,14.4,1.532,4.444,37.1,123.4,7.138,4.372,4.48,0.75622856,72.61
Jamari Staples - 48206,2016,9.42,20.37,10.95,15.7,22.29,32.57,3,100,41.54,0,0,0.172761665,0.236875903,0.190480013,0.809764006,0.603314718,0.765627815,0.499729778,0.919654116,0.490001801,0.915957618,0.778856959,0.915154921,0.664873977,0.963637823,0.659656446,0.498635415,0.292743619,0.467571039,0.43995826,0.80052978,0.198988602,1,0,1,0,74.88,195,33.5,78.88,14.8,1.54,4.51,36,130,6.882,4.202,4.482,0.66860715,69.84
Anthony Schwartz - 84135,2020,21.69,20.37,-1.32,12.41,22.85,36.31,3,68.68,70.66,2,0.67,0.600432355,0.649542463,0.594959062,0.695910647,0.940911547,0.911187173,0.587281571,0.190596289,0.959466763,0.758548724,0.974955852,0.937871247,0.624819393,0.235992936,0.98354471,0.531385455,0.538529459,0.742013164,0.471423985,0.179964681,0.740809119,1,0,0,1,72,186,31.5,75.5,13.6,1.498,4.368,35.8,122.2,6.996,4.254,4.32,0.566519942,76.93
Cam Worthy - 9868,2014,7.73,20.32,12.59,17.07,21.82,30.99,1,100,56.66,0,0,0.470005404,0.509150747,0.509150747,0.995316159,0.522968834,0.851017835,0.517204107,0.920014412,0.362096919,0.987397656,0.502167282,0.800850859,0.53266977,0.90158934,0.377588698,0.987397656,0.502167282,0.800850859,0.53266977,0.90158934,0.377588698,0,0,1,0,74.25,211,33.5,78.875,12,1.556,4.584,34.5,116.8,7.038,4.22,4.482,0.989747882,61.8
Shelton Gibson - 11921,2016,18.96,20.31,1.35,10.74,18.56,25.46,2,100,45.93,0,0,0.22374347,0.301332477,0.217611174,0.954062331,0.705278328,0.943433616,0.932084309,0.97153666,0.84507296,0.903756622,0.762080591,0.916599775,0.914593033,0.971825333,0.926794028,0.881602183,0.549365869,0.909375502,0.869481458,0.955450313,0.529780061,1,0,1,0,70.75,191,32,75.63,8,1.56,4.5,32,118,6.83,4.2,4.446,0.683899566,60.55
Javon Wims - 41406,2017,26.8,20.3,-6.5,9.63,17.27,21.3,2,51.79,60.25,1,0.5,0.301567285,0.43979772,0.203242896,0.770311656,0.787966132,0.73752477,0.821473608,0.723112953,0.235633219,0.770027292,0.867153636,0.915154921,0.907529298,0.71849414,0.310483224,0.608845722,0.478327179,0.282388826,0.435543426,0.657729973,0.21030663,1,0,1,0,74.875,215,31.5,77.25,12.2,1.62,4.53,33.5,113,7,4.264,4.542,0.703325067,62.97
Freddie Swain - 26448,2019,27.32,20.02,-7.3,15.87,25.74,40.44,2,51.98,65.8,0,0,0.774995496,0.911944132,0.535318671,0.553413799,0.498468744,0.648171501,0.936227707,0.728337237,0.746892452,0.661502649,0.799566544,0.872371167,0.986916038,0.954326537,0.912827099,0.370203885,0.192005137,0.088698025,0.439235832,0.242896131,0.072001926,1,0,1,0,72.25,197,30.625,74.375,16,1.52,4.46,36.5,124,7.05,4.26,4.48,0.374538128,72.71
Charles Nelson - 47665,2017,7.44,19.85,12.41,16,19.08,21.27,4,90.72,44.58,0,0,0.754458656,0.862497993,0.656285118,0.660421546,0.823995676,0.857503153,0.853539903,0.308232751,0.850657539,0.823005298,0.853106438,0.900224755,0.976240167,0.418927597,0.912827099,0.457858404,0.72676192,0.687349494,0.432733986,0.242896131,0.446139027,1,0,1,0,73.25,243,31.5,76.5,18,1.67,5,30,111,7.26,4.28,4.524,0.598138045,68.998
Hunter Sharp - 11078,2015,21.26,18.96,-2.3,12.68,19.31,26.38,2,100,56.72,0,0,0.476490722,0.563252528,0.442125542,0.940371104,0.964871194,0.941091695,0.92884165,0.439740587,0.825076563,0.900947183,0.980574731,0.917482742,0.931289131,0.557071761,0.899662867,0.839781666,0.864986354,0.896532349,0.830871729,0.321881522,0.599293627,0,0,1,0,71.5,198,31.625,74.75,12,1.56,4.58,32.5,116,7.12,4.19,4.444,0.896340153,57.64
Dax Milne - 84147,2020,13.12,18.66,5.54,12.63,18.93,27.24,2,31.2,85.48,1,0.5,0.581516844,0.651468936,0.482902553,0.696631238,0.828139074,0.818050802,0.843811926,0.673752477,0.182309494,0.829105795,0.925268904,0.987799005,0.91258629,0.742575052,0.671857441,0.31152673,0.495424627,0.230534596,0.557713919,0.484588216,0.04912506,1,0,1,0,72.625,193,29.375,74.25,16.6,1.556,4.582,33.9,121.2,7.014,4.312,4.5,0.728743542,55.7
Devin Duvernay - 40006,2019,21.38,18.61,-2.77,14.12,27.37,48.51,3,66.7,85.23,1,0.33,0.663664205,0.963718093,0.274923744,0.909926139,0.556476311,0.77157269,0.709421726,0.728337237,0.772833724,0.978648258,0.908331996,0.958741371,0.835687911,0.895890191,0.957858404,0.538850538,0.074731096,0.138706052,0,0.185503291,0.391234548,1,0,1,0,70.5,200,30.625,75.25,12.8,1.51,4.39,35.5,123,7.13,4.2,4.43,0.817811531,78.52
Kayshon Boutte - 124087,2022,35.67,18.4,-17.27,10.11,17.08,22.92,3,38.8,66.52,0,0,0.595748514,0.712794991,0.200995344,0.884885606,0.754458656,0.844352369,0.848856062,0.462619348,0.804900018,0.895007224,0.81136619,0.882244341,0.981698507,0.638625783,0.868598491,0.661502649,0.593433938,0.557071761,0.4480655,0.330390111,0.529780061,1,0,1,0,71.25,195,31.375,76.875,14.4,1.58,4.5,29,118,7.01,4.25,4.4,0.751682166,54.45
KeeSean Johnson - 39587,2018,21.8,18.35,-3.45,11.39,17.38,24.24,3,55.6,72.43,0,0,0.38263376,0.568550329,0.154759994,0.980904342,0.884165015,0.836245721,0.769230769,0.370563862,0.576472708,0.977524482,0.936105314,0.962835126,0.815620485,0.525846845,0.712955531,0.805667041,0.547599936,0.356477765,0.482501204,0.113822443,0.377588698,0,0,1,0,73.125,201,32,75.75,14,1.56,4.6,30,117,7.28,4.23,4.536,0.911632569,56.86
Velus Jones - 40573,2021,24.37,18.25,-6.12,10.89,21.33,34.07,3,59.68,70.21,1,0.33,0.648711944,0.806871087,0.384010275,0.590884525,0.764546928,0.696631238,0.812105927,0.114393803,0.818230949,0.803740568,0.883608926,0.928640231,0.888826457,0.293947664,0.90704768,0.179483063,0.164954246,0.173302296,0,0.018381763,0.310483224,1,0,0,1,71.75,204,30.875,73.5,15.2,1.5,4.31,33,121,6.958,4.148,4.38,0.464432734,85.37
Amari Rodgers - 61212,2020,10.39,17.82,7.43,10.45,21.41,33.76,4,69.28,86.05,4,1,0.644568546,0.826537165,0.36346123,0.834444244,0.717708521,0.749954963,0.751936588,0.067915691,0.908484958,0.928479692,0.838015733,0.921175148,0.80879756,0.167282068,0.97527693,0.414271954,0.27877669,0.345641355,0,0.019425269,0.431931289,1,0,0,1,69.5,212,30.375,74.875,13.8,1.516,4.5,36.4,122,6.998,4.262,4.52,0.724610457,65.51
Amara Darboh - 11861,2016,11.08,17.71,6.63,14.76,26.52,45.87,3,100,40.02,0,0,0.272563502,0.335607642,0.270187831,0.936047559,0.86326788,0.828499369,0.743649793,0.666546568,0.656278148,0.917402472,0.924947825,0.894605876,0.842350297,0.807432975,0.644405201,0.783030984,0.716005779,0.624979933,0.490849253,0.357039653,0.613260555,1,0,1,0,73.63,214,32.63,79.38,17,1.52,4.45,36,124,6.924,4.194,4.462,0.861002273,87.29
RayRay McCloud - 47895,2017,18.06,17.6,-0.46,4.98,14.75,21.66,3,71.32,55.59,3,1,0.357773374,0.427034837,0.357762081,0.803999279,0.73356152,0.656458296,0.391641146,0.049360476,0.850657539,0.864986354,0.800770589,0.680044951,0.507866431,0.093915556,0.868598491,0.516696099,0.538529459,0.532107882,0.381521914,0.028174667,0.700433456,1,0,0,1,69.5,190,30.25,72.625,13,1.59,4.53,34.5,113,6.906,4.346,4.442,0.472698905,51
Chris Lacy - 29726,2017,12.39,17.58,5.19,8.69,19.58,29.56,2,53.43,32.03,1,0.5,0.164474869,0.485230374,0,0.491082688,0.686542965,0.640605296,0.566564583,0.806701495,0.320843091,0.673061487,0.73486916,0.820516937,0.968373736,0.932332638,0.479932573,0.227885696,0.525846845,0.135254455,0,0.476079628,0.233263766,1,0,1,0,75,205,31.25,76.5,11,1.52,4.51,33.5,120,7.02,4.376,4.534,0.411529242,65.82
Quintez Cephus - 29614,2019,27.23,17.45,-9.78,6.69,16.96,24.02,2,11.12,96.23,2,1,0.498468744,0.592711511,0.36346123,0.589263196,0.916411457,0.952441002,0.948297604,0.774635201,0.682579715,0.785519345,0.960427035,0.976159897,0.980093113,0.845962434,0.730935945,0.25124418,0.037164874,0.557071761,0,0.657729973,0.514368277,1,1,0,0,72.875,202,32.125,77,23,1.59,4.73,38.5,124,7.2,4.33,4.56,0.838890267,62.7
Braxton Miller - 10719,2015,17.5,17.39,-0.11,13.89,19.07,27.29,1,100,45.12,0,0,0.841470005,0.801252207,0.801252207,0.611241218,0.717168078,0.808502972,0.829400108,0.46406053,0.775355792,0.568148981,0.675068229,0.753491732,0.790736876,0.456895168,0.740809119,0.568148981,0.675068229,0.753491732,0.790736876,0.456895168,0.740809119,1,0,1,0,73.375,201,31.75,74,17,1.53,4.5,35,123,6.65,4.07,4.452,0.538208308,72.24
Xavier Hutchinson - 122518,2022,18.19,17.23,-0.96,16.13,21.85,35.63,3,38.83,88.69,1,0.33,0.476310575,0.561326056,0.466126184,0.970816069,0.971896956,0.93442623,0.716087191,0.266078184,0.652675194,0.959704607,0.991651951,0.934981538,0.717290095,0.379434901,0.730935945,0.885615669,0.867956333,0.835768181,0.637903355,0.179964681,0.431931289,1,0,1,0,73.875,203,31.375,74.875,14.6,1.55,4.53,36,116,6.91,4.35,4.46,0.99450093,64.48
Korey Robertson - 47774,2017,0.3,17.19,16.89,6.59,19.05,33.46,2,53.44,55.27,1,0.5,0.231129526,0.49462193,0.076978648,0.842550892,0.807241938,0.899657719,0.917852639,0.481715006,0.576472708,0.960748114,0.89332156,0.951356558,0.985390913,0.568148981,0.631883127,0.275565901,0.474715043,0.48362498,0.576095681,0.379434901,0.479932573,0,0,1,0,72.625,212,32.875,76.625,13,1.55,4.56,34,123,7.038,4.324,4.522,0.800659227,72.09
Jalen Nailor - 84292,2021,45.92,17.08,-28.84,8.7,16.83,27.31,3,64.49,58.21,1,0.33,0.189335255,0.404559319,0.098812008,0.619347865,0.810484597,0.740947577,0.824175824,0.543505675,0.932444605,0.72411302,0.935142077,0.932573447,0.892197785,0.865066624,0.983063092,0.40447905,0.364665275,0.271873495,0,0.173783914,0.564617114,1,0,1,0,71.25,186,30.25,73,11.2,1.54,4.5,38,128,7.03,4.28,4.39,0.496877454,65.57
Jalen Hurd - 45752,2018,0.74,17.02,16.28,14.05,18.55,26.69,1,41.84,48,0,0,0.930823275,0.902070958,0.902070958,0.990091875,0.807422086,0.858944334,0.55017114,0.416321384,0.621149342,0.973510997,0.767458661,0.810964842,0.55747311,0.418927597,0.599293627,0.973510997,0.767458661,0.810964842,0.55747311,0.418927597,0.599293627,1,0,1,0,76.75,226,32,77.625,23,1.554,4.56,33.2,120,6.97,4.376,4.478,0.830004133,71.06
Ty Montgomery - 9527,2014,16.47,16.93,0.46,8.27,16.67,28.64,1,100,55.56,1,1,0.457034769,0.49462193,0.49462193,0.858403891,0.990272023,0.87587822,0.630697172,0.09800036,0.872275266,0.766896773,0.98370525,0.829426874,0.618317547,0.109728688,0.838497351,0.766896773,0.98370525,0.829426874,0.618317547,0.109728688,0.838497351,1,0,0,1,71.875,221,31,77,15.4,1.59,4.55,40.5,121,6.97,4.21,4.482,0.855629262,73.26
Chad Hansen - 11896,2016,17.4,16.91,-0.49,15.22,22.87,39.19,2,100,75.28,0,0,0.083228247,0.14488682,0.073366511,0.811925779,0.984507296,0.950099081,0.929382093,0.51702396,0.648711944,0.935864505,0.988039814,0.966206454,0.930085086,0.515813132,0.700433456,0.427757264,0.698667523,0.818189115,0.542623214,0.496066784,0.529780061,1,0,1,0,73.88,202,32.13,76.75,11,1.53,4.53,35,119,6.74,4.13,4.466,0.938497623,67.83
Pharoh Cooper - 10751,2015,19.72,16.91,-2.81,15.7,21.92,34.17,2,100,73.45,0,0,0.83948838,0.826537165,0.775244823,0.975139614,0.909205549,0.951179968,0.907223924,0.416321384,0.918212935,0.957376786,0.938272596,0.928640231,0.862899342,0.427676995,0.886899984,0.911863863,0.77604752,0.919168406,0.861374217,0.407770108,0.880478407,1,0,1,0,71.125,203,32.25,75,15,1.562,4.628,31,115,7.074,4.358,4.474,0.986648068,51.46
Malachi Dupre - 12002,2016,4.83,16.89,12.06,12.49,19.3,34.6,3,100,38.05,0,0,0.619167718,0.697062129,0.256140633,0.767249144,0.857142857,0.888488561,0.882903981,0.913168798,0.433615565,0.772114304,0.912104672,0.913388987,0.913228448,0.970862097,0.465082678,0.610130037,0.381441644,0.615187028,0.688071922,0.758147375,0.391234548,1,0,1,0,74.5,196,31.5,77,11,1.54,4.52,39.5,135,7.19,4.26,4.482,0.816364951,76.06
Austin Mack - 28070,2019,14.41,16.72,2.31,3.09,14.38,23.28,3,18.82,64.1,2,0.67,0.263375968,0.356236956,0.253331193,0.570707981,0.546928481,0.533417402,0.567105026,0.494505495,0.101423167,0.685101943,0.712473912,0.78407449,0.785519345,0.711350136,0.233263766,0.173944453,0.101380639,0.048643442,0,0.167282068,0.001444855,1,1,0,0,73.5,208,33.625,78.5,14.6,1.57,4.59,31.5,117,7.076,4.42,4.53,0.460092994,59.06
Isaiah Hodgins - 52130,2019,26.06,16.56,-9.5,11.57,22.59,42.55,3,38.26,94.18,1,0.33,0.183210232,0.339781666,0.135334725,0.956584399,0.776977121,0.821473608,0.857503153,0.59448748,0.195820573,0.962353508,0.894686145,0.928640231,0.947423342,0.638625783,0.3441965,0.750120405,0.509632365,0.306871087,0.507866431,0.496066784,0.081313212,1,0,1,0,75.625,210,33.125,80.5,9,1.55,4.61,36.5,124,7.01,4.12,4.57,0.987887993,70.52
Tim Jones - 61669,2020,3.67,16.26,12.59,9.76,20.7,40.99,3,40.22,80.64,3,1,0.793911007,0.910097929,0.618157008,0.797333814,0.712304089,0.834984687,0.553593947,0.242118537,0.959827058,0.965323487,0.944373094,0.971745063,0.927676995,0.456895168,0.990688714,0.406164713,0.05466367,0.349975919,0.386659175,0.105474394,0.773799968,0,0,0,1,72.75,203,31.375,76.125,14.2,1.542,4.46,38.5,128.4,7.226,4.428,4.52,0.775447406,75.64
Javon McKinley - 41248,2020,6.63,16.24,9.61,14.32,17.68,23.14,2,10.82,90.03,2,1,0.370383715,0.440921496,0.378551934,0.796793371,0.305350387,0.821653756,0.75175644,0.706899658,0.895154026,0.902311768,0.337855193,0.775806711,0.946219297,0.694172419,0.959303259,0.472306951,0.27050891,0.75694333,0.532509231,0.657729973,0.564617114,1,1,0,0,73.75,215,33,79,16.2,1.564,4.618,37.3,125.6,7.16,4.44,4.48,0.618183509,62.46
