ID,Last_Season,target,predicted_value,Diff,min_value,mean_value,max_value,Seasons,ContestedTile,Value,TotalNonSepSeasons,NonSepPercent,Slot_rate,best_Slot_rate,worst_Slot_rate,RR,TPRR,YPRR,TDPRR,ADOT,YAC,best_RR,best_TPRR,best_YPRR,best_TDPRR,best_ADOT,best_YAC,worst_RR,worst_TPRR,worst_YPRR,worst_TDPRR,worst_ADOT,worst_YAC,Strength_Power 5,Filter_NonSeparator,Filter_Solid,Filter_Gadget,ht_in,wt,arm_in,wing_in,c_reps,c_10y,c_40y,c_vj_in,c_bj_in,c_3c,c_ss20,est_40y,WAR,athleticism_score
Tylan Wallace - 61577,2020,7.96,8.63,0.67,5.13,13.06,30.64,3,12.45,93.7,3,1,0.234912628,0.359367475,0,0.843992074,0.975860205,0.982345523,0.933885786,0.823094938,0.684020897,0.993177075,0.979049607,0.980333922,0.953925189,0.9181249,0.955610852,0.124016696,0.926954567,0.949831434,0,0.484588216,0.310483224,1,1,0,0,71.375,194,30.375,72,15.6,1.544,4.534,37,122.8,7.04,4.298,4.49,0.973628849,64.92
Tyler Vaughns - 40283,2020,6.06,8.51,2.45,3.33,13.3,28.98,4,31.4,78.48,1,0.25,0.182129346,0.396532349,0.053941243,0.972077103,0.68618267,0.732480634,0.713925419,0.584579355,0.290037831,0.991571681,0.79515171,0.75694333,0.743538289,0.59849093,0.431931289,0.708781506,0.48643442,0.615187028,0.656686467,0.536041098,0.21030663,1,0,1,0,74,184,32.875,79,13.4,1.56,4.57,33.5,121.4,6.952,4.214,4.47,0.927131639,51
Austin Watkins - 84457,2020,1.19,8.46,7.27,3.76,14.12,25.95,2,28.69,98.36,2,1,0.155647631,0.345962434,0.083079146,0.692307692,0.882543686,0.894793731,0.773013871,0.873356152,0.268600252,0.883047038,0.90704768,0.96436025,0.790736876,0.961149462,0.564617114,0.266736234,0.132364746,0.413710066,0,0.515813132,0.119762402,0,1,0,0,73.5,207,31,76,11.2,1.522,4.484,34.4,121.8,7.022,4.3,4.48,0.884767514,72.27
Noel Thomas - 12191,2016,9.28,8.43,-0.85,7.79,12.19,26.7,3,100,44.49,0,0,0.540983607,0.697543747,0.240006422,0.958385876,0.938029184,0.795172041,0.558638083,0.527652675,0.636281751,0.978648258,0.984347407,0.910820356,0.835848451,0.568148981,0.712955531,0.628672339,0.727163269,0.557071761,0.477925831,0.427676995,0.479932573,0,0,1,0,72.5,205,30,72.75,9,1.54,4.63,32.5,118,7.012,4.196,4.446,0.922378591,56.91
Bobo Wilson - 12067,2016,8.73,8.35,-0.38,-3.18,5.94,12.21,2,100,29.84,0,0,0.369663124,0.572965163,0.217611174,0.922896775,0.664384796,0.669068636,0.516843812,0.462619348,0.242118537,0.937710708,0.81682453,0.766013806,0.60932734,0.547680205,0.329105795,0.612377589,0.426713758,0.499036764,0.433777492,0.321881522,0.174185262,1,0,1,0,69.25,189,31.38,75.38,10,1.56,4.57,32.6,119,7.138,4.57,4.446,0.559493697,51
Johnny Holton - 11354,2015,5.29,8.24,2.95,2.27,6.47,10.45,2,100,74.95,0,0,0.220861106,0.293466046,0.219296837,0.673572329,0.629976581,0.919654116,0.943793911,0.786885246,0.97549991,0.676994702,0.629555306,0.949831434,0.947664152,0.946139027,0.96997913,0.546074811,0.533552737,0.715203082,0.869080109,0.321881522,0.955610852,1,0,1,0,72.625,190,32.875,78.5,8,1.69,4.54,31,123,7.08,4.358,4.466,0.624796446,57.92
Temuchin Hodges - 11956,2016,6.08,8.23,2.15,5.16,9.25,13.65,1,100,28.71,0,0,0.370383715,0.411301975,0.411301975,0.985047739,0.571969015,0.650333273,0.809764006,0.7984147,0.210232391,0.962353508,0.541820517,0.610451116,0.772836731,0.764809761,0.233263766,0.962353508,0.541820517,0.610451116,0.772836731,0.764809761,0.233263766,1,0,1,0,78,257,32.5,78,18,1.59,4.57,39,134,6.948,4.45,4.5,0.808305435,85.77
Jalen Brooks - 111284,2022,18.95,8.12,-10.83,0.91,7.29,14.72,1,48.01,36.79,0,0,0.403711043,0.46452079,0.427034837,0.686903261,0.415961088,0.391641146,0.322284273,0.665285534,0.374346965,0.773799968,0.556108525,0.683737358,0.451436828,0.742575052,0.804222187,0.507224274,0.345159737,0.149703002,0,0.496066784,0.165275325,1,0,1,0,73,201,34.125,80.25,12.6,1.56,4.69,35,130,7.15,4.31,4.52,0.13688572,63.47
Marquez Stevenson - 41838,2020,2.32,8.02,5.7,-0.86,16.45,37.3,3,49.65,86.93,0,0,0.839128085,0.853266977,0.754695778,0.845973698,0.944514502,0.951360115,0.953882183,0.49090254,0.931003423,0.923824049,0.941563654,0.951356558,0.957296516,0.578343233,0.967731578,0.447583882,0.715604431,0.888746187,0.889388345,0.347648098,0.773799968,1,0,1,0,70,182,31,75,14,1.518,4.412,36.2,123.4,6.95,4.288,4.39,0.857695805,75.57
Ryan Switzer - 11888,2016,13.18,7.98,-5.2,3.21,14.19,27.07,3,100,73.6,3,1,0.85137813,0.838577621,0.791379034,0.959286615,0.905422446,0.907584219,0.768870474,0.1343902,0.923257071,0.941162305,0.959544068,0.939235832,0.83063092,0.200433456,0.942205812,0.825654198,0.704607481,0.76216086,0.605956012,0.109728688,0.671857441,1,0,0,1,68.5,181,28,68,11,1.51,4.51,32,116,6.77,4,4.436,0.916592271,61.55
Kermit Whitfield - 12177,2016,4.55,7.95,3.4,-2.06,7.88,19.95,2,100,51.87,1,0.5,0.834083949,0.872371167,0.748836089,0.742208611,0.669789227,0.770852099,0.614303729,0.165375608,0.87191497,0.832396853,0.753010114,0.900224755,0.826216086,0.259190881,0.903194734,0.355514529,0.484588216,0.552095039,0,0.096965805,0.730935945,1,0,0,1,67.75,185,30,71.88,8,1.53,4.44,32.5,120,7.17,4.37,4.412,0.702911759,67.95
Simmie Cobbs - 28580,2017,7.34,7.9,0.56,0.01,6.44,11.76,2,52.56,42.64,1,0.5,0.110070258,0.291298764,0.045673463,0.957485138,0.774094758,0.656458296,0.638803819,0.789767609,0.28301207,0.995906245,0.819955049,0.891635897,0.734387542,0.932332638,0.700433456,0.457858404,0.49189276,0.235270509,0,0.476079628,0.098731739,1,0,1,0,75.125,220,32,77.75,11,1.59,4.64,30,113,6.7,4.32,4.534,0.67439347,61.04
Brevin Jordan - 77887,2020,6.63,7.88,1.25,6.6,12.53,26.41,1,47.67,80.26,1,1,0.70041434,0.676994702,0.676994702,0.711223203,0.846694289,0.95892632,0.975680058,0.192037471,0.961808683,0.643602504,0.803820838,0.932573447,0.961069192,0.206774763,0.942205812,0.643602504,0.803820838,0.932573447,0.961069192,0.206774763,0.942205812,1,0,0,1,74.625,247,32.875,79.25,19.2,1.554,4.536,35.3,122.6,7.102,4.232,4.67,0.695058896,71.27
Darrell Stewart - 27299,2019,4.7,7.79,3.09,-2.62,8.29,21.09,3,29.18,56.59,1,0.33,0.642406774,0.744180446,0.373976561,0.774995496,0.925779139,0.63159791,0.479192938,0.399027202,0.489641506,0.872772516,0.974313694,0.923904319,0.750040135,0.675389308,0.685984909,0.116712153,0.368999839,0.202440199,0,0.167282068,0.21030663,1,0,1,0,72.25,212,32,75.875,15,1.542,4.522,35,117,7.058,4.426,4.64,0.635749122,60.77
KD Cannon - 12241,2016,3.02,7.58,4.56,4.43,12.05,31.17,3,100,55.06,0,0,0.63556116,0.75124418,0.407368759,0.972437399,0.93046298,0.95099982,0.927220321,0.880021618,0.74545127,0.971504254,0.958179483,0.934981538,0.941322845,0.935864505,0.751003371,0.876866271,0.821881522,0.90423824,0.793787125,0.694172419,0.613260555,1,0,1,0,71,182,30.75,74.13,13,1.55,4.41,37,119,6.834,4.228,4.412,0.934984501,74.53
Nelson Spruce - 11199,2015,5.61,7.39,1.78,3.61,9.74,19.44,2,100,57.37,0,0,0.164655017,0.206373415,0.190480013,0.997477932,0.90830481,0.865429652,0.784723473,0.324626193,0.339218159,0.99719056,0.905362016,0.823246107,0.866350939,0.347648098,0.391234548,0.990768984,0.821881522,0.810964842,0.525927115,0.321881522,0.310483224,1,0,1,0,73.125,206,30,72,12,1.53,4.69,35,114,7.09,4.2,4.444,1.005040298,60.16
Darren Carrington - 48219,2017,7.01,7.35,0.34,6.42,18.09,44.88,4,87.06,64.07,0,0,0.439200144,0.621688875,0.285760154,0.88776797,0.7312196,0.937308593,0.840569267,0.803819132,0.646550171,0.928479692,0.838015733,0.963236475,0.923904319,0.895890191,0.880478407,0.664633167,0.544549687,0.661984267,0.719216568,0.525846845,0.21030663,1,0,1,0,74.25,199,32.75,78.625,15.6,1.53,4.45,36,120,6.99,4.316,4.45,0.895513536,70.88
Davon Grayson - 38079,2017,8.68,7.24,-1.44,-2.04,8.63,20.82,1,4.12,6.66,1,1,0.226986129,0.34965484,0.16383047,0.966312376,0.382273464,0.526571789,0.50513421,0.561880742,0.593406593,0.933295874,0.730454327,0.851741853,0.746668807,0.742575052,0.712955531,0.891475357,0.14480655,0.143843314,0,0.321881522,0.377588698,0,0,1,0,72.75,199,31.375,73.75,19,1.53,4.51,34.5,124,7.1,4.378,4.526,0.055463939,70.05
Dylan Cantrell - 47782,2017,8.04,7.04,-1,4.72,8.14,14.05,3,68.22,53.84,1,0.33,0.216717709,0.435944774,0.102745224,0.979102864,0.544766709,0.558277788,0.748874077,0.549630697,0.417762565,0.995906245,0.612377589,0.615187028,0.831433617,0.764809761,0.529780061,0.735350779,0.245545031,0.397254776,0.515411784,0.338497351,0.222347086,1,0,1,0,74.875,226,31.375,76.375,18,1.56,4.59,38.5,130,6.56,4.03,4.492,0.870508369,83.81
Thomas Duarte - 10865,2015,0.77,6.91,6.14,4.67,7.4,9.37,1,100,37.97,0,0,0.952441002,0.930887783,0.930887783,0.985588182,0.596649252,0.830120699,0.927400468,0.666546568,0.558998379,0.96444052,0.564055226,0.775806711,0.886257826,0.638625783,0.548242093,0.96444052,0.564055226,0.775806711,0.886257826,0.638625783,0.548242093,1,0,1,0,74.125,231,33,80.375,12,1.57,4.72,33.5,118,6.97,4.24,4.522,0.828970862,75.24
Keith Mumphery - 9608,2014,1.03,6.91,5.88,-0.25,5.43,12.08,1,100,34.23,0,0,0.441722212,0.480414192,0.480414192,0.753918213,0.510898937,0.870293641,0.722392362,0.891370924,0.671050261,0.676994702,0.493016536,0.823246107,0.68855354,0.871889549,0.644405201,0.676994702,0.493016536,0.823246107,0.68855354,0.871889549,0.644405201,1,0,1,0,71.625,215,31.125,77.5,12.6,1.62,4.54,32.5,121,7.07,4.25,4.482,0.681626369,67.51
Tahj Washington - 97288,2023,2.09,6.9,4.81,2.55,10.94,25.24,4,46.54,85.27,1,0.25,0.636642046,0.812409697,0.194734307,0.964330751,0.643847955,0.875698072,0.751215997,0.453611962,0.879661322,0.949831434,0.664633167,0.962835126,0.887221063,0.587574249,0.920532991,0.856236956,0.459303259,0.542382405,0.375341146,0.330390111,0.548242093,1,0,1,0,69.75,174,29.125,70,15,1.552,4.564,35,122,7.05,4.272,4.42,0.845296549,57.06
DeRunnya Wilson - 18753,2015,4.24,6.5,2.26,5.37,8.89,15.69,2,100,45.66,0,0,0.434696451,0.516214481,0.411301975,0.930102684,0.920014412,0.925058548,0.962168979,0.666546568,0.471806882,0.930245625,0.942767699,0.90423824,0.96179162,0.694172419,0.514368277,0.753411463,0.821399904,0.864183657,0.913549526,0.578343233,0.431931289,1,0,1,0,76.625,224,33.875,80.5,13.4,1.62,4.85,28,113,7.248,4.37,4.514,0.962882827,54.19
Kenny Bell - 9595,2014,4.54,6.42,1.88,4,11.26,23.24,1,100,66.99,0,0,0.413258872,0.45352384,0.45352384,0.821833904,0.988470546,0.976941092,0.926860025,0.870293641,0.79607278,0.736795633,0.980414192,0.959784877,0.88521432,0.845962434,0.763926794,0.736795633,0.980414192,0.959784877,0.88521432,0.845962434,0.763926794,1,0,1,0,73.125,197,31.625,75.75,7,1.57,4.42,41.5,129,6.66,4.15,4.432,0.948210374,83.68
Ihmir SmithMarsette - 61324,2020,18.38,6.31,-12.07,-2.95,9.94,25.34,3,37.2,32.79,0,0,0.386416862,0.501525124,0.36346123,0.764366781,0.714826157,0.656278148,0.778778598,0.697351828,0.419203747,0.864986354,0.813453203,0.818189115,0.86611013,0.735832397,0.586611013,0.589902071,0.462353508,0.251886338,0.586851822,0.568148981,0.222347086,1,0,1,0,72.75,181,30.75,74.125,11.4,1.53,4.494,36.2,125,7.09,4.378,4.42,0.329900806,70.41
Carlos Henderson - 11837,2016,4.47,6.07,1.6,4.85,18.97,48.12,3,100,74.89,0,0,0.18735363,0.293466046,0.141274683,0.903981265,0.900018015,0.972977842,0.967933706,0.910286435,0.938749775,0.960748114,0.964681329,0.983063092,0.987156847,0.970862097,0.950634131,0.645368438,0.631802858,0.912024402,0.791138224,0.750842832,0.804222187,0,0,1,0,71,199,31.38,75.13,13,1.51,4.46,36,131,7.18,4.35,4.438,0.959369704,78.16
Trevor Davis - 10797,2015,8.64,5.95,-2.69,-3.49,9.59,27.71,2,100,55.37,0,0,0.143938029,0.240006422,0.102745224,0.767969735,0.585840389,0.886326788,0.776076383,0.51540263,0.934786525,0.747471504,0.562530101,0.902472307,0.902070958,0.59849093,0.952881682,0.628672339,0.542783753,0.749799326,0.509150747,0.407770108,0.804222187,1,0,1,0,73.125,188,31,74.5,11,1.5,4.42,38.5,124,6.6,4.22,4.424,0.61921678,81.76
Brennan Eagles - 78103,2020,7.1,5.93,-1.17,4.77,13.79,32.19,1,27.67,8.52,1,1,0.281570888,0.407368759,0.181650345,0.717708521,0.434876599,0.589803639,0.82921996,0.929562241,0.932624752,0.914914111,0.608123294,0.775806711,0.862899342,0.9207738,0.993498154,0.094397175,0.150585969,0.345641355,0,0.888425108,0.446139027,1,0,1,0,75.625,225,33.5,79.75,15.4,1.516,4.446,33.8,124.6,7.138,4.398,4.59,0.078195908,78.81
Hakeem Butler - 47928,2018,2.58,5.83,3.25,5.65,17.64,38.53,2,5.86,80.66,2,1,0.594127184,0.827580671,0.226280302,0.851558278,0.788686723,0.893532697,0.913168798,0.732480634,0.731940191,0.93979772,0.854310483,0.971745063,0.879434901,0.888425108,0.814576979,0.391395087,0.194172419,0.452801413,0.832316584,0.536041098,0.529780061,1,1,0,0,77.375,227,35.25,83.875,18,1.51,4.48,36,128,7.144,4.272,4.484,0.887247365,84.55
Quincy Adeboyejo - 12085,2016,1.83,5.77,3.94,-5.1,10.16,27.56,3,100,4.81,0,0,0.666006125,0.904077701,0.203242896,0.899297424,0.519546028,0.605836786,0.634660422,0.46406053,0.685822374,0.937710708,0.572965163,0.787606357,0.894124258,0.648258147,0.899662867,0.667362337,0.438834484,0.370364424,0.376063574,0.321881522,0.27861615,1,0,1,0,74.63,197,31.75,77.25,8,1.48,4.42,34.5,123,6.73,4.14,4.442,0.072409589,88.58
Erik Ezukanma - 78148,2021,7.91,5.54,-2.37,3.15,12.99,38.13,3,22.1,72.36,1,0.33,0.25851198,0.459865147,0.030984107,0.926319582,0.701495226,0.870293641,0.757701315,0.63952441,0.802017654,0.893642639,0.807673784,0.867073367,0.817225879,0.666960989,0.880478407,0.803740568,0.455931931,0.707416921,0.630358003,0.536041098,0.644405201,1,0,1,0,73.875,209,33.5,78.25,17.4,1.542,4.542,36.5,126,7.104,4.38,4.56,0.708904732,68.1
Tony Lippett - 9589,2014,4.3,5.27,0.97,4.29,11.03,23.97,1,100,89.67,0,0,0.351648352,0.392518863,0.392518863,0.924337957,0.980904342,0.991713205,0.978562421,0.71698793,0.735002702,0.845962434,0.967571039,0.985230374,0.965082678,0.684620324,0.700433456,0.845962434,0.967571039,0.985230374,0.965082678,0.684620324,0.700433456,1,0,1,0,74.5,192,32.75,78.25,10,1.63,4.61,36,114,6.92,4.13,4.456,1.002147138,60.81
Tre Nixon - 40445,2020,9.6,5.26,-4.34,-0.56,7.68,19.3,2,69.2,3.65,0,0,0.144118177,0.197704286,0.135334725,0.811205188,0.606016934,0.52098721,0.708160692,0.845793551,0.355431454,0.968534275,0.726200032,0.731337293,0.762883288,0.91258629,0.685984909,0.173944453,0.047921015,0.06550008,0,0.725798684,0.21030663,1,0,1,0,72.125,187,31.75,73.875,11.2,1.534,4.462,35.1,124,6.874,4.258,4.38,0.050504236,73.71
Amba EttaTawo - 12034,2016,8.95,5.06,-3.89,-0.9,8.62,24.55,1,100,49.5,0,0,0.309673933,0.452801413,0.053941243,0.923977662,0.692127545,0.637722933,0.791749234,0.768870474,0.817330211,0.998715685,0.791298764,0.902472307,0.894124258,0.826055547,0.962514047,0.591989083,0.186787606,0.334323326,0,0.618317547,0.198988602,1,0,1,0,73.25,208,32,74.25,14,1.53,4.49,31,126,6.95,4.32,4.444,0.617976855,71.3
Noah Brown - 11993,2016,18.8,4.99,-13.81,1.51,6.06,11.93,1,100,20.38,0,0,0.659340659,0.872371167,0.367795794,0.495226085,0.490542245,0.277787786,0.946315979,0.439740587,0.07908485,0.699871568,0.597527693,0.640471986,0.940680687,0.618317547,0.253812811,0.087172901,0.00272917,0.041981056,0,0.26769947,0.0026489,1,0,1,0,73.75,222,31.75,76.63,19,1.594,4.55,35.6,121.4,7.07,4.33,4.48,0.530768754,78.36
Jalen Rowell - 38948,2016,5.69,4.92,-0.77,2.01,10.92,29.44,3,100,88.56,0,0,0.135651234,0.228768663,0.043345641,0.605116195,0.995316159,0.99765808,0.964510899,0.938389479,0.879661322,0.583881843,0.995424627,0.998635415,0.966366993,0.962353508,0.886899984,0.538850538,0.991571681,0.990207096,0.869641997,0.773559159,0.804222187,0,0,1,0,74.88,220,32.38,78.25,13,1.59,4.62,31.5,120,6.77,4.46,4.466,0.90150651,61.76
DJ Foster - 11214,2015,4.66,4.81,0.15,-5.53,5.55,18.07,1,100,37.58,1,1,0.632678797,0.641274683,0.641274683,0.956944695,0.951900558,0.619528013,0.518825437,0.166456494,0.701495226,0.899662867,0.929282389,0.581072403,0.533151389,0.179964681,0.671857441,0.899662867,0.929282389,0.581072403,0.533151389,0.179964681,0.671857441,1,0,0,1,70.25,193,30.5,74.25,14,1.53,4.57,35.5,117,6.75,4.07,4.432,0.829177516,82.18
Charone Peake - 10875,2015,7.71,4.75,-2.96,-0.42,7.66,21.23,1,100,27.86,0,0,0.584579355,0.728046235,0.133247712,0.790848496,0.602233832,0.589803639,0.757701315,0.67825617,0.530715186,0.904639589,0.692245946,0.75694333,0.767137582,0.675389308,0.631883127,0.447583882,0.200593996,0.312570236,0.702921817,0.618317547,0.417563012,1,0,1,0,74.375,209,34,81.5,12,1.62,4.45,35.5,122,6.96,4.46,4.444,0.633889233,75.4
Roman Wilson - 129604,2023,2.76,4.74,1.98,-5.2,9.38,26.59,3,62.9,82.88,0,0,0.670509818,0.822122331,0.539011077,0.631958206,0.709421726,0.877859845,0.956584399,0.806701495,0.592505855,0.791539573,0.734227003,0.930807513,0.981778777,0.860250441,0.868598491,0.315299406,0.424225397,0.57641676,0.675549847,0.70219939,0.139187671,1,0,1,0,70.75,185,30.375,72.5,12,1.52,4.39,34.7,123.2,6.954,4.192,4.32,0.731843356,80.65
KaRaun White - 47784,2017,8.73,4.7,-4.03,-3.29,8.06,25.21,3,67.26,41.27,1,0.33,0.317420285,0.534435704,0.059239043,0.911727617,0.743649793,0.832102324,0.844712664,0.775716087,0.687623852,0.988842511,0.754856317,0.85800289,0.901830149,0.860250441,0.854310483,0.437309359,0.664793707,0.661984267,0,0.587574249,0.446139027,1,0,1,0,73,206,32.25,78.125,24,1.5,4.52,33.5,118,7.16,4.57,4.51,0.672120273,65.97
Keevan Lucas - 47572,2016,1.57,4.64,3.07,-2.68,6.63,18.33,3,100,47.19,0,0,0.934786525,0.939396372,0.865949591,0.960367501,0.962889569,0.936407854,0.95964691,0.504053324,0.64745091,0.983063092,0.972467491,0.915154921,0.957778135,0.70219939,0.785358806,0.556991491,0.73486916,0.885053781,0.889067266,0.25140472,0.465082678,0,0,1,0,69.38,192,31.88,76.5,11,1.58,4.55,32.5,119,7.23,4.43,4.434,0.956063236,51
Drew Morgan - 48073,2016,0.54,4.58,4.04,2.03,5.97,11.97,2,100,67.62,0,0,0.564222663,0.600256863,0.59006261,0.767249144,0.926679877,0.961448388,0.882903981,0.382813907,0.74545127,0.856236956,0.931449671,0.972949109,0.95352384,0.694172419,0.785358806,0.219377107,0.819312891,0.849173222,0.559881201,0.212393643,0.659656446,1,0,0,1,71.88,190,30.38,72.25,10,1.57,4.74,30,112,6.85,4.12,4.454,0.907292829,51
Brenden Rice - 131692,2023,7.38,4.55,-2.83,0.41,8.71,26.93,3,26.39,77.68,1,0.33,0.270221582,0.455931931,0.098812008,0.723473248,0.654656819,0.813907404,0.936588002,0.609980184,0.942532877,0.845962434,0.799165195,0.937871247,0.982420934,0.820195858,0.993979772,0.318991812,0.479531225,0.552095039,0.667041259,0.368999839,0.599293627,1,0,1,0,74.375,208,33,78,13,1.55,4.5,36.5,119,7.168,4.522,4.5,0.673773507,67.27
Bug Howard - 12125,2016,8.41,4.54,-3.87,-4.48,3.2,10.42,3,100,35.12,0,0,0.176724914,0.291298764,0.14488682,0.916771753,0.649612682,0.750495406,0.766528553,0.687263556,0.412898577,0.944613903,0.642639268,0.78407449,0.837132766,0.820195858,0.564617114,0.736795633,0.568068711,0.571680848,0.484186868,0.368999839,0.329105795,1,0,1,0,76.13,221,33.13,79.75,14.2,1.56,4.58,37.5,119,6.95,4.14,4.52,0.742382724,74.86
Gabe Marks - 12245,2016,7.92,4.24,-3.68,-3.8,4.71,13.11,2,100,50.58,0,0,0.247162673,0.348049446,0.214641194,0.999459557,0.783102144,0.704197442,0.928301207,0.327688705,0.43001261,1,0.798603307,0.676914432,0.902231498,0.427676995,0.548242093,0.995183818,0.682372773,0.643923583,0.874859528,0.259190881,0.329105795,1,0,1,0,71,189,30.38,71.88,11,1.57,4.56,29.5,117,7.01,4.2,4.44,0.981688365,51.98
Isaiah McKoy - 78160,2020,4.97,4.08,-0.89,-2.83,10.9,31.37,2,55.72,64.69,0,0,0.27274365,0.373976561,0.268181088,0.858403891,0.835885426,0.928301207,0.870293641,0.781660962,0.537200504,0.903756622,0.973912345,0.985711992,0.981457698,0.91523519,0.599293627,0.445095521,0.649703002,0.413710066,0.549847488,0.484588216,0.479932573,0,0,1,0,74,200,31.625,73.5,14.8,1.548,4.558,33.7,119.2,7.082,4.216,4.49,0.361312255,51
Jordan Lasley - 48202,2017,2.15,3.89,1.74,-0.79,3.91,8.35,2,60.28,68.22,0,0,0.541884345,0.705329908,0.309038369,0.776436678,0.858764187,0.78652495,0.876959106,0.529994596,0.742028463,0.937710708,0.865548242,0.966848611,0.880398138,0.638625783,0.845240006,0.179483063,0.020308236,0.037485953,0,0.330390111,0.479932573,1,0,1,0,73,203,32.75,78.125,8,1.57,4.5,34.5,112,7.004,4.19,4.53,0.8138851,64.64
James Quick - 12305,2016,3.74,3.8,0.06,-1.26,2.98,6.88,3,100,5.44,0,0,0.666186273,0.900224755,0.52721143,0.937668888,0.598090434,0.816249324,0.742028463,0.856602414,0.701495226,0.947744421,0.833681169,0.864183657,0.809841066,0.871889549,0.845240006,0.770027292,0.307272435,0.493738963,0.504414834,0.758147375,0.529780061,1,0,1,0,71.88,186,30.75,74.88,11,1.56,4.6,31,115,7,4.39,4.436,0.106920851,51
Mekale McKay - 10913,2015,9.74,3.69,-6.05,-0.55,6.41,16.3,2,100,33.16,0,0,0.197081607,0.247471504,0.217611174,0.938389479,0.543325527,0.732480634,0.77229328,0.850837687,0.84507296,0.899662867,0.690881361,0.773077541,0.872933055,0.860250441,0.814576979,0.835045754,0.325975277,0.57641676,0.4700594,0.773559159,0.794188473,1,0,1,0,75.625,207,30.625,73.625,12,1.53,4.55,35,123,7.08,4.63,4.482,0.550400909,68.22
Jonathan Adams - 61148,2020,8.31,3.61,-4.7,-1.03,13.03,39.01,3,26.61,65.98,2,0.67,0.159430733,0.253331193,0.125220742,0.870653936,0.811385336,0.778598451,0.8576833,0.711403351,0.395604396,0.992133569,0.938192326,0.932573447,0.94260716,0.83055065,0.529780061,0.185021673,0.567988441,0.552095039,0.586851822,0.200433456,0.27861615,0,1,0,0,74,210,32.125,79.5,18.2,1.526,4.502,37.1,125.8,7.132,4.48,4.56,0.740316181,75.95
Johnny Wilson - 76366,2023,7.21,3.53,-3.68,2.32,6.65,17.52,3,22.73,63.46,2,0.67,0.486038552,0.643201156,0.259190881,0.605656638,0.904521708,0.867411277,0.664204648,0.776616826,0.517744551,0.744421255,0.919088136,0.976802055,0.82501204,0.854551292,0.832396853,0.263043827,0.561807674,0.48362498,0,0.536041098,0.15299406,1,1,0,0,78.375,231,35.375,84.5,20.4,1.55,4.52,37,128,7.036,4.11,4.59,0.63760901,83.61
Whop Philyor - 61320,2020,2.43,3.37,0.94,-1.77,6.14,15.9,4,64.41,67.5,2,0.5,0.838947937,0.862497993,0.745063413,0.780940371,0.923257071,0.837686903,0.69879301,0.140335075,0.772833724,0.902311768,0.952560604,0.930807513,0.756461711,0.418927597,0.845240006,0.427757264,0.6857441,0.648739766,0.542623214,0.040777011,0.431931289,1,0,0,1,69.625,184,30.625,74.875,13.2,1.558,4.556,34.6,118.6,7.032,4.26,4.42,0.76594131,51.19
Rico Bussey - 45380,2020,0.6,3.33,2.73,-5.62,4.48,19.79,3,44.87,43.59,1,0.33,0.135290939,0.45352384,0.051051533,0.72491443,0.829580256,0.824716267,0.891551072,0.821833904,0.655377409,0.937710708,0.841146251,0.940760957,0.946861454,0.925349173,0.955610852,0.214079306,0.604350618,0.440841227,0.421496227,0.496066784,0.310483224,0,0,1,0,72.375,186,33,79.375,11.4,1.546,4.576,33.3,123.6,7.178,4.382,4.48,0.602477785,65.88
Jamari Thrash - 97399,2023,4.91,3.27,-1.64,-2.8,7.32,30.43,3,51.71,76.19,0,0,0.233831742,0.370685503,0.184379515,0.803819132,0.875157629,0.93514682,0.84345163,0.817690506,0.803458836,0.918767057,0.885615669,0.954326537,0.951757907,0.899100979,0.880478407,0.258950072,0.785439075,0.829426874,0.726280302,0.467410499,0.497832718,1,0,1,0,71.75,188,31,74.5,14,1.54,4.46,34,120,7.16,4.284,4.43,0.80561893,69.16
JhaQuan Jackson - 101135,2023,7.06,3.21,-3.85,-0.21,6.21,17.42,4,53.86,60.86,0,0,0.721311475,0.785278536,0.098812008,0.614664025,0.563321924,0.798234552,0.885426049,0.508917312,0.846333994,0.693209183,0.721143041,0.869401188,0.971102906,0.648258147,0.968935624,0.071921657,0.085968855,0.334323326,0.440439878,0.212393643,0.548242093,0,0,1,0,69.125,188,30.875,74.875,12,1.55,4.42,32,118,7.02,4.224,4.4,0.603924365,69.31
Josh Harper - 9979,2014,3.57,3.16,-0.41,0.45,4.34,11.33,1,100,39.81,0,0,0.313457035,0.352223471,0.352223471,0.998558818,0.919473969,0.82291479,0.709962169,0.687263556,0.457755359,0.996708942,0.886338096,0.769465404,0.679081715,0.657729973,0.465082678,0.996708942,0.886338096,0.769465404,0.679081715,0.657729973,0.465082678,0,0,1,0,72.875,191,30.875,75.75,13,1.69,4.64,32,108,7.15,4.36,4.434,0.972182269,51
Devon Cajuste - 11270,2015,6.7,3.12,-3.58,-1.71,3.68,7.98,2,100,28.65,0,0,0.64348766,0.65026489,0.642880077,0.842911187,0.446045758,0.70906143,0.816789768,0.796433075,0.309673933,0.821480173,0.451196019,0.695697544,0.832316584,0.794429282,0.3441965,0.681168727,0.430566704,0.630036924,0.687188955,0.725798684,0.310483224,1,0,1,0,75.75,234,33,80,12,1.59,4.62,36,123,6.49,4.2,4.51,0.716137632,78.06
